Brand Name,Generic Name,Manufacturer,Total Spending,Total Dosage Units,Total Claims,Average Spending Per Dosage Unit (Weighted),Average Spending Per Claim,Year
Rosuvastatin Calcium,Rosuvastatin Calcium,Teva USA, , , , , ,2013
Roxicodone,Oxycodone HCl,Mallinckrodt Br,156222.84,51375,364,3.0213539,429.1836264,2013
Rozerem,Ramelteon,Takeda Pharmace,5622137.92,871757.97,30041,6.449195893,187.1488273,2013
Rubesol-1000,Cyanocobalamin (Vitamin B-12),Central Pharm., , , , , ,2013
Ruconest,"C1 Esterase Inhibitor, Recomb",Santarus Inc/Sa, , , , , ,2013
Rulavite DHA,Prenatal 47/Iron/Folate 1/DHA,Method Pharmace, , , , , ,2013
Rytary,Carbidopa/Levodopa,Impax Pharmaceu, , , , , ,2013
Rythmol SR,Propafenone HCl,Glaxosmithkline,115689.02,15637,248,7.394529568,466.4879839,2013
Sabril,Vigabatrin,Lundbeck Inc.,63825229.39,1232183.144,10120,51.77312691,6306.840849,2013
Safyral,Drospir/Eth Estra/Levomefol Ca,"Bayer,Pharm Div",746375.52,222214.86,7241,3.358801117,103.0763044,2013
Saizen,Somatropin,"Emd Serono, Inc",23040360.91,37583.085,6584,617.5163088,3499.447283,2013
Salicylic Acid,Salicylic Acid,Acella Pharmace,71368.52,28063.592,1076,4.71800252,66.32762082,2013
Salicylic Acid,Salicylic Acid,Perrigo Co.,218302.96,1090913.92,3590,0.211439341,60.80862396,2013
Salicylic Acid,Salicylic Acid,Prugen Pharmace,8595.46,36081.267,207,0.238225005,41.52396135,2013
Salicylic Acid,Salicylic Acid,Rochester Pharm,155613.81,20800.3,2001,7.500236066,77.76802099,2013
Salicylic Acid,Salicylic Acid/Ceramide Comb 1,Seton Pharmaceu,36802.46,14068.106,460,2.616020948,80.00534783,2013
Saline Mist,Sodium Chloride,Perrigo Co.,6955.56,106950.95,2449,0.065035046,2.840163332,2013
Salsalate,Salsalate,Acella Pharmace, , , , , ,2013
Salsalate,Salsalate,Eci Pharmaceuti, , , , , ,2013
Samsca,Tolvaptan,Otsuka America,4495518.09,15141,668,296.992291,6729.8175,2013
Sancuso,Granisetron,"Kyowa Kirin, In",2186409.26,5909.004,2165,370.013163,1009.888804,2013
Sandimmune,Cyclosporine,Novartis,1250665.13,312710.525,3203,5.101310203,390.4667905,2013
Sandostatin,Octreotide Acetate,Novartis,169287.79,8356.25,311,20.25882304,544.3337299,2013
Sandostatin Lar,"Octreotide Acetate,Mi-Spheres",Novartis,24211440.39,10870.945,7571,2500.162882,3197.918424,2013
Sandostatin Lar Depot,"Octreotide Acetate,Mi-Spheres",Novartis, , , , , ,2013
Santyl,Collagenase Clostridium Hist.,Healthpoint Med,16758426.98,2906013.979,73422,5.766808798,228.2480317,2013
Santyl,Collagenase Clostridium Hist.,Smith&n/United, , , , , ,2013
Saphris,Asenapine Maleate,Forest/Allergan, , , , , ,2013
Sarafem,Fluoxetine HCl,Actavis/Allerga,42019.03,5704,166,7.366590112,253.1266868,2013
Savaysa,Edoxaban Tosylate,"Daiichi Sankyo,", , , , , ,2013
Savella,Milnacipran HCl,Allergan Inc.,13162410.18,4920650.002,82565,2.675193503,159.4187632,2013
Saxenda,Liraglutide,Novo Nordisk, , , , , ,2013
Se-Natal 19,PNV No.118/Iron Fumarate/FA,Seton Pharmaceu,158169.86,393942.73,10046,0.401504706,15.74456102,2013
Se-Natal 19,PNV119/Iron Fum/Folic/Docusate,Seton Pharmaceu,1435764.93,4912652.891,97716,0.292258574,14.69324297,2013
Se-Tan Plus,"Iron Fm,Ps No.1/Folic/Mv No.18",Seton Pharmaceu,108415.35,213695,6817,0.507336859,15.90367464,2013
Seasonique,L-Norgest/E.Estradiol-E.Estrad,Teva Women'S He,3474677.14,1233093.264,13799,2.817854287,251.8064454,2013
Seb-Prev,Sulfacetamide Sodium,Perrigo Co.,17658.79,49934.8,147,0.353636943,120.1278231,2013
Select-Ob,Prenatal No13/Iron Ps/Folate 1,"Exeltis USA, In", , , , , ,2013
Select-Ob,Prenatal Vits/Iron/Folic Acid,"Exeltis USA, In",182416.21,190069.06,5869,0.959736477,31.08131027,2013
Select-Ob + DHA,Prenatal Vit 33/Iron/Folic/DHA,"Exeltis USA, In",5041428.13,2545591.5,75288,1.980454496,66.96190801,2013
Selegiline HCl,Selegiline HCl,Apotex Corp,112040.11,70775,1279,1.586329569,87.59977326,2013
Selegiline HCl,Selegiline HCl,Mylan,80076.43,56156,1021,1.425963922,78.42941234,2013
Selegiline HCl,Selegiline HCl,Qualitest/Par P,143746.01,87188.82,1538,1.648674796,93.46294538,2013
Selenium,Selenium,Amer. Regent,1522074.69,177173.799,10065,8.590856541,151.2245097,2013
Selenium Sulfide,Selenium Sulfide,Method Pharmace, , , , , ,2013
Selenium Sulfide,Selenium Sulfide,Morton Grove Ph,369836.88,3949797.693,30972,0.093634386,11.94100736,2013
Selenium Sulfide,Selenium Sulfide,Perrigo Co.,1158270.03,12168033.78,94540,0.09518958,12.25163984,2013
Selenium Sulfide,Selenium Sulfide,Rochester Pharm,944837.48,1812111.82,9705,0.521401312,97.3557424,2013
Selzentry,Maraviroc,Viiv Healthcare,16226806.98,888558.192,13775,18.26030651,1177.989617,2013
Semprex-D,Pseudoephedrine HCl/Acrivas,Auxilium/Endo P,192876,64947,1069,2.969744561,180.4265669,2013
Senna,Senna Leaf Extract,Pharmaceutical,11149.48,180806,640,0.061665432,17.4210625,2013
Senna,Sennosides,SDA Labs, , , , , ,2013
Sensipar,Cinacalcet HCl,Amgen,51174565.82,2178862.693,65997,23.12413959,775.4074552,2013
Sensorcaine,Bupivacaine HCl,App/Fresenius K,8727.64,1843.024,90,4.735499918,96.97377778,2013
Sensorcaine,Bupivacaine HCl,Fresenius Kabi,14810.82,855,80,17.32259649,185.13525,2013
Sensorcaine-Epinephrine,Bupivacaine HCl/Epinephrine,App/Fresenius K,23227.49,3000,229,8.705067643,101.4300873,2013
Sensorcaine-MPF,Bupivacaine HCl/PF,App/Fresenius K,101763.88,28273.112,1163,3.599316552,87.50118659,2013
Sensorcaine-MPF,Bupivacaine HCl/PF,Fresenius Kabi,329445.71,176775.747,3519,2.290342451,93.61912759,2013
Sensorcaine-MPF Epinephrine,Bupivacaine HCl/Epinephrine/PF,App/Fresenius K,242243.23,36364.568,2823,6.780613152,85.81056677,2013
Sentry,"Mv,Cal,Min/Iron/Folic Acid/Lut",Leader,271.33,2663.001,82,0.101888809,3.308902439,2013
Serevent Diskus,Salmeterol Xinafoate,Glaxosmithkline,6696482.4,2051757.002,34271,3.26377948,195.3979283,2013
Sernivo,Betamethasone Dipropionate,Promius Pharma, , , , , ,2013
Seroquel,Quetiapine Fumarate,Astrazeneca,184109828.8,18350066.65,351775,10.61126494,523.3738293,2013
Seroquel XR,Quetiapine Fumarate,Astrazeneca,414435324.6,28601687.28,751373,14.43509018,551.5706907,2013
Serostim,Somatropin,"Emd Serono, Inc",6540237.66,20612,822,314.3249956,7956.493504,2013
Sertraline HCl,Sertraline HCl,Ahp,71796.58,58967.3,2716,1.275931459,26.43467599,2013
Sertraline HCl,Sertraline HCl,Aurobindo Pharm,2578200.62,13669897.41,366288,0.188781507,7.03872532,2013
Sertraline HCl,Sertraline HCl,Camber Pharmace,7961523.32,40904710.95,1126684,0.19482436,7.066332104,2013
Sertraline HCl,Sertraline HCl,"Cipla USA, Inc.", , , , , ,2013
Sertraline HCl,Sertraline HCl,Exelan Pharmace,26005.71,46946,1603,0.56034814,16.22315034,2013
Sertraline HCl,Sertraline HCl,Greenstone LLC.,12090127.28,53110891.65,1409609,0.219107132,8.576936782,2013
Sertraline HCl,Sertraline HCl,Legacy Pharmace, , , , , ,2013
Sertraline HCl,Sertraline HCl,Lupin Pharmaceu,8194179.13,38643379.8,1035108,0.212289344,7.916255241,2013
Sertraline HCl,Sertraline HCl,Mylan,28867.19,47974,1209,0.596834962,23.87691481,2013
Sertraline HCl,Sertraline HCl,Mylan Instituti,364.81,2157,109,0.169128419,3.346880734,2013
Sertraline HCl,Sertraline HCl,Northstar Rx Ll,3985017.9,17738989.18,471677,0.222228367,8.448616108,2013
Sertraline HCl,Sertraline HCl,"West-Ward, Inc.",4915.95,23641,641,0.206072111,7.669188768,2013
Setlakin,Levonorgestrel-Ethin Estradiol,Northstar Rx Ll, , , , , ,2013
Sevoflurane,Sevoflurane,Baxter Healthca,269787.43,61376.001,1069,4.395650183,252.3736483,2013
Sevoflurane,Sevoflurane,Baxter/Amerinet,3293.03,3190,80,1.032297806,41.162875,2013
Sf,Fluoride (Sodium),Cypress Pharm.,206478.42,1460765.8,24815,0.141349435,8.320710054,2013
Sf 5000 Plus,Fluoride (Sodium),Cypress Pharm.,931602.62,6017661.072,109602,0.154811414,8.499868798,2013
Sharobel,Norethindrone,Northstar Rx Ll, , , , , ,2013
Signifor Lar,Pasireotide Pamoate,Novartis, , , , , ,2013
Sildenafil,Sildenafil Citrate,Actavis Pharma/,1473369.58,411169.322,4598,3.583364568,320.4370552,2013
Sildenafil,Sildenafil Citrate,Ahp, , , , , ,2013
Sildenafil,Sildenafil Citrate,Amneal Pharmace,197215.28,56440.308,550,3.494227565,358.5732364,2013
Sildenafil,Sildenafil Citrate,Apotex Corp,3869150.98,568543.074,5661,6.805378795,683.4748242,2013
Sildenafil,Sildenafil Citrate,Aurobindo Pharm, , , , , ,2013
Sildenafil,Sildenafil Citrate,Bluepoint Labor, , , , , ,2013
Sildenafil,Sildenafil Citrate,Camber Pharmace, , , , , ,2013
Sildenafil,Sildenafil Citrate,Greenstone LLC.,2495414.83,521822.292,5833,4.782116188,427.8098457,2013
Sildenafil,Sildenafil Citrate,Macleods Pharma, , , , , ,2013
Sildenafil,Sildenafil Citrate,Mylan,997698.71,219550.26,2265,4.544283892,440.4850817,2013
Sildenafil,Sildenafil Citrate,Teva USA,31645.95,14108.793,140,2.242994847,226.0425,2013
Sildenafil,Sildenafil Citrate,Torrent Pharmac,1108257.21,255233.742,2236,4.342126559,495.6427594,2013
Silenor,Doxepin HCl,Pernix Therapeu,253945.08,42010,1381,6.042774241,183.884924,2013
Silvadene,Silver Sulfadiazine,Pfizer US Pharm,49303.06,120305.1,1624,0.409816874,30.35902709,2013
Silver Sulfadiazine,Silver Sulfadiazine,Actavis Pharma/,2240767.4,14384032.06,140555,0.155781591,15.94228167,2013
Silver Sulfadiazine,Silver Sulfadiazine,Ascend Laborato,550375.92,4416099.231,29060,0.124629428,18.93929525,2013
Simbrinza,Brinzolamide/Brimonidine Tart,Alcon/Novartis,52346.2,4496,560,11.64283808,93.47535714,2013
Simponi,Golimumab,Janssen Biotech,14839583.47,3878,6005,3848.084081,2471.204575,2013
Simponi Aria,Golimumab,Janssen Biotech,86161.4,274,23,314.4576642,3746.147826,2013
Simulect,Basiliximab,Novartis,150430.06,62,60,2426.29129,2507.167667,2013
Simvastatin,Simvastatin,Accord Healthca,3350159.58,14641220.85,471870,0.228777048,7.09975116,2013
Simvastatin,Simvastatin,Ahp,30407.32,31956.54,1397,0.963179293,21.76615605,2013
Simvastatin,Simvastatin,Aurobindo Pharm,4620144.51,21078674.6,665155,0.219096695,6.945966745,2013
Simvastatin,Simvastatin,Camber Pharmace, , , , , ,2013
Simvastatin,Simvastatin,Dr.Reddy'S Lab,2981592.94,13447032.56,430675,0.22132044,6.923069461,2013
Simvastatin,Simvastatin,International L,2020844.87,9799371.785,282856,0.206145017,7.144429922,2013
Simvastatin,Simvastatin,Legacy Pharmace,64678.51,270798.001,8610,0.238840082,7.512022067,2013
Simvastatin,Simvastatin,Lupin Pharmaceu,14376017.53,67732504.99,2073309,0.212211429,6.933851891,2013
Simvastatin,Simvastatin,Major Pharmaceu,42778.32,26528.06,1157,1.723736737,36.97348315,2013
Simvastatin,Simvastatin,Mckesson Packag,563.58,2177,103,0.260653989,5.471650485,2013
Simvastatin,Simvastatin,Mylan Instituti,285492.02,8952.012,953,31.53490689,299.5718993,2013
Simvastatin,Simvastatin,Northstar Rx Ll,4460360.21,19794976.45,604537,0.225266019,7.378142628,2013
Simvastatin,Simvastatin,Puracap Laborat,184879.53,577364,18366,0.321907553,10.0664015,2013
Simvastatin,Simvastatin,Teva USA,4661780.39,21074450,648859,0.221351105,7.184581535,2013
Simvastatin,Simvastatin,Zydus Pharmaceu,3330259.15,14371271.76,453635,0.231738948,7.341274703,2013
Sinemet 25-100,Carbidopa/Levodopa,Merck Sharp & D,31664.37,36126.001,210,0.876498066,150.7827143,2013
Singulair,Montelukast Sodium,Merck Sharp & D,30607297.26,5448442.642,172163,5.619732431,177.7809242,2013
Sirolimus,Sirolimus,Ahp, , , , , ,2013
Sirolimus,Sirolimus,Dr.Reddy'S Lab, , , , , ,2013
Sirolimus,Sirolimus,Greenstone LLC., , , , , ,2013
Sirolimus,Sirolimus,Zydus Pharmaceu, , , , , ,2013
Sivextro,Tedizolid Phosphate,Merck Sharp & D, , , , , ,2013
Skelaxin,Metaxalone,Pfizer US Pharm,6113255.79,1198979.111,17011,5.098717512,359.3707478,2013
Sklice,IVermectin,Arbor Pharmaceu, , , , , ,2013
Sklice,IVermectin,Sanofi-Pasteur/,3718912.61,1658665.7,13611,2.242110999,273.228463,2013
Skyla,Levonorgestrel,"Bayer,Pharm Div",290323.1,539.052,448,538.580879,648.0426339,2013
Slow-Mag,Magnesium Chloride,Purdue Prod Lp,48021.74,331485,4674,0.144868516,10.27422764,2013
Sod Ferric Gluconate Complex,Sodium Ferric Gluconat/Sucrose,Actavis/Allerga,756639.22,77902.044,6118,9.712700478,123.6742759,2013
Sod Ferric Gluconate Complex,Sodium Ferric Gluconat/Sucrose,Teva/Novaplus,10594.13,2355,260,4.498569002,40.74665385,2013
Sod Ferric Gluconate Complex,Sodium Ferric Gluconat/Sucrose,"West-Ward, Inc.", , , , , ,2013
Sodium Acetate,Sodium Acetate,App/Fresenius K,339683.9,3413359.369,3806,0.099516009,89.24957961,2013
Sodium Acetate,Sodium Acetate,Hospira-Novaplu, , , , , ,2013
Sodium Acetate,Sodium Acetate,Hospira/Pfizer,2219445.27,3436041.713,17644,0.645930828,125.790369,2013
Sodium Bicarbonate,Sodium Bicarbonate,App/Fresenius K,42502.56,44825.485,757,0.948178475,56.1460502,2013
Sodium Bicarbonate,Sodium Bicarbonate,Hospira-Novaplu, , , , , ,2013
Sodium Bicarbonate,Sodium Bicarbonate,Hospira/Pfizer,2217144.08,19116434.15,79245,0.130173064,27.97834665,2013
Sodium Bicarbonate,Sodium Bicarbonate,International M,40145.71,834205.144,962,0.048124506,41.73150728,2013
Sodium Chloride,Bacteriostatic Sodium Chloride,App/Fresenius K,16347.24,163801.966,703,0.099798802,23.25354196,2013
Sodium Chloride,Bacteriostatic Sodium Chloride,Hospira/Pfizer,253777.71,2842262.379,12128,0.089287221,20.92494311,2013
Sodium Chloride,Sodium Chloride 0.45 %,B.Braun,5066.82,517972,247,0.009782035,20.5134413,2013
Sodium Chloride,Sodium Chloride 0.45 %,Baxter Healthca,319559.74,14566476.78,4595,0.021938026,69.5451012,2013
Sodium Chloride,Sodium Chloride 0.45 %,Hospira/Icu Med,124819.41,4309025.276,1392,0.028966971,89.66911638,2013
Sodium Chloride,Sodium Chloride 3 %,B.Braun,41319.68,206597.14,125,0.20000122,330.55744,2013
Sodium Chloride,Sodium Chloride 3 %,Baxter Healthca,55332.78,932549.69,894,0.05933494,61.89348993,2013
Sodium Chloride,Sodium Chloride 5 %,Baxter Healthca,17354.84,548598.51,409,0.031634865,42.43237164,2013
Sodium Chloride,Sodium Chloride For Inhalation,Mylan,147279.62,2113008.574,6125,0.070943638,24.04565225,2013
Sodium Chloride,Sodium Chloride For Inhalation,Nephron Corp,792194.78,12560204.37,45356,0.063778422,17.46615178,2013
Sodium Chloride,Sodium Chloride For Inhalation,Ritedose Pharma, , , , , ,2013
Sodium Chloride,Sodium Chloride Irrig Solution,B.Braun,168813.81,36526001.95,11348,0.004621743,14.87608477,2013
Sodium Chloride,Sodium Chloride Irrig Solution,Baxter Healthca,650380.62,89513866.18,29128,0.007265697,22.32836515,2013
Sodium Chloride,Sodium Chloride Irrig Solution,Hospira/Icu Med,729296.42,59457632.76,23641,0.012265817,30.84879743,2013
Sodium Chloride*,0.9 % Sodium Chloride,Amer. Regent,19123.22,38947.14,375,0.491004474,50.99525333,2013
Sodium Chloride*,0.9 % Sodium Chloride,App/Fresenius K*,1436.93,45127.8,84,0.031841348,17.10630952,2013
Sodium Chloride*,0.9 % Sodium Chloride,B.Braun,8337257.12,189153385.7,213977,0.0440767,38.96333307,2013
Sodium Chloride*,0.9 % Sodium Chloride,Baxter Healthca,25847219.73,388586786.4,419101,0.068631715,61.67300896,2013
Sodium Chloride*,0.9 % Sodium Chloride,Fresenius Kabi,99127.08,142674.683,2636,0.694776942,37.60511381,2013
Sodium Chloride*,0.9 % Sodium Chloride,Hospira,95.41,216,191,0.441712963,0.499528796,2013
Sodium Chloride*,0.9 % Sodium Chloride,Hospira/Icu Med,20852642.78,219796711.8,240295,0.094872406,86.77934531,2013
Sodium Chloride*,0.9 % Sodium Chloride,Hospira/Pfizer*,8602193.41,28914371.76,52772,0.391575823,163.0067727,2013
Sodium Chloride*,0.9 % Sodium Chloride,Medefil Incorp.,84580.17,294500,834,0.287199219,101.4150719,2013
Sodium Chloride*,Sodium Chloride,Ahp, , , , , ,2013
Sodium Chloride*,Sodium Chloride,App/Fresenius K,2250730.82,10796548.49,24968,0.208055812,90.14461791,2013
Sodium Chloride*,Sodium Chloride,Hospira/Pfizer,430839,1410722.751,4941,0.345495524,87.19672131,2013
Sodium Chloride*,Sodium Chloride,Lannett Co. Inc,20092.87,173555.515,2042,0.115772005,9.839799217,2013
Sodium Citrate-Citric Acid,Citric Acid/Sodium Citrate,Method Pharmace, , , , , ,2013
Sodium Citrate-Citric Acid,Citric Acid/Sodium Citrate,Pharmaceutical,160826.83,3216980.604,5329,0.049993099,30.17955151,2013
Sodium Fluoride,Fluoride (Sodium),Mayne Pharma/H2,635213.45,2421453.805,48969,0.262327305,12.97174641,2013
Sodium Fluoride,Fluoride (Sodium),Sancilio & Comp,251638,1040385.641,21067,0.241869928,11.94465277,2013
Sodium Phenylbutyrate,Sodium Phenylbutyrate,Sigmapharm Labo,2254411.92,124856.4,385,18.05603814,5855.615377,2013
Sodium Phosphate,"Sod Phosphate,Monobasic-Dibas",Amer. Regent,74512.49,39620.841,1318,1.880638778,56.53451442,2013
Sodium Phosphate,"Sod Phosphate,Monobasic-Dibas",App/Fresenius K, , , , , ,2013
Sodium Phosphate,"Sod Phosphate,Monobasic-Dibas",Hospira/Pfizer,586283.5,124495.736,5050,4.709265705,116.0957426,2013
Sodium Polystyrene Sulfonate,Sodium Polystyrene Sulfonate,"Cmp Pharma, Inc",98731.35,458593.461,965,0.215291666,102.3122798,2013
Sodium Polystyrene Sulfonate,Sodium Polystyrene Sulfonate,Epic Pharma LLC, , , , , ,2013
Sodium Polystyrene Sulfonate,Sodium Polystyrene Sulfonate,"KVK-Tech, Inc.",412244.58,1764864.484,3864,0.233584269,106.6885559,2013
Sodium Polystyrene Sulfonate,Sodium Polystyrene Sulfonate,Perrigo Co.,67653.3,663229.775,1096,0.102005825,61.7274635,2013
Sodium Polystyrene Sulfonate,Sodium Polystyrene Sulfonate,Roxane/West-War,10471.19,111303,246,0.094078237,42.56581301,2013
Sodium Sulfacetamide,Sulfacetamide Sodium,Acella Pharmace,35532.16,86079,183,0.412785465,194.1648087,2013
Sodium Sulfacetamide,Sulfacetamide Sodium,"Biocomp Pharma,",21042.84,52407,112,0.401527277,187.8825,2013
Sodium Sulfacetamide-Sulfur,Sulfacetamide Sod/Sulfur/Urea,Seton Pharmaceu,79686.9,142696.9,407,0.558434696,195.7909091,2013
Sodium Sulfacetamide-Sulfur,Sulfacetamide Sodium/Sulfur,Acella Pharmace,310129.15,1280369.059,4727,0.241734343,65.60802835,2013
Sodium Sulfacetamide-Sulfur,Sulfacetamide Sodium/Sulfur,"Biocomp Pharma,", , , , , ,2013
Sodium Sulfacetamide-Sulfur,Sulfacetamide Sodium/Sulfur,Rochester Pharm,32137.08,120664.975,266,0.266333126,120.8160902,2013
Sodium Sulfacetamide-Sulfur,Sulfacetamide Sodium/Sulfur,Trinity Pharmac, , , , , ,2013
Solaraze,Diclofenac Sodium,Sandoz,2640823.96,341714.264,3262,7.728164254,809.5720294,2013
Soliris,Eculizumab,Alexion Pharmac,37648187.04,7809.514,2254,4820.810494,16702.83365,2013
Solodyn,Minocycline HCl,Valeant,1651190.38,58093.97,1957,28.397153,843.7355033,2013
Solu-Cortef,Hydrocortisone Sod Succinate,Pharmaci/Pfizer,451085.14,9221.753,6259,48.9153353,72.06984183,2013
Solu-Cortef,Hydrocortisone Sodium Succ/PF,Pfizer US Pharm,379477.16,28611.47,11852,14.34099004,32.01798515,2013
Solu-Medrol*,Methylprednisolone Sod Succ,Pharmaci/Pfizer,388481.4,11783.24,7931,34.9781556,48.98265036,2013
Solu-Medrol*,Methylprednisolone Sod Succ,Pharmacia/Upjhn,496982.53,17823.606,11030,27.88909243,45.05734633,2013
Solu-Medrol*,Methylprednisolone Sod Succ/PF,Pfizer US Pharm*,2993511.38,197478.785,86871,17.9704219,34.45927156,2013
Solu-Medrol*,Methylprednisolone Sod Succ/PF,Pfizer/Novaplus,419413.94,15020.851,8535,28.14366344,49.14047335,2013
Soma,Carisoprodol,Meda/Mylan Spec,181234.18,34747,407,5.215822373,445.2928256,2013
Somatuline Depot,Lanreotide Acetate,Ipsen Biopharma,1412452.18,158.6,362,9165.760424,3901.801602,2013
Sonata,Zaleplon,Pfizer US Pharm,44818.64,10370,241,4.321951784,185.9694606,2013
Soolantra,IVermectin,Galderma Labora, , , , , ,2013
Sorbitol,Sorbitol Solution,"Cmp Pharma, Inc",4192.14,210999.918,383,0.01986797,10.94553525,2013
Soriatane,Acitretin,Stiefel Labs.,5780726.48,183747.71,5284,31.55628828,1094.005768,2013
Sotalol,Sotalol HCl,Apotex Corp,73525.28,257784.402,3811,0.278569019,19.29291,2013
Sotalol,Sotalol HCl,Qualitest/Par P,273817.98,895164.621,15160,0.306062319,18.06187203,2013
Sotalol,Sotalol HCl,Sandoz,38440.19,115597.505,2047,0.332534772,18.77879336,2013
Sotalol,Sotalol HCl,Teva USA,596920.21,1749325.79,28001,0.339866321,21.31781758,2013
Sotalol Af,Sotalol HCl,Apotex Corp,8162.67,18238.5,292,0.464995593,27.95434932,2013
Sotalol Af,Sotalol HCl,Mylan,60559.53,137982,2220,0.435265129,27.27906757,2013
Sotradecol,Sodium Tetradecyl Sulfate,Mylan Instituti,3100.71,362,45,22.67646699,68.90466667,2013
Sotylize,Sotalol HCl,Arbor Pharmaceu, , , , , ,2013
Sovaldi,Sofosbuvir,Gilead Sciences,4056144.36,4034,144,1005.48943,28167.66917,2013
Spinosad,Spinosad,Allegis Pharmac, , , , , ,2013
Spiriva,Tiotropium Bromide,Boehringer Ing.,302903648.4,33153615.69,1089516,9.136368452,278.0167051,2013
Spiriva Respimat,Tiotropium Bromide,Boehringer Ing., , , , , ,2013
Spironolactone,Spironolactone,Actavis Pharma/,765089.42,2103669.958,51244,0.359779427,14.93032199,2013
Spironolactone,Spironolactone,Ahp,13726.99,10398.25,399,1.319450985,34.40348371,2013
Spironolactone,Spironolactone,Amneal Pharmace,4645436.53,14677748.19,340822,0.313275319,13.63009586,2013
Spironolactone,Spironolactone,Greenstone LLC.,395424.46,1162950.789,29399,0.329043798,13.45026906,2013
Spironolactone,Spironolactone,Jubilant Cadist, , , , , ,2013
Spironolactone,Spironolactone,Major Pharmaceu,1443.25,3099,94,0.465714747,15.3537234,2013
Spironolactone,Spironolactone,Mckesson Packag,1569.74,3191.5,188,0.491850227,8.349680851,2013
Spironolactone,Spironolactone,Mutual Pharm Co,332470.49,1040124.597,25458,0.316573355,13.05956831,2013
Spironolactone,Spironolactone,Mylan,498964.44,1288250.284,34493,0.383506976,14.46567246,2013
Spironolactone,Spironolactone,Mylan Instituti,368913.4,1619818.703,41308,0.233349851,8.930797908,2013
Spironolactone,Spironolactone,Qualitest/Par P,3396251.27,10850206.33,250221,0.307843163,13.57300654,2013
Spironolactone,Spironolactone,Sandoz,110440.18,422666.956,10569,0.261293622,10.4494446,2013
Spironolactone-HCTZ,Spironolact/Hydrochlorothiazid,Greenstone LLC.,69399.97,131730.959,3801,0.52683113,18.25834517,2013
Spironolactone-HCTZ,Spironolact/Hydrochlorothiazid,Mutual Pharm Co,196087.87,423506.655,11609,0.463010127,16.89102162,2013
Spironolactone-HCTZ,Spironolact/Hydrochlorothiazid,Mylan,325571.59,770713.603,20811,0.422428758,15.64420691,2013
Spironolactone-HCTZ,Spironolact/Hydrochlorothiazid,Mylan Instituti,3229.68,6886.03,159,0.469019159,20.31245283,2013
Sporanox,Itraconazole,Janssen Pharm.,1394488.39,880720.75,1887,1.583349081,738.997557,2013
Sprintec,Norgestimate-Ethinyl Estradiol,Teva USA,8084171.13,16290547.87,511347,0.496249187,15.8095601,2013
Spritam,Levetiracetam,Aprecia Pharmac, , , , , ,2013
Sprycel,Dasatinib,BMS Primarycare,46763643.76,220755.97,6120,232.291564,7641.118261,2013
Sps*,Sodium Polystyrene Sulfon/Sorb,"Cmp Pharma, Inc*",730255.32,7628309.772,15723,0.095701683,46.44503721,2013
Sronyx,Levonorgestrel-Ethin Estradiol,Mayne Pharma In, , , , , ,2013
Sronyx,Levonorgestrel-Ethin Estradiol,"Watson Pharma,",2094139.26,2203942.198,54741,0.950178849,38.25540746,2013
Ssd,Silver Sulfadiazine,Dr.Reddy'S Lab,1085516.77,6809420.055,64641,0.159413983,16.79300707,2013
Sski,Potassium Iodide,Upsher-Smith La,48608.01,83936.968,2247,0.579101332,21.6324032,2013
Sss 10-5,Sulfacetamide Sodium/Sulfur,Acella Pharmace, , , , , ,2013
Stalevo 100,Carbidopa/Levodopa/Entacapone,Novartis,319378.34,77523,701,4.119788192,455.6039087,2013
Stalevo 150,Carbidopa/Levodopa/Entacapone,Novartis,197283.66,42977,361,4.590447449,546.492133,2013
Starlix,Nateglinide,Novartis,618069.14,270974,3189,2.28109331,193.8128379,2013
Stavudine,Stavudine,Camber Pharmace,451080.45,250125.85,4282,1.803246945,105.3434026,2013
Stavudine,Stavudine,Mylan,82453.48,45032.03,784,1.831053464,105.1702551,2013
Stelara,Ustekinumab,Janssen Biotech,29799659.34,2714.111,2918,11532.5319,10212.35755,2013
Stimate,Desmopressin Acetate,CSL Behring LLC,2162631.26,3942.446,3609,548.5506358,599.2328235,2013
Stiolto Respimat,Tiotropium Br/Olodaterol HCl,Boehringer Ing., , , , , ,2013
Stivarga,Regorafenib,"Bayer,Pharm Div",13366857.32,115292,1450,115.9391573,9218.52229,2013
Stool Softener,Docusate Sodium,SDA Labs, , , , , ,2013
Stool Softener-Laxative,Sennosides/Docusate Sodium,Sunmark,100.08,88,88,1.137272727,1.137272727,2013
Strattera,Atomoxetine HCl,Eli Lilly & Co.,214919357.5,30397364.24,935269,7.094572881,229.7941634,2013
Strensiq,Asfotase Alfa,Alexion Pharmac, , , , , ,2013
Streptomycin Sulfate,Streptomycin Sulfate,X-Gen Pharmaceu,4672.82,297.851,166,15.68844825,28.14951807,2013
Stribild,Elviteg/Cob/Emtri/Tenofo Disop,Gilead Sciences,92080869.04,1158003.12,38611,79.51694382,2384.835126,2013
Striverdi Respimat,Olodaterol HCl,Boehringer Ing., , , , , ,2013
Stromectol,IVermectin,Merck Sharp & D,807728.54,152558.004,28622,5.29456678,28.22054853,2013
Strovite One,"Mv,Min10/Folic Acid/D3/Ala/Lut","Exeltis USA, In",3312794.78,4221041.002,145182,0.784828856,22.81821975,2013
