Brand Name,Year,Generic Name,num_manufac,Inf Total Spend,Total Spending,Total Dosage Units,Total Claims
Epiduo,2017,Adapalene/Benzoyl Peroxide,1,8590000,8587424.57,1353064,29772
Epinastine HCl,2013,Epinastine HCl,3,229765,219056.04,14997.015,2991
Epinastine HCl,2014,Epinastine HCl,3,417400,403969.82,31317.5,6337
Epinastine HCl,2015,Epinastine HCl,3,676600,656933.2999999999,59863.504,11925
Epinastine HCl,2016,Epinastine HCl,3,697950,684113.6900000001,66593.5,13251
Epinastine HCl,2017,Epinastine HCl,3,567980,567995.9,56087.5,11152
Epinephrine,2013,Epinephrine,4,3365600,3206180.4499999997,176701.609,28683
Epinephrine,2014,Epinephrine,5,8813471,8535731.94,233873.518,50077
Epinephrine,2015,Epinephrine,5,14712000,14279429.68,399050.31799999997,72455
Epinephrine,2016,Epinephrine,6,32922000,32226664.83,434729.66599999997,114477
Epinephrine,2017,Epinephrine,6,100789500,100761549.81,1290708.552,360782
Epipen 2-Pak,2013,Epinephrine,1,99000000,94319790.73,1392263.213,353197
Epipen 2-Pak,2014,Epinephrine,1,158000000,153303797.9,1755461.988,429316
Epipen 2-Pak,2015,Epinephrine,1,237000000,230137691.1,2030992.7,498415
Epipen 2-Pak,2016,Epinephrine,1,344000000,337193708.1,2349929.847,558940
Epipen 2-Pak,2017,Epinephrine,1,108000000,108304339.4,753819.598,178297
Epipen Jr 2-Pak,2013,Epinephrine,1,68700000,65416167.12,956561.718,238655
Epipen Jr 2-Pak,2014,Epinephrine,1,99900000,96691807.05,1098770.852,263371
Epipen Jr 2-Pak,2015,Epinephrine,1,138000000,134149127.9,1184148.267,276652
Epipen Jr 2-Pak,2016,Epinephrine,1,188000000,184397365,1279997.228,295894
Epipen Jr 2-Pak,2017,Epinephrine,1,62400000,62414747.31,432586.425,99317
Epirubicin HCl,2013,Epirubicin HCl,2,133800,127456.20000000001,37116,644
Epirubicin HCl,2014,Epirubicin HCl,2,94400,91433.68,36453.1,566
Epirubicin HCl,2015,Epirubicin HCl,3,78190,75972.81,25758.91,498
Epirubicin HCl,2016,Epirubicin HCl,4,77900,76329.06,26185.120000000003,592
Epirubicin HCl,2017,Epirubicin HCl,4,102110,102095.52,29614.04,560
Epitol,2013,Carbamazepine,1,312000,297404.23,4521190.971,45149
Epitol,2014,Carbamazepine,1,420000,406207.23,4644816.001,49384
Epitol,2015,Carbamazepine,1,2800000,2720442.65,5549760,58738
Epitol,2016,Carbamazepine,1,2370000,2324376.6,3882568.4,40476
Epitol,2017,Carbamazepine,1,2080000,2076684.74,3469612,36717
Epivir,2013,Lamivudine,1,3900000,3712925.14,4181774.996,15695
Epivir,2014,Lamivudine,1,3120000,3022327.09,3856242.1,13438
Epivir,2015,Lamivudine,1,2030000,1972116.03,2719847.591,8711
Epivir,2016,Lamivudine,1,957000,937788.7,1323972.399,4426
Epivir,2017,Lamivudine,1,477000,476631.52,685448.9,2318
Epivir Hbv,2013,Lamivudine,1,3810000,3624402.6,323335.03,8364
Epivir Hbv,2014,Lamivudine,1,1320000,1272894.41,141985.499,2848
Epivir Hbv,2015,Lamivudine,1,1130000,1099218.64,137288,2459
Epivir Hbv,2016,Lamivudine,1,1060000,1039966.08,132456,2375
Epivir Hbv,2017,Lamivudine,1,572000,571681.78,113337,1343
Eplerenone,2013,Eplerenone,3,1238100,1177109.08,467595.115,11898
Eplerenone,2014,Eplerenone,3,1402500,1360203.6199999999,553262.59,14334
Eplerenone,2015,Eplerenone,4,1721580,1667914.93,683758,17723
Eplerenone,2016,Eplerenone,4,1870500,1832304.7799999998,817475,20839
Eplerenone,2017,Eplerenone,4,1794000,1794138.97,864631,22161
Epogen,2013,Epoetin Alfa,1,77500000,73782447.12,2418490.892,638792
Epogen,2014,Epoetin Alfa,1,82000000,79332569.95,994614.121,870620
Epogen,2015,Epoetin Alfa,1,167000000,162040021.5,973190.909,1026200
Epogen,2016,Epoetin Alfa,1,90700000,88863794.1,897276.115,1142022
Epogen,2017,Epoetin Alfa,1,117000000,117488544.4,379280.074,1285632
Eprosartan Mesylate,2013,Eprosartan Mesylate,1,15400,14679.6,4889,142
Eprosartan Mesylate,2014,Eprosartan Mesylate,1,9260,8965.68,3027,91
Eprosartan Mesylate,2015,Eprosartan Mesylate,1,7380,7163.92,2457,72
Eprosartan Mesylate,2016,Eprosartan Mesylate,1,5420,5310.09,1845,58
Eprosartan Mesylate,2017,Eprosartan Mesylate,1,5360,5364.55,1902,56
Epzicom,2013,Abacavir Sulfate/Lamivudine,1,129000000,122604163.3,3524494.95,118777
Epzicom,2014,Abacavir Sulfate/Lamivudine,1,148000000,143394671.2,3838363.121,128550
Epzicom,2015,Abacavir Sulfate/Lamivudine,1,146000000,141384170,3458117.503,117432
Epzicom,2016,Abacavir Sulfate/Lamivudine,1,106000000,103734143.8,2368617,79366
Epzicom,2017,Abacavir Sulfate/Lamivudine,1,19500000,19453422.67,467051.5,15392
Equetro,2013,Carbamazepine,1,1710000,1630278.54,755924.63,10696
Equetro,2014,Carbamazepine,1,1800000,1745172.86,663659,9426
Equetro,2015,Carbamazepine,1,2150000,2084371.2,686506,9945
Equetro,2016,Carbamazepine,1,2380000,2333337.14,714306,10229
Equetro,2017,Carbamazepine,1,2560000,2559876.73,707349,10131
Eraxis (Water Diluent),2013,Anidulafungin,1,46800,44620.59,242.9,47
Eraxis (Water Diluent),2014,Anidulafungin,1,110000,106789.6,715.98,154
Eraxis (Water Diluent),2015,Anidulafungin,1,148000,144160.83,795.341,229
Eraxis (Water Diluent),2016,Anidulafungin,1,212000,207671.57,980.98,311
Eraxis (Water Diluent),2017,Anidulafungin,1,289000,289139,1467.65,371
Erbitux,2013,Cetuximab,1,47100000,44846992.18,4293582.985,18721
Erbitux,2014,Cetuximab,1,49900000,48286436.37,4542014.46,19547
Erbitux,2015,Cetuximab,1,59700000,57942739.58,4697386.267,21651
Erbitux,2016,Cetuximab,1,57500000,56303321.98,5030008.116,21876
Erbitux,2017,Cetuximab,1,48600000,48639213.92,4255422.91,18793
Ergocalciferol,2013,Ergocalciferol (Vitamin D2),1,917000,873254.54,199536.9,3987
Ergocalciferol,2014,Ergocalciferol (Vitamin D2),1,214000,206762.32,161634.302,3155
Ergocalciferol,2015,Ergocalciferol (Vitamin D2),3,232029,225291.13999999998,153142.6,3005
Ergocalciferol,2016,Ergocalciferol (Vitamin D2),3,173130,169320.93,99572.4,2349
Ergocalciferol,2017,Ergocalciferol (Vitamin D2),3,117620,117692.06,103513.3,2858
Ergoloid Mesylates,2013,Ergoloid Mesylates,1,124000,118510.67,24552,257
Ergoloid Mesylates,2014,Ergoloid Mesylates,1,135000,130593.38,22226.5,247
Ergoloid Mesylates,2015,Ergoloid Mesylates,1,105000,101711.92,18503,201
Ergoloid Mesylates,2016,Ergoloid Mesylates,1,105000,103050.19,16754,181
Ergoloid Mesylates,2017,Ergoloid Mesylates,1,67400,67379.17,10705,130
Erivedge,2013,Vismodegib,1,3910000,3727797.09,13168,468
Erivedge,2014,Vismodegib,1,5740000,5555259.68,18369,661
Erivedge,2015,Vismodegib,1,9510000,9229876.7,27881,1052
Erivedge,2016,Vismodegib,1,12300000,12011542.96,33664,1266
Erivedge,2017,Vismodegib,1,13700000,13709648.07,35673,1353
Errin,2013,Norethindrone,1,4490000,4274284.02,5055038.119,152137
Errin,2014,Norethindrone,1,3680000,3564055.44,4426210.762,134054
Errin,2015,Norethindrone,1,1860000,1802749.25,3080465.542,92846
Errin,2016,Norethindrone,1,1490000,1458768.82,2737939.338,82446
Errin,2017,Norethindrone,1,433000,433329.81,867182.852,26073
Erwinaze,2013,Asparaginase (Erwinia Chrysan),1,10300000,9849778.65,3889.235,1005
Erwinaze,2014,Asparaginase (Erwinia Chrysan),1,17300000,16696886.8,7103.68,1517
Erwinaze,2015,Asparaginase (Erwinia Chrysan),1,17300000,16807561.58,4526.375,1427
Erwinaze,2016,Asparaginase (Erwinia Chrysan),1,17500000,17170292,3865.91,1225
Erwinaze,2017,Asparaginase (Erwinia Chrysan),1,21900000,21912795.28,4459.205,1633
Ery,2013,Erythromycin Base/Ethanol,1,342000,325459.7,308683,5115
Ery,2014,Erythromycin Base/Ethanol,1,265000,256846.64,256020.002,4231
Ery,2015,Erythromycin Base/Ethanol,1,362000,351915.37,344131,5670
Ery,2016,Erythromycin Base/Ethanol,1,265000,259386.91,244950,4040
Ery,2017,Erythromycin Base/Ethanol,1,205000,204987.18,199562,3346
Ery-Tab,2013,Erythromycin Base,1,1940000,1844313.56,883409.46,21756
Ery-Tab,2014,Erythromycin Base,1,2810000,2718011.46,720223.009,17468
Ery-Tab,2015,Erythromycin Base,1,4510000,4376684.3,635845.501,14541
Ery-Tab,2016,Erythromycin Base,1,3230000,3166120.69,497245,10845
Ery-Tab,2017,Erythromycin Base,1,2630000,2633323.06,393976,8297
Eryped 200,2013,Erythromycin Ethylsuccinate,1,6400000,6095711.69,5060741.906,28192
Eryped 200,2014,Erythromycin Ethylsuccinate,1,10500000,10118381.37,5410546.602,29576
Eryped 200,2015,Erythromycin Ethylsuccinate,1,18000000,17504813.42,5549185.617,30364
Eryped 200,2016,Erythromycin Ethylsuccinate,1,21200000,20741397.39,5349943.85,28478
Eryped 200,2017,Erythromycin Ethylsuccinate,1,9130000,9133235.79,2495184.45,12960
Eryped 400,2013,Erythromycin Ethylsuccinate,1,2040000,1941924.87,1413838.188,9107
Eryped 400,2014,Erythromycin Ethylsuccinate,1,4100000,3964201.03,1456276.582,9505
Eryped 400,2015,Erythromycin Ethylsuccinate,1,8460000,8215626.28,1474368.3,9340
Eryped 400,2016,Erythromycin Ethylsuccinate,1,8830000,8656330.16,1299839,8408
Eryped 400,2017,Erythromycin Ethylsuccinate,1,8230000,8228020.97,1269711.25,8099
Erythrocin Lactobionate,2013,Erythromycin Lactobionate,1,21700,20643.8,803.26,371
Erythrocin Lactobionate,2014,Erythromycin Lactobionate,1,29700,28786.03,2260.723,407
Erythrocin Lactobionate,2015,Erythromycin Lactobionate,1,56600,54960,1308.522,601
Erythrocin Lactobionate,2016,Erythromycin Lactobionate,1,71000,69580.16,1121.911,562
Erythrocin Lactobionate,2017,Erythromycin Lactobionate,1,54200,54221.88,927.3,564
Erythrocin Stearate,2013,Erythromycin Stearate,1,1070000,1018189.51,452039.2,9553
Erythrocin Stearate,2014,Erythromycin Stearate,1,1320000,1279052.74,363053.001,7746
Erythrocin Stearate,2015,Erythromycin Stearate,1,1870000,1818381.07,292465.2,6112
Erythrocin Stearate,2016,Erythromycin Stearate,1,1720000,1681417.32,221704,4511
Erythrocin Stearate,2017,Erythromycin Stearate,1,1440000,1438484.49,178322.6,3591
Erythromycin,2013,Erythromycin Base/Ethanol,3,2436400,2323041.59,3588984.378,68036
Erythromycin,2014,Erythromycin Base/Ethanol,3,2261000,2186989.87,3110911.6999999997,58770
Erythromycin,2015,Erythromycin Base/Ethanol,4,3534100,3431072.7,3784204.161,67559
Erythromycin,2016,Erythromycin Base/Ethanol,4,4791000,4698939.64,4498354.813,78790
Erythromycin,2017,Erythromycin Base/Ethanol,4,4959000,4960172.98,4521172.479,82619
Erythromycin Ethylsuccinate,2013,Erythromycin Ethylsuccinate,1,710000,676052.45,269207.241,6830
Erythromycin Ethylsuccinate,2014,Erythromycin Ethylsuccinate,1,819000,792915.65,191348,4888
Erythromycin Ethylsuccinate,2015,Erythromycin Ethylsuccinate,1,1340000,1302376.34,180179.017,4362
Erythromycin Ethylsuccinate,2016,Erythromycin Ethylsuccinate,3,3171000,3111586.74,706903,6813
Erythromycin Ethylsuccinate,2017,Erythromycin Ethylsuccinate,3,19140000,19136779.77,6016996.6389999995,38139
Erythromycin*,2013,Erythromycin Base,4,15102200,14387112.16,4176239.792,549443
Erythromycin*,2014,Erythromycin Base,5,20604000,19920375.94,4224629.416,589812
Erythromycin*,2015,Erythromycin Base,5,28333000,27526460.94,4548693.544,707707
Erythromycin*,2016,Erythromycin Base,5,26881000,26368460.56,4374797.57,747346
Erythromycin*,2017,Erythromycin Base,5,22345000,22342493.88,3831861.09,711732
Erythromycin-Benzoyl Peroxide,2013,Erythromycin/Benzoyl Peroxide,2,11610000,11060584.24,8032289.918,195053
Erythromycin-Benzoyl Peroxide,2014,Erythromycin/Benzoyl Peroxide,2,11240000,10875659.5,8105369.025,200743
Erythromycin-Benzoyl Peroxide,2015,Erythromycin/Benzoyl Peroxide,3,26230000,25490708.82,9758409.973000001,236320
Erythromycin-Benzoyl Peroxide,2016,Erythromycin/Benzoyl Peroxide,4,46257000,45292156.18,8980753.799,216282
Erythromycin-Benzoyl Peroxide,2017,Erythromycin/Benzoyl Peroxide,4,24125900,24134192.28,5132165.953,126888
Escavite,2013,Pedi Multivit 47/Iron/Fluoride,1,1370000,1309025.77,1858200,60804
Escavite,2014,Pedi Multivit 47/Iron/Fluoride,1,1690000,1633305.75,2078621,68275
Escavite,2015,Pedi Multivit 47/Iron/Fluoride,1,1780000,1730823.78,1529077,50398
Escavite,2016,Pedi Multivit 47/Iron/Fluoride,1,1020000,997274.25,839058,27730
Escavite,2017,Pedi Multivit 47/Iron/Fluoride,1,858000,858106.7,732578,24166
Escitalopram Oxalate,2013,Escitalopram Oxalate,16,39875810,38001061.04,52448858.390999995,1631544
Escitalopram Oxalate,2014,Escitalopram Oxalate,20,34209993,33108791.4,73106053.432,2253650
Escitalopram Oxalate,2015,Escitalopram Oxalate,22,33761060,32779667.55,101682390.743,3124716
Escitalopram Oxalate,2016,Escitalopram Oxalate,24,34208960,33518349.75,124209816.23,3776353
Escitalopram Oxalate,2017,Escitalopram Oxalate,24,38831320,38833221.8,138230065.975,4224097
Estarylla,2013,Norgestimate-Ethinyl Estradiol,1,214000,204150.84,653464,17905
Estarylla,2014,Norgestimate-Ethinyl Estradiol,1,217000,209722.67,573778,16297
Estarylla,2015,Norgestimate-Ethinyl Estradiol,1,407000,394851.65,693717.15,21579
Estarylla,2016,Norgestimate-Ethinyl Estradiol,1,1380000,1348315.34,2823502.924,87990
Estarylla,2017,Norgestimate-Ethinyl Estradiol,1,1580000,1581484.28,3370146.266,105596
Estazolam,2013,Estazolam,2,101200,96373.57,189289,6138
Estazolam,2014,Estazolam,2,99300,96097.34,167852.5,5382
Estazolam,2015,Estazolam,2,100700,97759.98,152607,4932
Estazolam,2016,Estazolam,3,102390,100319.23000000001,155579,4922
Estazolam,2017,Estazolam,3,89840,89860.29,136543,4397
Estrace*,2013,Estradiol,1,6340000,6036163.77,1848264.025,42399
Estrace*,2014,Estradiol,1,9670000,9361218.89,2435046.608,57153
Estrace*,2015,Estradiol,1,15700000,15276275.02,2973444.454,69621
Estrace*,2016,Estradiol,1,20300000,19918503.97,3276749.505,76559
Estrace*,2017,Estradiol,1,22700000,22734711.59,3380275.71,81745
Estradiol Valerate,2013,Estradiol Valerate,1,510000,486180.1,16132.5,3269
Estradiol Valerate,2014,Estradiol Valerate,1,257000,248315.04,8913.63,1755
Estradiol Valerate,2015,Estradiol Valerate,1,671000,651363.68,23376.75,4511
Estradiol Valerate,2016,Estradiol Valerate,1,1110000,1086310.7,38802.1,8101
Estradiol Valerate,2017,Estradiol Valerate,1,1600000,1604718.25,59486.55,12783
Estradiol*,2013,Estradiol,4,5142000,4898546.23,11722780.236,379884
Estradiol*,2014,Estradiol,4,7056000,6824112.25,15797243.296,507826
Estradiol*,2015,Estradiol,5,12277000,11928622.51,22098526.067,669902
Estradiol*,2016,Estradiol,6,15659200,15338821.5,23672396.191,759301
Estradiol*,2017,Estradiol,6,17091000,17091013.01,25491207.769,798489
Estradiol-Norethindrone Acetat,2013,Estradiol/Norethindrone Acet,1,737000,701800.46,252886.972,8509
Estradiol-Norethindrone Acetat,2014,Estradiol/Norethindrone Acet,1,938000,907698.16,277589.001,9328
Estradiol-Norethindrone Acetat,2015,Estradiol/Norethindrone Acet,1,964000,935496.24,283054,9560
Estradiol-Norethindrone Acetat,2016,Estradiol/Norethindrone Acet,1,903000,884718.32,277330,9308
Estradiol-Norethindrone Acetat,2017,Estradiol/Norethindrone Acet,1,959000,959046.31,320673,10788
Estring,2013,Estradiol,1,431000,410163.62,1901,1895
Estring,2014,Estradiol,1,589000,570013.58,2394.003,2399
Estring,2015,Estradiol,1,863000,838130.15,3276,3269
Estring,2016,Estradiol,1,1190000,1170357.65,3810,3801
Estring,2017,Estradiol,1,1390000,1386866.06,3833,3861
Estrogen-Methyltestosterone,2013,"Estrogen,Ester/Me-Testosterone",1,23700,22546.48,20303,651
Estrogen-Methyltestosterone,2014,"Estrogen,Ester/Me-Testosterone",2,157800,152956.55,72627,2371
Estrogen-Methyltestosterone,2015,"Estrogen,Ester/Me-Testosterone",2,224000,217741.05,83079,2674
Estrogen-Methyltestosterone,2016,"Estrogen,Ester/Me-Testosterone",2,218000,213706.28,72750,2321
Estrogen-Methyltestosterone,2017,"Estrogen,Ester/Me-Testosterone",2,131200,131209.34,42767,1390
Estropipate,2013,Estropipate,1,157000,149571.96,376580.47,11198
Estropipate,2014,Estropipate,1,221000,214031.22,390738,11866
Estropipate,2015,Estropipate,1,297000,287992.76,393383.5,11925
Estropipate,2016,Estropipate,1,289000,283388.33,368114.004,11136
Estropipate,2017,Estropipate,1,251000,251168.38,340935.668,10358
Ethambutol HCl,2013,Ethambutol HCl,4,889300,847495.1000000001,716376.59,10700
Ethambutol HCl,2014,Ethambutol HCl,4,966550,935763.51,794625.356,12167
Ethambutol HCl,2015,Ethambutol HCl,4,1106400,1074759.94,1757971.7,14494
Ethambutol HCl,2016,Ethambutol HCl,4,966500,946993.3400000001,2179267.644,14171
Ethambutol HCl,2017,Ethambutol HCl,4,816000,815950.65,915563.6410000001,14045
Ethosuximide,2013,Ethosuximide,4,5302770,5057411.49,12791409.597,57085
Ethosuximide,2014,Ethosuximide,4,6942800,6719794.41,13755932.538999999,63044
Ethosuximide,2015,Ethosuximide,6,8780740,8521720.57,15669261.217,69835
Ethosuximide,2016,Ethosuximide,7,9107000,8929878.64,16930625.347,73717
Ethosuximide,2017,Ethosuximide,7,7729900,7729839.45,17194896.67,71634
Etidronate Disodium,2013,Etidronate Disodium,1,148000,140627.35,31369,471
Etidronate Disodium,2014,Etidronate Disodium,1,118000,114144.72,28673.5,381
Etidronate Disodium,2015,Etidronate Disodium,1,146000,141458.14,31347,398
Etidronate Disodium,2016,Etidronate Disodium,1,161000,157701.35,33416,496
Etidronate Disodium,2017,Etidronate Disodium,1,99300,99278.12,21645,382
Etodolac,2013,Etodolac,4,4391000,4182915.1300000004,8781250.337,167082
Etodolac,2014,Etodolac,4,7569000,7324789.96,8818769.383000001,167529
Etodolac,2015,Etodolac,5,8247000,8005597.100000001,9949046.318,186684
Etodolac,2016,Etodolac,5,7517000,7360098.22,9402610.041000001,176276
Etodolac,2017,Etodolac,5,6516000,6513112.49,8636631.904,164574
Etodolac ER,2013,Etodolac,2,680000,647625.63,624156.517,14110
Etodolac ER,2014,Etodolac,3,876300,847688.76,473187.21,11342
Etodolac ER,2015,Etodolac,3,964000,936863.7,511626.012,12500
Etodolac ER,2016,Etodolac,3,873000,856181.32,449686.667,11374
Etodolac ER,2017,Etodolac,3,621500,621758.32,321301.014,8192
Etopophos,2013,Etoposide Phosphate,1,24000,22880.05,1790.2,458
Etopophos,2014,Etoposide Phosphate,1,20400,19736.39,4266.72,683
Etopophos,2015,Etoposide Phosphate,1,24700,23998.23,8457.54,649
Etopophos,2016,Etoposide Phosphate,1,18800,18424.14,2579.532,480
Etopophos,2017,Etoposide Phosphate,1,88000,87970.84,1818.6,318
Etoposide*,2013,Etoposide,4,1480300,1406471.9100000001,113758.531,10579
Etoposide*,2014,Etoposide,4,1535800,1484935.52,118081.905,11006
Etoposide*,2015,Etoposide,6,1843570,1788368.2100000002,140085.929,12797
Etoposide*,2016,Etoposide,6,1926210,1889130.23,160239.15099999998,14759
Etoposide*,2017,Etoposide,6,2834910,2830982.23,263535.395,17667
Euflexxa,2013,Hyaluronate Sodium,1,691000,658556.7,7001,2900
Euflexxa,2014,Hyaluronate Sodium,1,486000,470431.7,4958,1924
Euflexxa,2015,Hyaluronate Sodium,1,341000,331399.44,4073,1655
Euflexxa,2016,Hyaluronate Sodium,1,289000,283624.17,3294,1384
Euflexxa,2017,Hyaluronate Sodium,1,204000,204382.13,1905,873
Eurax,2013,Crotamiton,1,420000,400306.6,304719.654,3235
Eurax,2014,Crotamiton,1,1470000,1423357.38,607439.8,8367
Eurax,2015,Crotamiton,1,4720000,4581865.58,838541.423,12101
Eurax,2016,Crotamiton,1,1810000,1774500.79,270872.5,2880
Eurax,2017,Crotamiton,1,774000,773632.8,113642,1120
Evista,2013,Raloxifene HCl,1,16100000,15314400.56,2618476.05,86109
Evista,2014,Raloxifene HCl,1,5870000,5678907.01,864797.56,28343
Evista,2015,Raloxifene HCl,1,578000,561320.18,89047.03,2903
Evista,2016,Raloxifene HCl,1,255000,249746.61,41571,1394
Evista,2017,Raloxifene HCl,1,111000,111334.35,17378,598
Evoxac,2013,Cevimeline HCl,1,434000,413533.21,123048,1509
Evoxac,2014,Cevimeline HCl,1,233000,225830.65,55007,628
Evoxac,2015,Cevimeline HCl,1,160000,155524.51,34036,382
Evoxac,2016,Cevimeline HCl,1,134000,131197.64,24255,252
Evoxac,2017,Cevimeline HCl,1,92900,92867.31,15559,168
Exalgo,2013,Hydromorphone HCl,1,10900000,10402341.63,470417.001,10956
Exalgo,2014,Hydromorphone HCl,1,7900000,7649430.52,289116.029,7201
Exalgo,2015,Hydromorphone HCl,1,1690000,1639518.76,58537,1481
Exalgo,2016,Hydromorphone HCl,1,848000,831103.25,31071,816
Exalgo,2017,Hydromorphone HCl,1,327000,327208.73,13915,388
Exelon,2013,Rivastigmine,1,10200000,9732678.12,963253.71,33620
Exelon,2014,Rivastigmine,1,11700000,11362476.97,1005777.199,34940
Exelon,2015,Rivastigmine,1,11200000,10826184.82,766534.801,26603
Exelon,2016,Rivastigmine,1,4520000,4430170.41,261781.2,9137
Exelon,2017,Rivastigmine,1,3410000,3406652.6,176507,6265
Exemestane,2013,Exemestane,2,6560000,6252871.08,875246,27533
Exemestane,2014,Exemestane,3,10277000,9954052.14,975689.0009999999,31633
Exemestane,2015,Exemestane,3,12430000,12073031.35,1177418.03,37776
Exemestane,2016,Exemestane,3,11250000,11029974.29,1276519,40236
Exemestane,2017,Exemestane,3,8900000,8906851.559999999,1281854.355,41149
Exforge,2013,Amlodipine Besylate/Valsartan,1,9910000,9435259.62,1841562.076,58545
Exforge,2014,Amlodipine Besylate/Valsartan,1,8900000,8616396.49,1424528,45479
Exforge,2015,Amlodipine Besylate/Valsartan,1,4380000,4247752.71,590237,19014
Exforge,2016,Amlodipine Besylate/Valsartan,1,2510000,2462020.53,304378,9147
Exforge,2017,Amlodipine Besylate/Valsartan,1,1300000,1299422.17,141350,3803
Exforge HCT,2013,Amlodipine/Valsartan/HCThiazid,1,3160000,3010529.92,500633.055,16304
Exforge HCT,2014,Amlodipine/Valsartan/HCThiazid,1,3180000,3076523.38,436074,14127
Exforge HCT,2015,Amlodipine/Valsartan/HCThiazid,1,1820000,1767194.7,230517,7455
Exforge HCT,2016,Amlodipine/Valsartan/HCThiazid,1,2050000,2004316.8,247088,7564
Exforge HCT,2017,Amlodipine/Valsartan/HCThiazid,1,1340000,1335967.61,138712,4090
Exjade,2013,Deferasirox,1,116000000,110635402.7,1678114.97,21997
Exjade,2014,Deferasirox,1,135000000,130583648.4,1739076,23450
Exjade,2015,Deferasirox,1,109000000,106158660.8,1225372.15,16751
Exjade,2016,Deferasirox,1,48600000,47622717.1,518851,7540
Exjade,2017,Deferasirox,1,39200000,39214123.95,380969,5599
Extavia,2013,Interferon Beta-1b,1,3430000,3262234.54,12598,854
Extavia,2014,Interferon Beta-1b,1,3310000,3204703.77,11353.045,814
Extavia,2015,Interferon Beta-1b,1,5440000,5277188.29,20094,1373
Extavia,2016,Interferon Beta-1b,1,5670000,5558957.79,19736.5,1373
Extavia,2017,Interferon Beta-1b,1,4890000,4886290.97,16962,1192
Eylea,2013,Aflibercept,1,11900000,11329044.2,394.381,7500
Eylea,2014,Aflibercept,1,19500000,18866688.26,1032.001,12957
Eylea,2015,Aflibercept,1,59200000,57442354.05,1874.741,34997
Eylea,2016,Aflibercept,1,118000000,115662947.9,3792.033,62643
Eylea,2017,Aflibercept,1,155000000,155473882.3,4598.468,81650
Fabb,2013,Cyanocobalamin/Folic Ac/Vit B6,1,37600,35813.96,78426,2094
Fabb,2014,Cyanocobalamin/Folic Ac/Vit B6,1,36400,35251.8,76145,2230
Fabb,2015,Cyanocobalamin/Folic Ac/Vit B6,1,49000,47573.8,106782,3148
Fabb,2016,Cyanocobalamin/Folic Ac/Vit B6,1,51600,50591.35,120658,3583
Fabb,2017,Cyanocobalamin/Folic Ac/Vit B6,1,23600,23610.28,54390,1720
Falmina,2013,Levonorgestrel-Ethin Estradiol,1,536000,510364.61,633047.174,17797
Falmina,2014,Levonorgestrel-Ethin Estradiol,1,886000,857434.51,1171013.111,32167
Falmina,2015,Levonorgestrel-Ethin Estradiol,1,2420000,2353606.37,3560198.55,100087
Falmina,2016,Levonorgestrel-Ethin Estradiol,1,2790000,2735019.26,4447748.69,125578
Falmina,2017,Levonorgestrel-Ethin Estradiol,1,2360000,2360874.65,4251657.1,115806
Famciclovir,2013,Famciclovir,6,1955000,1862383.23,601180.516,20792
Famciclovir,2014,Famciclovir,6,1670300,1616563.41,656058.0009999999,22622
Famciclovir,2015,Famciclovir,8,1584160,1537370.97,795572,27194
Famciclovir,2016,Famciclovir,8,1393480,1365812.51,830827.5,28816
Famciclovir,2017,Famciclovir,8,987580,987769.89,745379,25730
Famotidine*,2013,Famotidine,11,16916600,16110952.58,43228780.448,953586
Famotidine*,2014,Famotidine,12,15910170,15394828.59,53663070.607,1194524
Famotidine*,2015,Famotidine,13,18543433,18008783.09,76900195.17,1678996
Famotidine*,2016,Famotidine,15,19981780,19567831.39,87961529.963,1946356
Famotidine*,2017,Famotidine,15,21515463,21524591.13,97927709.66499999,2200923
Fanapt,2013,Iloperidone,2,39172000,37309233.61,3147870.72,61528
Fanapt,2014,Iloperidone,2,44514500,43120204.92,3346110.021,65511
Fanapt,2015,Iloperidone,2,52765000,51185330.9,2857658.01,55839
Fanapt,2016,Iloperidone,2,48400000,47477248.830000006,2240463.5,44224
Fanapt,2017,Iloperidone,2,37600000,37580317.45,1777687.5,35607
Fareston,2013,Toremifene Citrate,1,406000,386939.91,13816,436
Fareston,2014,Toremifene Citrate,1,685000,663460.32,20183,624
Fareston,2015,Toremifene Citrate,1,807000,783488.92,21852,666
Fareston,2016,Toremifene Citrate,1,1200000,1174103.96,29757,907
Fareston,2017,Toremifene Citrate,1,1140000,1142606.02,27821,877
Faslodex,2013,Fulvestrant,1,14400000,13751197.23,96544.61,9425
Faslodex,2014,Fulvestrant,1,15700000,15213899.71,110891.691,9949
Faslodex,2015,Fulvestrant,1,19800000,19260619.12,157010.545,12605
Faslodex,2016,Fulvestrant,1,26000000,25468916.86,164293.07,15444
Faslodex,2017,Fulvestrant,1,29800000,29772567.14,169613.785,17060
Fazaclo,2013,Clozapine,1,18400000,17511569.06,1991899.095,41022
Fazaclo,2014,Clozapine,1,25300000,24447969.89,1993528,44619
Fazaclo,2015,Clozapine,1,29500000,28638496.88,1956156,44420
Fazaclo,2016,Clozapine,1,19300000,18932195.28,1132856,23709
Fazaclo,2017,Clozapine,1,8280000,8276641.89,499471,9070
Fe C,2013,"Iron,Carbonyl/Ascorbic Acid",1,68800,65564.27,171366,4619
Fe C,2014,"Iron,Carbonyl/Ascorbic Acid",1,13300,12839.06,37869,926
Fe C,2015,"Iron,Carbonyl/Ascorbic Acid",1,11800,11461.85,39289,979
