Brand Name,Program,numyrs,firstyear,Year,Generic Name,Nom Total Spend,Inf Total Spend,Total Claims,Total Beneficiaries,Yearnum,complete
Fluorometholone,Medicaid,5,2013,2016,Fluorometholone,5536957.49,5650000,77968,NA,2016,Complete
Fluorometholone,Medicaid,5,2013,2017,Fluorometholone,6376244.71,6380000,88518,NA,2017,Complete
Fluorouracil*,Medicaid,5,2013,2013,Fluorouracil,3516565.87,3688700,71361,NA,2013,Complete
Fluorouracil*,Medicaid,5,2013,2014,Fluorouracil,4991690.87,5156700,80400,NA,2014,Complete
Fluorouracil*,Medicaid,5,2013,2015,Fluorouracil,13288912.64,13688780,102476,NA,2015,Complete
Fluorouracil*,Medicaid,5,2013,2016,Fluorouracil,16606015.879999999,16952600,108912,NA,2016,Complete
Fluorouracil*,Medicaid,5,2013,2017,Fluorouracil,14140370.52,14137000,115511,NA,2017,Complete
Fluoxetine Dr,Medicaid,5,2013,2013,Fluoxetine HCl,766784.32,805000,5631,NA,2013,Complete
Fluoxetine Dr,Medicaid,5,2013,2014,Fluoxetine HCl,790554.8,817000,5673,NA,2014,Complete
Fluoxetine Dr,Medicaid,5,2013,2015,Fluoxetine HCl,895872.5,923000,6303,NA,2015,Complete
Fluoxetine Dr,Medicaid,5,2013,2016,Fluoxetine HCl,882274.36,900000,6272,NA,2016,Complete
Fluoxetine Dr,Medicaid,5,2013,2017,Fluoxetine HCl,899793.69,900000,6593,NA,2017,Complete
Fluoxetine HCl,Medicaid,5,2013,2013,Fluoxetine HCl,29220079.43,30716490,3367797,NA,2013,Complete
Fluoxetine HCl,Medicaid,5,2013,2014,Fluoxetine HCl,36064029.28,37274470,4052566,NA,2014,Complete
Fluoxetine HCl,Medicaid,5,2013,2015,Fluoxetine HCl,52462085.97,53968300,5035353,NA,2015,Complete
Fluoxetine HCl,Medicaid,5,2013,2016,Fluoxetine HCl,62867095.22,64171500,5476799,NA,2016,Complete
Fluoxetine HCl,Medicaid,5,2013,2017,Fluoxetine HCl,67677455.98,67647400,5795445,NA,2017,Complete
Fluphenazine Decanoate,Medicaid,5,2013,2013,Fluphenazine Decanoate,4248981.67,4460000,55885,NA,2013,Complete
Fluphenazine Decanoate,Medicaid,5,2013,2014,Fluphenazine Decanoate,5212736.05,5390000,54781,NA,2014,Complete
Fluphenazine Decanoate,Medicaid,5,2013,2015,Fluphenazine Decanoate,6524554.65,6720000,59794,NA,2015,Complete
Fluphenazine Decanoate,Medicaid,5,2013,2016,Fluphenazine Decanoate,6547625.529999999,6680000,57145,NA,2016,Complete
Fluphenazine Decanoate,Medicaid,5,2013,2017,Fluphenazine Decanoate,4414590.61,4410000,40882,NA,2017,Complete
Fluphenazine HCl*,Medicaid,5,2013,2013,Fluphenazine HCl,2894702.92,3043800,151927,NA,2013,Complete
Fluphenazine HCl*,Medicaid,5,2013,2014,Fluphenazine HCl,2944798.93,3046200,152707,NA,2014,Complete
Fluphenazine HCl*,Medicaid,5,2013,2015,Fluphenazine HCl,2723908.73,2804700,152970,NA,2015,Complete
Fluphenazine HCl*,Medicaid,5,2013,2016,Fluphenazine HCl,11120080.46,11343900,139917,NA,2016,Complete
Fluphenazine HCl*,Medicaid,5,2013,2017,Fluphenazine HCl,24953321.17,24907500,134237,NA,2017,Complete
Flurazepam HCl,Medicaid,5,2013,2013,Flurazepam HCl,207559.32,218000,28021,NA,2013,Complete
Flurazepam HCl,Medicaid,5,2013,2014,Flurazepam HCl,196656.2,203000,21806,NA,2014,Complete
Flurazepam HCl,Medicaid,5,2013,2015,Flurazepam HCl,328694.24,339000,21685,NA,2015,Complete
Flurazepam HCl,Medicaid,5,2013,2016,Flurazepam HCl,364172.26,372000,19928,NA,2016,Complete
Flurazepam HCl,Medicaid,5,2013,2017,Flurazepam HCl,265261.46,265000,14034,NA,2017,Complete
Flurbiprofen,Medicaid,5,2013,2013,Flurbiprofen,140641.37,147600,9183,NA,2013,Complete
Flurbiprofen,Medicaid,5,2013,2014,Flurbiprofen,263854.72,273000,10042,NA,2014,Complete
Flurbiprofen,Medicaid,5,2013,2015,Flurbiprofen,267811.6,275400,11409,NA,2015,Complete
Flurbiprofen,Medicaid,5,2013,2016,Flurbiprofen,197192.58000000002,200900,9155,NA,2016,Complete
Flurbiprofen,Medicaid,5,2013,2017,Flurbiprofen,178729.28999999998,178300,7872,NA,2017,Complete
Flurbiprofen Sodium,Medicaid,5,2013,2013,Flurbiprofen Sodium,64722.479999999996,67930,5045,NA,2013,Complete
Flurbiprofen Sodium,Medicaid,5,2013,2014,Flurbiprofen Sodium,56946.270000000004,58850,5389,NA,2014,Complete
Flurbiprofen Sodium,Medicaid,5,2013,2015,Flurbiprofen Sodium,89984.63,92700,7944,NA,2015,Complete
Flurbiprofen Sodium,Medicaid,5,2013,2016,Flurbiprofen Sodium,71748.01,73230,7177,NA,2016,Complete
Flurbiprofen Sodium,Medicaid,5,2013,2017,Flurbiprofen Sodium,43620.82,43600,5191,NA,2017,Complete
Flutamide,Medicaid,5,2013,2013,Flutamide,112305.72,117900,916,NA,2013,Complete
Flutamide,Medicaid,5,2013,2014,Flutamide,84543.01,87300,772,NA,2014,Complete
Flutamide,Medicaid,5,2013,2015,Flutamide,78532.27,80900,804,NA,2015,Complete
Flutamide,Medicaid,5,2013,2016,Flutamide,70332.86,71800,784,NA,2016,Complete
Flutamide,Medicaid,5,2013,2017,Flutamide,35116.43,35170,482,NA,2017,Complete
Fluticasone Propionate*,Medicaid,5,2013,2013,Fluticasone Propionate,130563844.6,137063000,5548114,NA,2013,Complete
Fluticasone Propionate*,Medicaid,5,2013,2014,Fluticasone Propionate,112925160.28,116776900,6659667,NA,2014,Complete
Fluticasone Propionate*,Medicaid,5,2013,2015,Fluticasone Propionate,107172724.93,110393000,8350407,NA,2015,Complete
Fluticasone Propionate*,Medicaid,5,2013,2016,Fluticasone Propionate,100589646.32,102677800,8954498,NA,2016,Complete
Fluticasone Propionate*,Medicaid,5,2013,2017,Fluticasone Propionate,116065758.84,116068800,9508353,NA,2017,Complete
Fluvastatin Sodium,Medicaid,5,2013,2013,Fluvastatin Sodium,243616.13,255900,2367,NA,2013,Complete
Fluvastatin Sodium,Medicaid,5,2013,2014,Fluvastatin Sodium,257825.77,266200,2271,NA,2014,Complete
Fluvastatin Sodium,Medicaid,5,2013,2015,Fluvastatin Sodium,309603.43,318500,2678,NA,2015,Complete
Fluvastatin Sodium,Medicaid,5,2013,2016,Fluvastatin Sodium,319754.83999999997,326300,2663,NA,2016,Complete
Fluvastatin Sodium,Medicaid,5,2013,2017,Fluvastatin Sodium,284329.97,284300,2447,NA,2017,Complete
Fluvoxamine Maleate,Medicaid,5,2013,2013,Fluvoxamine Maleate,4307100.2,4525700,157410,NA,2013,Complete
Fluvoxamine Maleate,Medicaid,5,2013,2014,Fluvoxamine Maleate,4258361.100000001,4400400,170174,NA,2014,Complete
Fluvoxamine Maleate,Medicaid,5,2013,2015,Fluvoxamine Maleate,4295293.51,4426460,194458,NA,2015,Complete
Fluvoxamine Maleate,Medicaid,5,2013,2016,Fluvoxamine Maleate,3824968.47,3901250,207253,NA,2016,Complete
Fluvoxamine Maleate,Medicaid,5,2013,2017,Fluvoxamine Maleate,4147589.0900000003,4151370,221418,NA,2017,Complete
Fluvoxamine Maleate ER,Medicaid,5,2013,2013,Fluvoxamine Maleate,2312624.71,2430000,6601,NA,2013,Complete
Fluvoxamine Maleate ER,Medicaid,5,2013,2014,Fluvoxamine Maleate,4660320.47,4819000,13424,NA,2014,Complete
Fluvoxamine Maleate ER,Medicaid,5,2013,2015,Fluvoxamine Maleate,5762021.02,5940000,16741,NA,2015,Complete
Fluvoxamine Maleate ER,Medicaid,5,2013,2016,Fluvoxamine Maleate,6073335.6,6200000,18180,NA,2016,Complete
Fluvoxamine Maleate ER,Medicaid,5,2013,2017,Fluvoxamine Maleate,6169396.380000001,6170000,19362,NA,2017,Complete
Fml,Medicaid,5,2013,2013,Fluorometholone,8215.92,8630,202,NA,2013,Complete
Fml,Medicaid,5,2013,2014,Fluorometholone,72268.25,74700,635,NA,2014,Complete
Fml,Medicaid,5,2013,2015,Fluorometholone,69151.42,71200,545,NA,2015,Complete
Fml,Medicaid,5,2013,2016,Fluorometholone,74252.17,75800,525,NA,2016,Complete
Fml,Medicaid,5,2013,2017,Fluorometholone,55504.66,55500,360,NA,2017,Complete
Fml Forte,Medicaid,5,2013,2013,Fluorometholone,147330,155000,3406,NA,2013,Complete
Fml Forte,Medicaid,5,2013,2014,Fluorometholone,425418.71,440000,3797,NA,2014,Complete
Fml Forte,Medicaid,5,2013,2015,Fluorometholone,582711.94,600000,4414,NA,2015,Complete
Fml Forte,Medicaid,5,2013,2016,Fluorometholone,576163.29,588000,3951,NA,2016,Complete
Fml Forte,Medicaid,5,2013,2017,Fluorometholone,769967.65,770000,4909,NA,2017,Complete
Fml S.O.P.,Medicaid,5,2013,2013,Fluorometholone,110763.82,116000,2082,NA,2013,Complete
Fml S.O.P.,Medicaid,5,2013,2014,Fluorometholone,198165.41,205000,2109,NA,2014,Complete
Fml S.O.P.,Medicaid,5,2013,2015,Fluorometholone,320928.37,331000,2983,NA,2015,Complete
Fml S.O.P.,Medicaid,5,2013,2016,Fluorometholone,326843.62,334000,2650,NA,2016,Complete
Fml S.O.P.,Medicaid,5,2013,2017,Fluorometholone,414486.19,414000,3080,NA,2017,Complete
Focalin,Medicaid,5,2013,2013,Dexmethylphenidate HCl,3484754.74,3660000,64274,NA,2013,Complete
Focalin,Medicaid,5,2013,2014,Dexmethylphenidate HCl,5283261.38,5460000,102687,NA,2014,Complete
Focalin,Medicaid,5,2013,2015,Dexmethylphenidate HCl,6743676.85,6950000,136398,NA,2015,Complete
Focalin,Medicaid,5,2013,2016,Dexmethylphenidate HCl,6144136.34,6270000,124779,NA,2016,Complete
Focalin,Medicaid,5,2013,2017,Dexmethylphenidate HCl,6373467.97,6370000,126428,NA,2017,Complete
Focalin XR,Medicaid,5,2013,2013,Dexmethylphenidate HCl,308099292.1,323000000,1453506,NA,2013,Complete
Focalin XR,Medicaid,5,2013,2014,Dexmethylphenidate HCl,290454522,300000000,1231812,NA,2014,Complete
Focalin XR,Medicaid,5,2013,2015,Dexmethylphenidate HCl,295763484.9,305000000,1065282,NA,2015,Complete
Focalin XR,Medicaid,5,2013,2016,Dexmethylphenidate HCl,311019263.6,317000000,966734,NA,2016,Complete
Focalin XR,Medicaid,5,2013,2017,Dexmethylphenidate HCl,306572707.8,307000000,865918,NA,2017,Complete
Folbee,Medicaid,5,2013,2013,Cyanocobalamin/Folic Ac/Vit B6,206449.95,217000,9453,NA,2013,Complete
Folbee,Medicaid,5,2013,2014,Cyanocobalamin/Folic Ac/Vit B6,128640.45,133000,6126,NA,2014,Complete
Folbee,Medicaid,5,2013,2015,Cyanocobalamin/Folic Ac/Vit B6,32947.04,33900,1672,NA,2015,Complete
Folbee,Medicaid,5,2013,2016,Cyanocobalamin/Folic Ac/Vit B6,3157,3220,173,NA,2016,Complete
Folbee,Medicaid,5,2013,2017,Cyanocobalamin/Folic Ac/Vit B6,3076.65,3080,202,NA,2017,Complete
Folbee Plus,Medicaid,5,2013,2013,Folic Acid/Vit B Complex And C,125260.44,132000,7207,NA,2013,Complete
Folbee Plus,Medicaid,5,2013,2014,Folic Acid/Vit B Complex And C,60486.08,62500,3661,NA,2014,Complete
Folbee Plus,Medicaid,5,2013,2015,Folic Acid/Vit B Complex And C,13959.52,14400,1012,NA,2015,Complete
Folbee Plus,Medicaid,5,2013,2016,Folic Acid/Vit B Complex And C,1763.81,1800,115,NA,2016,Complete
Folbee Plus,Medicaid,5,2013,2017,Folic Acid/Vit B Complex And C,1585.98,1590,135,NA,2017,Complete
Folbic,Medicaid,5,2013,2013,Cyanocobalamin/Folic Ac/Vit B6,912966.67,959000,33484,NA,2013,Complete
Folbic,Medicaid,5,2013,2014,Cyanocobalamin/Folic Ac/Vit B6,517418.6,535000,19016,NA,2014,Complete
Folbic,Medicaid,5,2013,2015,Cyanocobalamin/Folic Ac/Vit B6,184609.11,190000,6417,NA,2015,Complete
Folbic,Medicaid,5,2013,2016,Cyanocobalamin/Folic Ac/Vit B6,2999.88,3060,140,NA,2016,Complete
Folbic,Medicaid,5,2013,2017,Cyanocobalamin/Folic Ac/Vit B6,3112.32,3110,138,NA,2017,Complete
Folgard Rx,Medicaid,5,2013,2013,Cyanocobalamin/Folic Ac/Vit B6,15530.74,16300,865,NA,2013,Complete
Folgard Rx,Medicaid,5,2013,2014,Cyanocobalamin/Folic Ac/Vit B6,11433.01,11800,634,NA,2014,Complete
Folgard Rx,Medicaid,5,2013,2015,Cyanocobalamin/Folic Ac/Vit B6,4599.72,4740,261,NA,2015,Complete
Folgard Rx,Medicaid,5,2013,2016,Cyanocobalamin/Folic Ac/Vit B6,2310.98,2360,110,NA,2016,Complete
Folgard Rx,Medicaid,5,2013,2017,Cyanocobalamin/Folic Ac/Vit B6,1369.24,1370,69,NA,2017,Complete
Folic Acid*,Medicaid,5,2013,2013,Folic Acid,12745441.92,13384149,2733513,NA,2013,Complete
Folic Acid*,Medicaid,5,2013,2014,Folic Acid,12054558.89,12458090,2718643,NA,2014,Complete
Folic Acid*,Medicaid,5,2013,2015,Folic Acid,12100567.82,12458990,3058561,NA,2015,Complete
Folic Acid*,Medicaid,5,2013,2016,Folic Acid,11837632.62,12080112,3249762,NA,2016,Complete
Folic Acid*,Medicaid,5,2013,2017,Folic Acid,14257333.83,14262439,3470223,NA,2017,Complete
Folic Acid-Vit B6-Vit B12,Medicaid,5,2013,2013,Cyanocobalamin/Folic Ac/Vit B6,10656.41,11200,811,NA,2013,Complete
Folic Acid-Vit B6-Vit B12,Medicaid,5,2013,2014,Cyanocobalamin/Folic Ac/Vit B6,7167.68,7410,575,NA,2014,Complete
Folic Acid-Vit B6-Vit B12,Medicaid,5,2013,2015,Cyanocobalamin/Folic Ac/Vit B6,1149.87,1180,85,NA,2015,Complete
Folic Acid-Vit B6-Vit B12,Medicaid,5,2013,2016,Cyanocobalamin/Folic Ac/Vit B6,864.74,882,56,NA,2016,Complete
Folic Acid-Vit B6-Vit B12,Medicaid,5,2013,2017,Cyanocobalamin/Folic Ac/Vit B6,718.6,719,64,NA,2017,Complete
Folitab 500,Medicaid,5,2013,2013,Ferrous Sulfate/Vit C/Folic Ac,1283.47,1350,73,NA,2013,Complete
Folitab 500,Medicaid,5,2013,2014,Ferrous Sulfate/Vit C/Folic Ac,914.49,945,53,NA,2014,Complete
Folitab 500,Medicaid,5,2013,2015,Ferrous Sulfate/Vit C/Folic Ac,1834.66,1890,102,NA,2015,Complete
Folitab 500,Medicaid,5,2013,2016,Ferrous Sulfate/Vit C/Folic Ac,1925.98,1970,110,NA,2016,Complete
Folitab 500,Medicaid,5,2013,2017,Ferrous Sulfate/Vit C/Folic Ac,2170.61,2170,114,NA,2017,Complete
Folivane-F,Medicaid,5,2013,2013,"Iron Fum,Ps/Folic Acid/Vitc/B3",119376.62,125000,7734,NA,2013,Complete
Folivane-F,Medicaid,5,2013,2014,"Iron Fum,Ps/Folic Acid/Vitc/B3",81608.53,84300,5167,NA,2014,Complete
Folivane-F,Medicaid,5,2013,2015,"Iron Fum,Ps/Folic Acid/Vitc/B3",40327.89,41500,2380,NA,2015,Complete
Folivane-F,Medicaid,5,2013,2016,"Iron Fum,Ps/Folic Acid/Vitc/B3",28403.97,29000,1576,NA,2016,Complete
Folivane-F,Medicaid,5,2013,2017,"Iron Fum,Ps/Folic Acid/Vitc/B3",30514.31,30500,1975,NA,2017,Complete
Folivane-Ob,Medicaid,5,2013,2013,"PNV 15/Iron Fum,Ps/Folic Acid",106732.07,112000,6410,NA,2013,Complete
Folivane-Ob,Medicaid,5,2013,2014,"PNV 15/Iron Fum,Ps/Folic Acid",148153.01,153000,7393,NA,2014,Complete
Folivane-Ob,Medicaid,5,2013,2015,"PNV 15/Iron Fum,Ps/Folic Acid",165602.65,171000,6543,NA,2015,Complete
Folivane-Ob,Medicaid,5,2013,2016,"PNV 15/Iron Fum,Ps/Folic Acid",137264.13,140000,5340,NA,2016,Complete
Folivane-Ob,Medicaid,5,2013,2017,"PNV 15/Iron Fum,Ps/Folic Acid",114871.21,115000,3522,NA,2017,Complete
Folivane-Plus,Medicaid,5,2013,2013,"Iron Fum,Ps/Folic/Bcomp,C No.9",55356.46,58100,2699,NA,2013,Complete
Folivane-Plus,Medicaid,5,2013,2014,"Iron Fum,Ps/Folic/Bcomp,C No.9",43968.53,45400,2278,NA,2014,Complete
Folivane-Plus,Medicaid,5,2013,2015,"Iron Fum,Ps/Folic/Bcomp,C No.9",3264.6,3360,178,NA,2015,Complete
Folivane-Plus,Medicaid,5,2013,2016,"Iron Fum,Ps/Folic/Bcomp,C No.9",1953.48,1990,118,NA,2016,Complete
Folivane-Plus,Medicaid,5,2013,2017,"Iron Fum,Ps/Folic/Bcomp,C No.9",1598.84,1600,78,NA,2017,Complete
Folotyn,Medicaid,5,2013,2013,Pralatrexate,1421914.4,1490000,214,NA,2013,Complete
Folotyn,Medicaid,5,2013,2014,Pralatrexate,1525231.58,1580000,195,NA,2014,Complete
Folotyn,Medicaid,5,2013,2015,Pralatrexate,1651031.4,1700000,212,NA,2015,Complete
Folotyn,Medicaid,5,2013,2016,Pralatrexate,2382798.38,2430000,273,NA,2016,Complete
Folotyn,Medicaid,5,2013,2017,Pralatrexate,1811854.98,1810000,181,NA,2017,Complete
Foltanx,Medicaid,5,2013,2013,Mecobal/Levomefolat Ca/B6 Phos,216025.99,227000,4954,NA,2013,Complete
Foltanx,Medicaid,5,2013,2014,Mecobal/Levomefolat Ca/B6 Phos,315945.81,326000,6352,NA,2014,Complete
Foltanx,Medicaid,5,2013,2015,Mecobal/Levomefolat Ca/B6 Phos,204781.2,211000,3495,NA,2015,Complete
Foltanx,Medicaid,5,2013,2016,Mecobal/Levomefolat Ca/B6 Phos,18401.94,18800,366,NA,2016,Complete
Foltanx,Medicaid,5,2013,2017,Mecobal/Levomefolat Ca/B6 Phos,8787.51,8790,185,NA,2017,Complete
Foltanx Rf,Medicaid,5,2013,2013,Levomefolate/B6/B12/Algal Oil,4525.72,4750,54,NA,2013,Complete
Foltanx Rf,Medicaid,5,2013,2014,Levomefolate/B6/B12/Algal Oil,25799.31,26700,291,NA,2014,Complete
Foltanx Rf,Medicaid,5,2013,2015,Levomefolate/B6/B12/Algal Oil,25042.25,25800,297,NA,2015,Complete
Foltanx Rf,Medicaid,5,2013,2016,Levomefolate/B6/B12/Algal Oil,8656.8,8830,98,NA,2016,Complete
Foltanx Rf,Medicaid,5,2013,2017,Levomefolate/B6/B12/Algal Oil,11965.4,12000,153,NA,2017,Complete
Foltrate,Medicaid,5,2013,2013,Cyanocobalamin/Folic Acid,9189.95,9650,361,NA,2013,Complete
Foltrate,Medicaid,5,2013,2014,Cyanocobalamin/Folic Acid,10087.21,10400,461,NA,2014,Complete
Foltrate,Medicaid,5,2013,2015,Cyanocobalamin/Folic Acid,10736.51,11100,510,NA,2015,Complete
Foltrate,Medicaid,5,2013,2016,Cyanocobalamin/Folic Acid,14329.47,14600,620,NA,2016,Complete
Foltrate,Medicaid,5,2013,2017,Cyanocobalamin/Folic Acid,16301.06,16300,691,NA,2017,Complete
Fondaparinux Sodium,Medicaid,5,2013,2013,Fondaparinux Sodium,7002565.34,7350000,4836,NA,2013,Complete
Fondaparinux Sodium,Medicaid,5,2013,2014,Fondaparinux Sodium,7105505.3,7340000,5218,NA,2014,Complete
Fondaparinux Sodium,Medicaid,5,2013,2015,Fondaparinux Sodium,10645866.84,10970000,7823,NA,2015,Complete
Fondaparinux Sodium,Medicaid,5,2013,2016,Fondaparinux Sodium,12258965.36,12510000,9246,NA,2016,Complete
Fondaparinux Sodium,Medicaid,5,2013,2017,Fondaparinux Sodium,10833583.87,10830000,8055,NA,2017,Complete
Foradil,Medicaid,5,2013,2013,Formoterol Fumarate,3706919.82,3890000,19157,NA,2013,Complete
Foradil,Medicaid,5,2013,2014,Formoterol Fumarate,4386855.38,4530000,20411,NA,2014,Complete
Foradil,Medicaid,5,2013,2015,Formoterol Fumarate,4827770.67,4970000,20194,NA,2015,Complete
Foradil,Medicaid,5,2013,2016,Formoterol Fumarate,2144652.31,2190000,8603,NA,2016,Complete
Foradil,Medicaid,5,2013,2017,Formoterol Fumarate,18118.96,18100,83,NA,2017,Complete
Forfivo XL,Medicaid,5,2013,2013,Bupropion HCl,55893.09,58700,377,NA,2013,Complete
Forfivo XL,Medicaid,5,2013,2014,Bupropion HCl,289320.42,299000,1370,NA,2014,Complete
Forfivo XL,Medicaid,5,2013,2015,Bupropion HCl,1115067.68,1150000,3771,NA,2015,Complete
Forfivo XL,Medicaid,5,2013,2016,Bupropion HCl,2288167.41,2340000,6376,NA,2016,Complete
Forfivo XL,Medicaid,5,2013,2017,Bupropion HCl,2299035.16,2300000,5808,NA,2017,Complete
Formaldehyde,Medicaid,5,2013,2013,Formaldehyde,17686.1,18600,485,NA,2013,Complete
Formaldehyde,Medicaid,5,2013,2014,Formaldehyde,15639.56,16200,436,NA,2014,Complete
Formaldehyde,Medicaid,5,2013,2015,Formaldehyde,15581.39,16000,451,NA,2015,Complete
Formaldehyde,Medicaid,5,2013,2016,Formaldehyde,11506.33,11700,330,NA,2016,Complete
Formaldehyde,Medicaid,5,2013,2017,Formaldehyde,12148.87,12100,333,NA,2017,Complete
Fortamet,Medicaid,5,2013,2013,Metformin HCl,580198.64,609000,896,NA,2013,Complete
Fortamet,Medicaid,5,2013,2014,Metformin HCl,582100.67,601000,415,NA,2014,Complete
Fortamet,Medicaid,5,2013,2015,Metformin HCl,580932,598000,363,NA,2015,Complete
Fortamet,Medicaid,5,2013,2016,Metformin HCl,608885.32,621000,345,NA,2016,Complete
Fortamet,Medicaid,5,2013,2017,Metformin HCl,1364077.49,1360000,604,NA,2017,Complete
Forteo,Medicaid,5,2013,2013,Teriparatide,13744205.38,14400000,10566,NA,2013,Complete
Forteo,Medicaid,5,2013,2014,Teriparatide,16485764.27,17000000,10846,NA,2014,Complete
Forteo,Medicaid,5,2013,2015,Teriparatide,23223858.91,23900000,11989,NA,2015,Complete
Forteo,Medicaid,5,2013,2016,Teriparatide,35416484.76,36100000,13949,NA,2016,Complete
Forteo,Medicaid,5,2013,2017,Teriparatide,41953651.74,42000000,14475,NA,2017,Complete
Fortesta,Medicaid,5,2013,2013,Testosterone,1543185.1,1620000,4135,NA,2013,Complete
Fortesta,Medicaid,5,2013,2014,Testosterone,1385720.79,1430000,3465,NA,2014,Complete
Fortesta,Medicaid,5,2013,2015,Testosterone,264006.69,272000,617,NA,2015,Complete
Fortesta,Medicaid,5,2013,2016,Testosterone,128862.52,132000,266,NA,2016,Complete
Fortesta,Medicaid,5,2013,2017,Testosterone,82942.47,82900,181,NA,2017,Complete
Fortical,Medicaid,5,2013,2013,"Calcitonin,Salmon,Synthetic",368390.35,387000,5284,NA,2013,Complete
Fortical,Medicaid,5,2013,2014,"Calcitonin,Salmon,Synthetic",308525.27,319000,4177,NA,2014,Complete
Fortical,Medicaid,5,2013,2015,"Calcitonin,Salmon,Synthetic",285773.28,294000,4053,NA,2015,Complete
Fortical,Medicaid,5,2013,2016,"Calcitonin,Salmon,Synthetic",182838.85,187000,2648,NA,2016,Complete
Fortical,Medicaid,5,2013,2017,"Calcitonin,Salmon,Synthetic",6026.71,6030,97,NA,2017,Complete
Fosamax,Medicaid,5,2013,2013,Alendronate Sodium,1516280.74,1590000,11947,NA,2013,Complete
Fosamax,Medicaid,5,2013,2014,Alendronate Sodium,1570419.02,1620000,11003,NA,2014,Complete
Fosamax,Medicaid,5,2013,2015,Alendronate Sodium,1480803.13,1530000,9574,NA,2015,Complete
Fosamax,Medicaid,5,2013,2016,Alendronate Sodium,556134.7,568000,3540,NA,2016,Complete
Fosamax,Medicaid,5,2013,2017,Alendronate Sodium,12480.81,12500,122,NA,2017,Complete
Fosamax Plus D,Medicaid,5,2013,2013,Alendronate Sodium/Vitamin D3,407381.06,428000,3340,NA,2013,Complete
Fosamax Plus D,Medicaid,5,2013,2014,Alendronate Sodium/Vitamin D3,331109.66,342000,2398,NA,2014,Complete
Fosamax Plus D,Medicaid,5,2013,2015,Alendronate Sodium/Vitamin D3,333708.5,344000,2088,NA,2015,Complete
Fosamax Plus D,Medicaid,5,2013,2016,Alendronate Sodium/Vitamin D3,326856.89,334000,1962,NA,2016,Complete
Fosamax Plus D,Medicaid,5,2013,2017,Alendronate Sodium/Vitamin D3,227936.07,228000,1354,NA,2017,Complete
Fosinopril Sodium,Medicaid,5,2013,2013,Fosinopril Sodium,460507.49,483000,37950,NA,2013,Complete
Fosinopril Sodium,Medicaid,5,2013,2014,Fosinopril Sodium,339558.97,350800,31290,NA,2014,Complete
Fosinopril Sodium,Medicaid,5,2013,2015,Fosinopril Sodium,424400.85,437700,41452,NA,2015,Complete
Fosinopril Sodium,Medicaid,5,2013,2016,Fosinopril Sodium,391462.22,399800,38071,NA,2016,Complete
Fosinopril Sodium,Medicaid,5,2013,2017,Fosinopril Sodium,261382.27000000002,261200,27873,NA,2017,Complete
Fosinopril-Hydrochlorothiazide,Medicaid,5,2013,2013,Fosinopril/Hydrochlorothiazide,27088.14,28440,627,NA,2013,Complete
Fosinopril-Hydrochlorothiazide,Medicaid,5,2013,2014,Fosinopril/Hydrochlorothiazide,27617.87,28600,619,NA,2014,Complete
Fosinopril-Hydrochlorothiazide,Medicaid,5,2013,2015,Fosinopril/Hydrochlorothiazide,33380.32,34330,807,NA,2015,Complete
Fosinopril-Hydrochlorothiazide,Medicaid,5,2013,2016,Fosinopril/Hydrochlorothiazide,67579.91,68920,1818,NA,2016,Complete
Fosinopril-Hydrochlorothiazide,Medicaid,5,2013,2017,Fosinopril/Hydrochlorothiazide,73344.03,73350,2167,NA,2017,Complete
Fosphenytoin Sodium,Medicaid,5,2013,2013,Fosphenytoin Sodium,85802.89,90100,971,NA,2013,Complete
Fosphenytoin Sodium,Medicaid,5,2013,2014,Fosphenytoin Sodium,100717.81,104100,1187,NA,2014,Complete
Fosphenytoin Sodium,Medicaid,5,2013,2015,Fosphenytoin Sodium,102024.36,105100,992,NA,2015,Complete
Fosphenytoin Sodium,Medicaid,5,2013,2016,Fosphenytoin Sodium,65586.42,66950,713,NA,2016,Complete
Fosphenytoin Sodium,Medicaid,5,2013,2017,Fosphenytoin Sodium,45647.67,45690,480,NA,2017,Complete
Fosrenol,Medicaid,5,2013,2013,Lanthanum Carbonate,8835093.78,9280000,9754,NA,2013,Complete
Fosrenol,Medicaid,5,2013,2014,Lanthanum Carbonate,7781576.58,8040000,8060,NA,2014,Complete
Fosrenol,Medicaid,5,2013,2015,Lanthanum Carbonate,7748204.28,7980000,7363,NA,2015,Complete
Fosrenol,Medicaid,5,2013,2016,Lanthanum Carbonate,8953559.13,9140000,7378,NA,2016,Complete
Fosrenol,Medicaid,5,2013,2017,Lanthanum Carbonate,6902710.58,6900000,5770,NA,2017,Complete
Fragmin,Medicaid,5,2013,2013,"Dalteparin Sodium,Porcine",2086104.67,2190000,1210,NA,2013,Complete
Fragmin,Medicaid,5,2013,2014,"Dalteparin Sodium,Porcine",1424768.44,1470000,949,NA,2014,Complete
Fragmin,Medicaid,5,2013,2015,"Dalteparin Sodium,Porcine",2203308.01,2267000,1544,NA,2015,Complete
Fragmin,Medicaid,5,2013,2016,"Dalteparin Sodium,Porcine",3017845.74,3075000,2223,NA,2016,Complete
Fragmin,Medicaid,5,2013,2017,"Dalteparin Sodium,Porcine",1857177.07,1859410,908,NA,2017,Complete
Freamine III,Medicaid,5,2013,2013,Parenteral Amino Acid 10% No.4,433493.11,455000,2331,NA,2013,Complete
