Manufacturer,Year,avg_spend_per_claim_status,manufacturer_diff,price_status_drugs
Boca Pharmacal/,2015,at_average,0,1
Boca Pharmacal/,2015,below_average,-270155.3599999999,2
Boca Pharmacal/,2016,above_average,6868157.04,5
Boca Pharmacal/,2016,at_average,0,1
Boca Pharmacal/,2016,below_average,-200558.18000000008,2
Boca Pharmacal/,2017,above_average,3507874.23,4
Boca Pharmacal/,2017,at_average,0,1
Boca Pharmacal/,2017,below_average,-75163.05,3
Dava Pharmaceut,2013,above_average,97176.6,2
Dava Pharmaceut,2013,below_average,-174766.1400000003,1
Dava Pharmaceut,2014,above_average,213793.49,2
Dava Pharmaceut,2014,below_average,-195009.93000000034,1
Dava Pharmaceut,2015,above_average,138220.68,2
Dava Pharmaceut,2015,below_average,-456755.8799999995,2
Dava Pharmaceut,2016,above_average,388.74000000000024,1
Dava Pharmaceut,2016,below_average,-1948070.2000000002,3
Dava Pharmaceut,2017,above_average,273386.9899999997,2
Dava Pharmaceut,2017,below_average,-410009.42,2
Greenstone LLC.,2013,above_average,7968707.689999997,18
Greenstone LLC.,2013,at_average,0,5
Greenstone LLC.,2013,below_average,-2384460.1,15
Greenstone LLC.,2014,above_average,10109186.319999997,18
Greenstone LLC.,2014,at_average,0,5
Greenstone LLC.,2014,below_average,-177716096.4,23
Greenstone LLC.,2015,above_average,21859555.79,25
Greenstone LLC.,2015,at_average,0,5
Greenstone LLC.,2015,below_average,-3677042.66,21
Greenstone LLC.,2016,above_average,23203340.970000003,26
Greenstone LLC.,2016,at_average,0,3
Greenstone LLC.,2016,below_average,-4070008.05,25
Greenstone LLC.,2017,above_average,9498332.81,24
Greenstone LLC.,2017,at_average,0,8
Greenstone LLC.,2017,below_average,-3098484.5,22
Par Pharm.,2013,above_average,11241967.819999998,32
Par Pharm.,2013,at_average,0,9
Par Pharm.,2013,below_average,-4540327.34,25
Par Pharm.,2014,above_average,14850319.700000001,33
Par Pharm.,2014,at_average,0,10
Par Pharm.,2014,below_average,-8061265.669999998,33
Par Pharm.,2015,above_average,16529930.400000002,37
Par Pharm.,2015,at_average,0,10
Par Pharm.,2015,below_average,-22399006.7,36
Par Pharm.,2016,above_average,16779958.530000005,41
Par Pharm.,2016,at_average,0,8
Par Pharm.,2016,below_average,-16955008.560000002,43
Par Pharm.,2017,above_average,17315938.220000003,38
Par Pharm.,2017,at_average,0,10
Par Pharm.,2017,below_average,-21191703.82,44
Monarch Phrm,2013,at_average,0,5
Monarch Phrm,2014,at_average,0,5
Monarch Phrm,2015,at_average,0,5
Monarch Phrm,2016,at_average,0,5
Monarch Phrm,2017,at_average,0,5
Sunovion/Covis,2013,at_average,0,3
Sunovion/Covis,2014,at_average,0,3
Sunovion/Covis,2015,at_average,0,3
Sunovion/Covis,2016,at_average,0,3
Sunovion/Covis,2017,at_average,0,3
Banner Pharmaca,2013,above_average,27635.19999999999,1
Banner Pharmaca,2014,above_average,230251.60000000012,1
Banner Pharmaca,2014,below_average,-3079.999999999997,1
Banner Pharmaca,2015,above_average,146005.6000000001,1
Banner Pharmaca,2015,below_average,-67310.69999999994,1
Banner Pharmaca,2016,below_average,-43447.799999999996,2
Banner Pharmaca,2017,above_average,3230.5,1
Banner Pharmaca,2017,below_average,-12505.000000000004,1
Upsher Smith La,2013,above_average,3062568.7,5
Upsher Smith La,2013,at_average,0,2
Upsher Smith La,2013,below_average,-417376.56000000035,2
Upsher Smith La,2014,above_average,5221412.1,5
Upsher Smith La,2014,at_average,0,3
Upsher Smith La,2014,below_average,-305546.8000000002,4
Upsher Smith La,2015,above_average,15491802.4,8
Upsher Smith La,2015,at_average,0,3
Upsher Smith La,2015,below_average,-2276796.590000001,6
Upsher Smith La,2016,above_average,10091580,6
Upsher Smith La,2016,at_average,0,3
Upsher Smith La,2016,below_average,-2691636.3000000003,9
Upsher Smith La,2017,above_average,3883657.8,6
Upsher Smith La,2017,at_average,0,3
Upsher Smith La,2017,below_average,-2765971.7000000007,9
Sanofi-Aventis,2013,above_average,3709890,1
Sanofi-Aventis,2013,at_average,0,22
Sanofi-Aventis,2014,above_average,6127732,1
Sanofi-Aventis,2014,at_average,0,22
Sanofi-Aventis,2014,below_average,-6352,1
Sanofi-Aventis,2015,above_average,7065243.2,2
Sanofi-Aventis,2015,at_average,0,23
Sanofi-Aventis,2015,below_average,-18342.200000000066,2
Sanofi-Aventis,2016,above_average,4106245,1
Sanofi-Aventis,2016,at_average,0,23
Sanofi-Aventis,2016,below_average,-87362.59999999986,3
Sanofi-Aventis,2017,above_average,5811054.6,3
Sanofi-Aventis,2017,at_average,0,23
Sanofi-Aventis,2017,below_average,-117515,1
"Watson Pharma,",2013,above_average,57022.599999999875,2
"Watson Pharma,",2013,at_average,0,9
"Watson Pharma,",2014,above_average,716135.1999999998,2
"Watson Pharma,",2014,at_average,0,9
"Watson Pharma,",2015,above_average,2162310.5,2
"Watson Pharma,",2015,at_average,0,9
"Watson Pharma,",2016,above_average,1870454.9999999995,4
"Watson Pharma,",2016,at_average,0,4
"Watson Pharma,",2016,below_average,-40519.59999999987,3
"Watson Pharma,",2017,above_average,20448.2,5
"Watson Pharma,",2017,below_average,-117870.14000000004,6
Rising Pharm,2013,above_average,6822216.220000001,19
Rising Pharm,2013,at_average,0,10
Rising Pharm,2013,below_average,-562959.2000000001,8
Rising Pharm,2014,above_average,7851117.400000001,18
Rising Pharm,2014,at_average,0,10
Rising Pharm,2014,below_average,-804732.4400000004,13
Rising Pharm,2015,above_average,7858843.6,18
Rising Pharm,2015,at_average,0,11
Rising Pharm,2015,below_average,-2076290.3200000008,17
Rising Pharm,2016,above_average,7577947.7,21
Rising Pharm,2016,at_average,0,9
Rising Pharm,2016,below_average,-5570763.23,24
Rising Pharm,2017,above_average,6132091.12,23
Rising Pharm,2017,at_average,0,10
Rising Pharm,2017,below_average,-7979332.04,21
Mayne Pharma In,2013,above_average,1333372.7,5
Mayne Pharma In,2013,at_average,0,2
Mayne Pharma In,2013,below_average,-65682.4,2
Mayne Pharma In,2014,above_average,1706723,7
Mayne Pharma In,2014,at_average,0,4
Mayne Pharma In,2015,above_average,2482057.1999999997,10
Mayne Pharma In,2015,at_average,0,4
Mayne Pharma In,2015,below_average,-55536.99999999999,1
Mayne Pharma In,2016,above_average,3105642,27
Mayne Pharma In,2016,at_average,0,5
Mayne Pharma In,2016,below_average,-1940881.3799999994,14
Mayne Pharma In,2017,above_average,2967772.8000000003,21
Mayne Pharma In,2017,at_average,0,9
Mayne Pharma In,2017,below_average,-5924245.75,16
"West-Ward, Inc.",2013,above_average,29494874.650000002,52
"West-Ward, Inc.",2013,at_average,0,10
"West-Ward, Inc.",2013,below_average,-12912369.79,48
"West-Ward, Inc.",2014,above_average,19504943.45,46
"West-Ward, Inc.",2014,at_average,0,9
"West-Ward, Inc.",2014,below_average,-11189108.24,60
"West-Ward, Inc.",2015,above_average,40674511.699999996,52
"West-Ward, Inc.",2015,at_average,0,10
"West-Ward, Inc.",2015,below_average,-23843269.629999995,58
"West-Ward, Inc.",2016,above_average,37545661.14000001,47
"West-Ward, Inc.",2016,at_average,0,10
"West-Ward, Inc.",2016,below_average,-28949507.93,67
"West-Ward, Inc.",2017,above_average,21685577.599999998,46
"West-Ward, Inc.",2017,at_average,0,10
"West-Ward, Inc.",2017,below_average,-34131329.97999999,68
Ascend Laborato,2013,above_average,238465.23999999987,4
Ascend Laborato,2013,at_average,0,1
Ascend Laborato,2013,below_average,-4562279.969999999,10
Ascend Laborato,2014,above_average,644743.2500000001,4
Ascend Laborato,2014,at_average,0,1
Ascend Laborato,2014,below_average,-6187800.02,10
Ascend Laborato,2015,above_average,12287761.78,7
Ascend Laborato,2015,below_average,-13484866.6,8
Ascend Laborato,2016,above_average,16492497.44,9
Ascend Laborato,2016,at_average,0,1
Ascend Laborato,2016,below_average,-15433458.729999999,9
Ascend Laborato,2017,above_average,14133846.799999999,4
Ascend Laborato,2017,at_average,0,1
Ascend Laborato,2017,below_average,-11686313.469999999,14
Caraco/Sun Phar,2013,above_average,701275.4600000003,11
Caraco/Sun Phar,2013,at_average,0,1
Caraco/Sun Phar,2013,below_average,-2198017.4799999995,9
Caraco/Sun Phar,2014,above_average,792114.4300000002,6
Caraco/Sun Phar,2014,at_average,0,1
Caraco/Sun Phar,2014,below_average,-4494826.99,16
Caraco/Sun Phar,2015,above_average,424103.2100000006,10
Caraco/Sun Phar,2015,at_average,0,1
Caraco/Sun Phar,2015,below_average,-8083575.329999999,12
Caraco/Sun Phar,2016,above_average,1011717.9599999998,8
Caraco/Sun Phar,2016,at_average,0,1
Caraco/Sun Phar,2016,below_average,-6746806.31,14
Caraco/Sun Phar,2017,above_average,647120.7400000002,7
Caraco/Sun Phar,2017,at_average,0,2
Caraco/Sun Phar,2017,below_average,-4335639.42,14
Epic Pharma LLC,2013,above_average,1833.6000000000008,1
Epic Pharma LLC,2013,below_average,-373227.86,7
Epic Pharma LLC,2014,above_average,2972.100000000001,3
Epic Pharma LLC,2014,below_average,-180235.09,8
Epic Pharma LLC,2015,above_average,1015805.86,5
Epic Pharma LLC,2015,below_average,-103633.33999999997,8
Epic Pharma LLC,2016,above_average,1036352.24,7
Epic Pharma LLC,2016,below_average,-226970.85000000012,9
Epic Pharma LLC,2017,above_average,1302839.67,10
Epic Pharma LLC,2017,below_average,-208764.58000000028,6
Exelan Pharmace,2013,above_average,17153.57,4
Exelan Pharmace,2013,below_average,-9221.050000000001,6
Exelan Pharmace,2014,above_average,130070,7
Exelan Pharmace,2014,below_average,-15817.659999999998,5
Exelan Pharmace,2015,above_average,218539.25999999998,10
Exelan Pharmace,2015,below_average,-14130.49,5
Exelan Pharmace,2016,above_average,416822.96,10
Exelan Pharmace,2016,below_average,-20319.08000000002,7
Exelan Pharmace,2017,above_average,986449.3600000001,12
Exelan Pharmace,2017,below_average,-17231.840000000022,5
Legacy Pharmace,2013,above_average,6050.399999999996,2
Legacy Pharmace,2013,below_average,-3579973.4799999995,19
Legacy Pharmace,2014,above_average,2300.399999999992,1
Legacy Pharmace,2014,below_average,-100634366.10999998,23
Legacy Pharmace,2015,above_average,138893.29999999987,1
Legacy Pharmace,2015,below_average,-7624549.6,24
Legacy Pharmace,2016,above_average,108714.39999999985,1
Legacy Pharmace,2016,below_average,-8160280.46,26
Legacy Pharmace,2017,above_average,403140.90000000014,8
Legacy Pharmace,2017,below_average,-6237116.340000001,19
Actavis Pharma,2013,above_average,7385141.8,7
Actavis Pharma,2013,at_average,0,4
Actavis Pharma,2013,below_average,-13954573.340000002,16
Actavis Pharma,2014,above_average,6696498.7,6
Actavis Pharma,2014,at_average,0,3
Actavis Pharma,2014,below_average,-20748113.55,20
Actavis Pharma,2015,above_average,10404321.3,8
Actavis Pharma,2015,at_average,0,2
Actavis Pharma,2015,below_average,-23366423.17,19
Actavis Pharma,2016,above_average,9228650.4,10
Actavis Pharma,2016,below_average,-18755236.450000003,20
Actavis Pharma,2017,above_average,1155380.47,11
Actavis Pharma,2017,below_average,-1679390.6231000002,19
Virtus Pharmace,2013,above_average,1316.0999999999997,1
Virtus Pharmace,2013,at_average,0,2
Virtus Pharmace,2013,below_average,-573540.4499999997,4
Virtus Pharmace,2014,above_average,719264.9,2
Virtus Pharmace,2014,at_average,0,9
Virtus Pharmace,2014,below_average,-1718728.8800000001,9
Virtus Pharmace,2015,above_average,1632586.35,2
Virtus Pharmace,2015,at_average,0,17
Virtus Pharmace,2015,below_average,-3212599.02,10
Virtus Pharmace,2016,above_average,1787321.5,3
Virtus Pharmace,2016,at_average,0,23
Virtus Pharmace,2016,below_average,-2162915.38,12
Virtus Pharmace,2017,above_average,1214980.17,9
Virtus Pharmace,2017,at_average,0,23
Virtus Pharmace,2017,below_average,-684560.8700000001,6
Auromedics Phar,2013,above_average,27252.6,3
Auromedics Phar,2013,below_average,-132645.5,5
Auromedics Phar,2014,above_average,2028838.5999999999,10
Auromedics Phar,2014,below_average,-118978,2
Auromedics Phar,2015,above_average,1654723.65,9
Auromedics Phar,2015,below_average,-354618.4,5
Auromedics Phar,2016,above_average,2316264.58,12
Auromedics Phar,2016,below_average,-5776681.5,5
Auromedics Phar,2017,above_average,4572251.44,12
Auromedics Phar,2017,below_average,-9961850.399999999,5
Sandoz*,2013,above_average,6754367.700000001,5
Sandoz*,2013,below_average,-198700,1
Sandoz*,2014,above_average,8078772.5,4
Sandoz*,2014,below_average,-862529.5,2
Sandoz*,2015,above_average,13417377.6,2
Sandoz*,2015,below_average,-4041535.599999999,5
Sandoz*,2016,above_average,20765614.9,4
Sandoz*,2016,below_average,-3596995.7999999993,3
Sandoz*,2017,above_average,16939608.5,3
Sandoz*,2017,below_average,-3209439.3999999994,4
Sandoz/Novaplus,2013,above_average,1425785.7,1
Sandoz/Novaplus,2013,below_average,-266342,3
Sandoz/Novaplus,2014,above_average,96490,2
Sandoz/Novaplus,2014,below_average,-269054,2
Sandoz/Novaplus,2015,above_average,311515.00000000006,3
Sandoz/Novaplus,2015,below_average,-252756.4,3
Sandoz/Novaplus,2016,above_average,157578.2,3
Sandoz/Novaplus,2016,below_average,-316657.3,6
Sandoz/Novaplus,2017,above_average,260266.7,2
Sandoz/Novaplus,2017,at_average,0,1
Sandoz/Novaplus,2017,below_average,-542423.8999999999,6
WG Critical Car,2013,above_average,238,1
WG Critical Car,2013,below_average,-75737,5
WG Critical Car,2014,above_average,286672.3,4
WG Critical Car,2014,at_average,0,1
WG Critical Car,2014,below_average,-80946.2,5
WG Critical Car,2015,above_average,289526.7,5
WG Critical Car,2015,below_average,-153220.7,7
WG Critical Car,2016,above_average,870727.8,6
WG Critical Car,2016,below_average,-317360.4,6
WG Critical Car,2017,above_average,1620922,6
WG Critical Car,2017,below_average,-484143.1,6
Hospira/Pfizer*,2013,above_average,9453931.900000004,6
Hospira/Pfizer*,2013,at_average,0,1
Hospira/Pfizer*,2013,below_average,-261276.59999999995,1
Hospira/Pfizer*,2014,above_average,1754331.4000000004,4
Hospira/Pfizer*,2014,at_average,0,1
Hospira/Pfizer*,2014,below_average,-901087.6999999995,3
Hospira/Pfizer*,2015,above_average,2448346.4,2
Hospira/Pfizer*,2015,at_average,0,1
Hospira/Pfizer*,2015,below_average,-2599616.1000000015,5
Hospira/Pfizer*,2016,above_average,810211.3999999977,3
Hospira/Pfizer*,2016,at_average,0,1
Hospira/Pfizer*,2016,below_average,-4971731.4,4
Hospira/Pfizer*,2017,above_average,851124.3000000003,2
Hospira/Pfizer*,2017,at_average,0,1
Hospira/Pfizer*,2017,below_average,-13698814.2,5
Acorda Therapeu,2013,at_average,0,1
Acorda Therapeu,2014,at_average,0,1
Acorda Therapeu,2015,at_average,0,1
Acorda Therapeu,2016,at_average,0,1
Acorda Therapeu,2017,at_average,0,1
Meda/Mylan Spec,2013,at_average,0,9
Meda/Mylan Spec,2014,at_average,0,12
Meda/Mylan Spec,2015,at_average,0,20
Meda/Mylan Spec,2016,above_average,291772,1
Meda/Mylan Spec,2016,at_average,0,21
Meda/Mylan Spec,2017,above_average,159883,1
Meda/Mylan Spec,2017,at_average,0,21
B.F Ascher & Co,2013,at_average,0,1
B.F Ascher & Co,2014,at_average,0,1
B.F Ascher & Co,2015,at_average,0,1
B.F Ascher & Co,2016,at_average,0,1
B.F Ascher & Co,2017,at_average,0,1
Accord Healthca,2013,above_average,716907.9899999999,8
Accord Healthca,2013,at_average,0,1
Accord Healthca,2013,below_average,-2379472.239999999,14
Accord Healthca,2014,above_average,854144.7199999993,7
Accord Healthca,2014,at_average,0,1
Accord Healthca,2014,below_average,-3879089.5699999994,20
Accord Healthca,2015,above_average,1191365.6299999978,4
Accord Healthca,2015,at_average,0,1
Accord Healthca,2015,below_average,-15395315.05,28
Accord Healthca,2016,above_average,2945157.04,6
Accord Healthca,2016,at_average,0,1
Accord Healthca,2016,below_average,-23007491.7,28
Accord Healthca,2017,above_average,8574986.62,11
Accord Healthca,2017,at_average,0,2
Accord Healthca,2017,below_average,-20458220.23,22
Breckenridge,2013,above_average,8664904.019999998,11
Breckenridge,2013,at_average,0,17
Breckenridge,2013,below_average,-5472542.510000002,11
Breckenridge,2014,above_average,9118904.14,12
Breckenridge,2014,at_average,0,17
Breckenridge,2014,below_average,-11590992.09,13
Breckenridge,2015,above_average,8342962.64,13
Breckenridge,2015,at_average,0,17
Breckenridge,2015,below_average,-15016473.779999996,14
Breckenridge,2016,above_average,7142307.909999998,13
Breckenridge,2016,at_average,0,17
Breckenridge,2016,below_average,-17571744.599999994,16
Breckenridge,2017,above_average,5513660.82,15
Breckenridge,2017,at_average,0,18
Breckenridge,2017,below_average,-17493629.02,13
Abbvie US LLC,2013,at_average,0,29
Abbvie US LLC,2014,at_average,0,31
Abbvie US LLC,2015,at_average,0,34
Abbvie US LLC,2016,at_average,0,37
Abbvie US LLC,2017,at_average,0,37
Medicines Comp.,2013,at_average,0,1
Medicines Comp.,2013,below_average,-8517.245,1
Medicines Comp.,2014,at_average,0,1
Medicines Comp.,2014,below_average,-28749.6,1
Medicines Comp.,2015,at_average,0,2
Medicines Comp.,2015,below_average,-21649.284,1
Medicines Comp.,2016,at_average,0,2
Medicines Comp.,2016,below_average,-25243.372,1
Medicines Comp.,2017,at_average,0,2
Medicines Comp.,2017,below_average,-6882.78,1
Teva Women'S He,2013,above_average,13983.600000000013,1
Teva Women'S He,2013,at_average,0,8
Teva Women'S He,2013,below_average,-43885,1
Teva Women'S He,2014,above_average,64726.199999999946,1
Teva Women'S He,2014,at_average,0,9
Teva Women'S He,2014,below_average,-127035,1
Teva Women'S He,2015,above_average,6131.600000000087,1
Teva Women'S He,2015,at_average,0,11
Teva Women'S He,2015,below_average,-114444,1
Teva Women'S He,2016,at_average,0,12
Teva Women'S He,2016,below_average,-266679,1
Teva Women'S He,2017,at_average,0,12
Teva Women'S He,2017,below_average,-38454,1
Amerisourceberg,2013,above_average,100.31999999999996,1
Amerisourceberg,2013,at_average,0,9
Amerisourceberg,2014,above_average,268.0499999999998,2
Amerisourceberg,2014,at_average,0,9
Amerisourceberg,2014,below_average,-119.78000000000002,1
Amerisourceberg,2015,above_average,162.00000000000014,1
Amerisourceberg,2015,at_average,0,10
Amerisourceberg,2015,below_average,-187.46,2
Amerisourceberg,2016,above_average,198.9300000000004,1
Amerisourceberg,2016,at_average,0,11
Amerisourceberg,2016,below_average,-13.15999999999999,2
Amerisourceberg,2017,above_average,395.0399999999994,2
Amerisourceberg,2017,at_average,0,11
Amerisourceberg,2017,below_average,-127.07000000000002,1
Ivax Pharmaceut,2013,at_average,0,1
Ivax Pharmaceut,2014,at_average,0,1
Ivax Pharmaceut,2016,at_average,0,1
Ivax Pharmaceut,2017,at_average,0,1
Acella Pharmace,2013,above_average,549,1
Acella Pharmace,2013,at_average,0,12
Acella Pharmace,2013,below_average,-62569.29999999998,2
Acella Pharmace,2014,above_average,3360,1
Acella Pharmace,2014,at_average,0,13
Acella Pharmace,2014,below_average,-100206.40000000002,3
Acella Pharmace,2015,above_average,134272.90000000002,4
Acella Pharmace,2015,at_average,0,13
Acella Pharmace,2015,below_average,-109623.59999999998,2
Acella Pharmace,2016,above_average,228513.60000000006,5
Acella Pharmace,2016,at_average,0,13
Acella Pharmace,2016,below_average,-47120.1,2
Acella Pharmace,2017,above_average,396942.8,5
Acella Pharmace,2017,at_average,0,13
Acella Pharmace,2017,below_average,-302270.6000000003,2
Salix Pharmaceu,2013,at_average,0,9
Salix Pharmaceu,2014,at_average,0,9
Salix Pharmaceu,2015,at_average,0,9
Salix Pharmaceu,2016,at_average,0,9
Salix Pharmaceu,2016,below_average,-153600,1
Salix Pharmaceu,2017,at_average,0,9
Salix Pharmaceu,2017,below_average,-352490,1
US Worldmeds,2013,at_average,0,1
US Worldmeds,2014,at_average,0,1
US Worldmeds,2015,at_average,0,1
US Worldmeds,2016,at_average,0,1
US Worldmeds,2017,at_average,0,1
Actavis U.S. Br,2013,at_average,0,7
Actavis U.S. Br,2013,below_average,-46912,1
Actavis U.S. Br,2014,at_average,0,7
Actavis U.S. Br,2014,below_average,-95028.6,1
Actavis U.S. Br,2015,above_average,114315,1
Actavis U.S. Br,2015,at_average,0,6
Actavis U.S. Br,2015,below_average,-111251,2
Actavis U.S. Br,2016,at_average,0,5
Actavis U.S. Br,2016,below_average,-315371.4,5
Actavis U.S. Br,2017,above_average,16666,1
Actavis U.S. Br,2017,at_average,0,5
Actavis U.S. Br,2017,below_average,-126405.6,4
Amgen,2013,at_average,0,12
Amgen,2014,at_average,0,12
Amgen,2015,at_average,0,15
Amgen,2016,at_average,0,16
Amgen,2017,at_average,0,16
Hawthorn Pharm,2013,at_average,0,2
Hawthorn Pharm,2014,at_average,0,2
Hawthorn Pharm,2015,at_average,0,2
Hawthorn Pharm,2016,at_average,0,2
Hawthorn Pharm,2017,at_average,0,2
Regeneron Pharm,2013,at_average,0,2
Regeneron Pharm,2014,at_average,0,2
Regeneron Pharm,2015,at_average,0,2
Regeneron Pharm,2016,at_average,0,2
Regeneron Pharm,2017,at_average,0,2
Novartis/Sunovi,2013,at_average,0,1
Novartis/Sunovi,2014,at_average,0,1
Novartis/Sunovi,2015,at_average,0,1
Novartis/Sunovi,2016,at_average,0,1
Novartis/Sunovi,2017,at_average,0,1
Astrazeneca,2013,at_average,0,17
Astrazeneca,2014,at_average,0,20
Astrazeneca,2015,at_average,0,29
Astrazeneca,2015,below_average,-202164,1
Astrazeneca,2016,above_average,177592,1
Astrazeneca,2016,at_average,0,29
Astrazeneca,2017,at_average,0,30
Forest/Allergan,2013,at_average,0,6
Forest/Allergan,2014,above_average,136000,1
Forest/Allergan,2014,at_average,0,7
Forest/Allergan,2015,above_average,114736,2
Forest/Allergan,2015,at_average,0,7
Forest/Allergan,2016,above_average,63568,2
Forest/Allergan,2016,at_average,0,7
Forest/Allergan,2017,above_average,17416,2
Forest/Allergan,2017,at_average,0,7
Rugby,2013,above_average,119395.70000000001,10
Rugby,2013,at_average,0,28
Rugby,2013,below_average,-19852.71,7
Rugby,2014,above_average,20400.349999999995,5
Rugby,2014,at_average,0,29
Rugby,2014,below_average,-74260.93000000002,12
Rugby,2015,above_average,61796.14000000002,6
Rugby,2015,at_average,0,29
Rugby,2015,below_average,-108007.26999999999,12
Rugby,2016,above_average,21818.010000000017,6
Rugby,2016,at_average,0,29
Rugby,2016,below_average,-33904.460000000014,12
Rugby,2017,above_average,10657.419999999993,7
Rugby,2017,at_average,0,29
Rugby,2017,below_average,-92735.30999999998,11
Merck Sharp & D,2013,at_average,0,42
Merck Sharp & D,2014,at_average,0,48
Merck Sharp & D,2015,at_average,0,56
Merck Sharp & D,2016,at_average,0,59
Merck Sharp & D,2017,at_average,0,59
Ingenus Pharmac,2013,above_average,127504.16999999988,2
Ingenus Pharmac,2013,below_average,-30908.49999999993,1
Ingenus Pharmac,2014,above_average,148423.37999999995,2
Ingenus Pharmac,2014,below_average,-108882.83000000015,3
Ingenus Pharmac,2015,above_average,21241.77999999994,3
Ingenus Pharmac,2015,below_average,-148541.2,3
Ingenus Pharmac,2016,above_average,45670,1
Ingenus Pharmac,2016,below_average,-321886.7700000001,6
Ingenus Pharmac,2017,above_average,362961.0000000001,3
Ingenus Pharmac,2017,below_average,-125080.23000000004,4
Kremers Urban,2013,above_average,2568265.2999999984,6
Kremers Urban,2013,at_average,0,1
Kremers Urban,2013,below_average,-2256889.6000000006,10
Kremers Urban,2014,above_average,5291306.199999999,7
Kremers Urban,2014,at_average,0,1
Kremers Urban,2014,below_average,-13497736.600000001,9
Kremers Urban,2015,above_average,9032405.640000002,7
Kremers Urban,2015,at_average,0,1
Kremers Urban,2015,below_average,-16782074.4,10
Kremers Urban,2016,above_average,6561038.54,6
Kremers Urban,2016,at_average,0,1
Kremers Urban,2016,below_average,-13754335.900000002,12
Kremers Urban,2017,above_average,1149315.0499999998,7
Kremers Urban,2017,at_average,0,1
Kremers Urban,2017,below_average,-16293653.2,11
BMS/Gilead,2013,at_average,0,1
BMS/Gilead,2014,at_average,0,1
BMS/Gilead,2015,at_average,0,1
BMS/Gilead,2016,at_average,0,1
BMS/Gilead,2017,at_average,0,1
International M,2013,above_average,421421.86,6
International M,2013,below_average,-5643,2
International M,2014,above_average,124289.05,4
International M,2014,at_average,0,1
International M,2014,below_average,-114813.1,5
International M,2015,above_average,583623.9400000001,4
International M,2015,at_average,0,1
International M,2015,below_average,-514061.8,5
International M,2016,above_average,1147812.47,4
International M,2016,at_average,0,2
International M,2016,below_average,-925060.4,4
International M,2017,above_average,2536518.52,6
International M,2017,at_average,0,1
International M,2017,below_average,-631101.5999999999,3
Biogen-Idec,2013,above_average,183780,1
Biogen-Idec,2013,at_average,0,2
Biogen-Idec,2014,above_average,1473920,1
Biogen-Idec,2014,at_average,0,5
Biogen-Idec,2015,above_average,512970,1
Biogen-Idec,2015,at_average,0,8
Biogen-Idec,2016,above_average,1071300,1
Biogen-Idec,2016,at_average,0,8
Biogen-Idec,2017,at_average,0,9
BMS Primarycare,2013,at_average,0,17
BMS Primarycare,2014,at_average,0,17
BMS Primarycare,2015,at_average,0,20
BMS Primarycare,2016,at_average,0,22
BMS Primarycare,2017,at_average,0,22
Apotex Corp*,2013,above_average,34225770.2,2
Apotex Corp*,2013,below_average,-864270,1
Apotex Corp*,2014,above_average,1389883.0000000002,1
Apotex Corp*,2014,at_average,0,1
Apotex Corp*,2014,below_average,-2749584.8000000003,2
Apotex Corp*,2015,above_average,2013896.0000000007,3
Apotex Corp*,2015,below_average,-1335675.46,1
Apotex Corp*,2016,above_average,2584919.9999999995,2
Apotex Corp*,2016,below_average,-205231.57999999862,2
Apotex Corp*,2017,above_average,1981989.7000000011,3
Apotex Corp*,2017,below_average,-137262.08000000002,1
Sun Pharma Glob*,2013,below_average,-11862410.9,1
Sun Pharma Glob*,2014,below_average,-4820.300000000068,1
Sun Pharma Glob*,2015,below_average,-121242.19999999985,1
Sun Pharma Glob*,2016,below_average,-164835,1
Sun Pharma Glob*,2017,below_average,-189038.6999999999,1
Wallace Pharmac*,2013,below_average,-18306693,1
Wallace Pharmac*,2014,below_average,-187145.20000000024,1
Wallace Pharmac*,2015,below_average,-274925.69999999925,1
Wallace Pharmac*,2016,below_average,-539583.2999999992,2
Wallace Pharmac*,2017,below_average,-671445.9999999995,2
Teva Neuroscien,2013,at_average,0,2
Teva Neuroscien,2014,at_average,0,2
Teva Neuroscien,2015,at_average,0,2
Teva Neuroscien,2016,at_average,0,2
Teva Neuroscien,2017,at_average,0,2
App/Novaplus,2013,above_average,573245.3,7
App/Novaplus,2013,below_average,-24582.999999999975,3
App/Novaplus,2014,above_average,195378.5,6
App/Novaplus,2014,below_average,-216093.7,9
App/Novaplus,2015,above_average,1157887.7,7
App/Novaplus,2015,below_average,-590912.2,10
App/Novaplus,2016,above_average,596977.9999999999,7
App/Novaplus,2016,below_average,-2839545.1999999997,10
App/Novaplus,2017,above_average,503190.70000000007,5
App/Novaplus,2017,below_average,-8566262.99,12
Teva USA*,2013,above_average,20754027.3,3
Teva USA*,2013,below_average,-121331.59999999957,1
Teva USA*,2014,above_average,26215768.400000006,4
Teva USA*,2015,above_average,27973975.9,4
Teva USA*,2016,above_average,18208141.9,3
Teva USA*,2016,below_average,-464472.1999999983,1
Teva USA*,2017,above_average,11965398.3,3
Teva USA*,2017,below_average,-1350682.5000000033,1
Wockhardt USA L,2013,above_average,268980.8000000001,3
Wockhardt USA L,2013,below_average,-4351988.91,6
Wockhardt USA L,2014,above_average,22156.900000000023,2
Wockhardt USA L,2014,below_average,-2901399.8699999996,7
Wockhardt USA L,2015,above_average,845799.5,1
Wockhardt USA L,2015,below_average,-2104464.699999999,10
Wockhardt USA L,2016,above_average,1051603.3,3
Wockhardt USA L,2016,at_average,0,1
