Brand Name,Year,Generic Name,Category,num_manufac,Inf Total Spend,Total Spending,Total Dosage Units,Total Claims,Total Beneficiaries
Differin,2014,Adapalene,acne,1,263000,254630.64,56961,1060,656
Differin,2015,Adapalene,acne,1,306000,296626.83,61272,1188,710
Differin,2016,Adapalene,acne,1,283000,276863.78,63711,1250,723
Differin,2017,Adapalene,acne,1,229000,228949.54,49738,971,569
Dificid,2013,Fidaxomicin,acid reflux/ulcer/digestive,1,24400000,23222926.49,151644.02,7877,5877
Dificid,2014,Fidaxomicin,acid reflux/ulcer/digestive,1,24300000,23552629.06,150478,7687,5680
Dificid,2015,Fidaxomicin,acid reflux/ulcer/digestive,1,26700000,25897097.3,153540,7926,5837
Dificid,2016,Fidaxomicin,acid reflux/ulcer/digestive,1,25000000,24504254.31,138454,7211,5399
Dificid,2017,Fidaxomicin,acid reflux/ulcer/digestive,1,27000000,26967702.2,143579,7416,5570
Diflorasone Diacetate,2013,Diflorasone Diacetate,dermatology,1,5300000,5052139.97,1357329.6,22256,11340
Diflorasone Diacetate,2014,Diflorasone Diacetate,dermatology,1,4560000,4412231.89,1099975,18538,9454
Diflorasone Diacetate,2015,Diflorasone Diacetate,dermatology,1,6950000,6747786.75,1122328.4,18425,9983
Diflorasone Diacetate,2016,Diflorasone Diacetate,dermatology,1,5960000,5845062.42,720166.7,11141,5830
Diflorasone Diacetate,2017,Diflorasone Diacetate,dermatology,1,3500000,3501060.44,448147.2,7411,3764
Diflucan,2013,Fluconazole,women's health,1,477000,454455.98,20597.167,2088,1090
Diflucan,2014,Fluconazole,women's health,1,488000,472748.43,18873.5,1849,1025
Diflucan,2015,Fluconazole,women's health,1,489000,474770.58,15912.5,1681,906
Diflucan,2016,Fluconazole,women's health,1,560000,548432.21,14622,1459,758
Diflucan,2017,Fluconazole,women's health,1,726000,726004.72,15475,1206,593
Diflunisal,2013,Diflunisal,pain reliever,2,4508000,4297862.13,3679375.5,52725,20664
Diflunisal,2014,Diflunisal,pain reliever,2,4377000,4237786.16,3552172.5,50679,20561
Diflunisal,2015,Diflunisal,pain reliever,2,4031000,3909337.95,3158523.5,45663,19337
Diflunisal,2016,Diflunisal,pain reliever,2,3530000,3465744.12,2969320,42217,17257
Diflunisal,2017,Diflunisal,pain reliever,2,3610000,3613783.41,2706290,38456,15693
Digox,2013,Digoxin,heart,1,40500000,38582380.19,160721806.5,3502941,705156
Digox,2014,Digoxin,heart,1,118000000,114674685.9,123825350.7,2682536,618098
Digox,2015,Digoxin,heart,1,73900000,71735532.64,74489708.6,1688404,385748
Digox,2016,Digoxin,heart,1,46800000,45852331.55,54203900.84,1150903,283648
Digox,2017,Digoxin,heart,1,49700000,49733844.92,46462401.35,928592,218594
Digoxin*,2013,Digoxin,heart,5,19613750,18656983.93,81883865.58,1789927,413175
Digoxin*,2014,Digoxin,heart,7,106565171,103131342.14999999,107471988.04,2319106,632470
Digoxin*,2015,Digoxin,heart,7,108868800,105691229.27,112599665.767,2434284,637092
Digoxin*,2016,Digoxin,heart,7,106037100,103957361.81,123733549.5,2727049,709643
Digoxin*,2017,Digoxin,heart,8,104304900,104369047.99,112855998.826,2486169,595989
Dihydroergotamine Mesylate*,2013,Dihydroergotamine Mesylate,pain reliever,2,4100000,3897228.3,50310,4159,1527
Dihydroergotamine Mesylate*,2014,Dihydroergotamine Mesylate,pain reliever,2,6470000,6262411.3,50615.898,4640,1807
Dihydroergotamine Mesylate*,2015,Dihydroergotamine Mesylate,pain reliever,2,11450000,11118306.71,59774.2,5399,1833
Dihydroergotamine Mesylate*,2016,Dihydroergotamine Mesylate,pain reliever,2,10040000,9843653.98,45616.5,4407,1664
Dihydroergotamine Mesylate*,2017,Dihydroergotamine Mesylate,pain reliever,2,13830000,13814120.95,63855,5950,2078
Dilantin,2013,Phenytoin,seizure disorder,1,3740000,3560335.14,6282221.04,81677,15417
Dilantin,2013,Phenytoin Sodium Extended,seizure disorder,1,23000000,21897842.83,38841313.5,340835,44159
Dilantin,2014,Phenytoin,seizure disorder,1,2270000,2200900,3575150,43019,6455
Dilantin,2014,Phenytoin Sodium Extended,seizure disorder,1,23500000,22734096.25,36266161.88,313485,41222
Dilantin,2015,Phenytoin,seizure disorder,1,1880000,1821539.99,2725134.5,30681,4538
Dilantin,2015,Phenytoin Sodium Extended,seizure disorder,1,24200000,23510989.44,33706816.2,285755,37532
Dilantin,2016,Phenytoin,seizure disorder,1,1950000,1906957.38,2246929,24174,3505
Dilantin,2016,Phenytoin Sodium Extended,seizure disorder,1,28700000,28125430.58,31527601.38,262314,34777
Dilantin,2017,Phenytoin,seizure disorder,1,1950000,1954926.41,1920318.5,20079,2893
Dilantin,2017,Phenytoin Sodium Extended,seizure disorder,1,31400000,31439784.95,29480319,238564,32188
Dilantin-125,2013,Phenytoin,seizure disorder,1,501000,477224.72,1591584,4369,607
Dilantin-125,2014,Phenytoin,seizure disorder,1,468000,453157.95,1358328.494,3835,487
Dilantin-125,2015,Phenytoin,seizure disorder,1,435000,422048.77,1130564.75,3119,392
Dilantin-125,2016,Phenytoin,seizure disorder,1,445000,435736.99,929351,2507,320
Dilantin-125,2017,Phenytoin,seizure disorder,1,433000,432563.79,773719.06,2133,271
Dilatrate-Sr,2013,Isosorbide Dinitrate,heart,1,337000,320897.55,127835,1494,287
Dilatrate-Sr,2014,Isosorbide Dinitrate,heart,1,248000,240091.51,86518,1077,216
Dilatrate-Sr,2015,Isosorbide Dinitrate,heart,1,183000,178035.73,57352,682,162
Dilatrate-Sr,2016,Isosorbide Dinitrate,heart,1,124000,121320.35,36102,429,105
Dilatrate-Sr,2017,Isosorbide Dinitrate,heart,1,122000,122223.45,34645,378,116
Dilaudid,2013,Hydromorphone HCl,pain reliever,1,3290000,3136972.09,2260542.181,9646,1765
Dilaudid,2014,Hydromorphone HCl,pain reliever,1,3070000,2972621.26,1512687,7723,1271
Dilaudid,2015,Hydromorphone HCl,pain reliever,1,3130000,3034721.15,1213700,6694,990
Dilaudid,2016,Hydromorphone HCl,pain reliever,1,3100000,3034876.82,1020172,5742,772
Dilaudid,2017,Hydromorphone HCl,pain reliever,1,1610000,1606925.26,492292,3103,583
Dilt-XR,2013,Diltiazem HCl,blood pressure,1,13000000,12418519.77,18154059.61,276507,75188
Dilt-XR,2014,Diltiazem HCl,blood pressure,1,14000000,13576335.77,20478751.33,311992,84459
Dilt-XR,2015,Diltiazem HCl,blood pressure,1,20900000,20298489.13,31703526.65,488576,138241
Dilt-XR,2016,Diltiazem HCl,blood pressure,1,23900000,23386217.6,36033099,546324,147108
Dilt-XR,2017,Diltiazem HCl,blood pressure,1,24000000,23982797.16,40436697,589698,159123
Diltiazem 12hr ER,2013,Diltiazem HCl,blood pressure,2,12761000,12157547.629999999,10957132,138523,40007
Diltiazem 12hr ER,2014,Diltiazem HCl,blood pressure,2,15423000,14916726.34,11394490.66,141887,38279
Diltiazem 12hr ER,2015,Diltiazem HCl,blood pressure,2,20351000,19754593.08,11181307.99,140310,41445
Diltiazem 12hr ER,2016,Diltiazem HCl,blood pressure,2,26087000,25590479.419999998,12655316.99,157617,44923
Diltiazem 12hr ER,2017,Diltiazem HCl,blood pressure,2,32525000,32546258.37,13088766.17,160267,44161
Diltiazem 24hr CD,2013,Diltiazem HCl,blood pressure,4,73051000,69576993.21000001,77128401.92,1545336,430581
Diltiazem 24hr CD,2014,Diltiazem HCl,blood pressure,4,80093000,77511201,76232432.02,1621409,447642
Diltiazem 24hr CD,2015,Diltiazem HCl,blood pressure,4,61270000,59570311.97,73875794.055,1632324,439703
Diltiazem 24hr CD,2016,Diltiazem HCl,blood pressure,4,42409000,41540662.46,59743717.9,1306909,305147
Diltiazem 24hr CD,2017,Diltiazem HCl,blood pressure,4,36301000,36345678.690000005,21178150.5,454693,168694
Diltiazem 24hr ER,2013,Diltiazem HCl,blood pressure,3,145836000,138888031.77,139866647.89999998,2685220,604784
Diltiazem 24hr ER,2014,Diltiazem HCl,blood pressure,4,115426000,111683103.36,138099352.1,2618477,694491
Diltiazem 24hr ER,2015,Diltiazem HCl,blood pressure,4,102220000,99160642.21,105073923.88,1958752,715846
Diltiazem 24hr ER,2016,Diltiazem HCl,blood pressure,4,119300000,116857593.5,135760843.49,2515060,671681
Diltiazem 24hr ER,2017,Diltiazem HCl,blood pressure,6,124211000,124191968.75,154397355.4,2826031,799324
Diltiazem ER,2013,Diltiazem HCl,blood pressure,2,32356800,30791814.4,43804827.67,832815,199099
Diltiazem ER,2014,Diltiazem HCl,blood pressure,2,27153300,26282281.81,38825692.87,717993,178477
Diltiazem ER,2015,Diltiazem HCl,blood pressure,2,18649700,18142534.369999997,27669078,526026,149038
Diltiazem ER,2016,Diltiazem HCl,blood pressure,2,13544400,13314691.32,19202899,365484,93150
Diltiazem ER,2017,Diltiazem HCl,blood pressure,2,8320000,8321309.87,12383408.29,239794,66688
Diltiazem HCl,2013,Diltiazem HCl,heart,4,11463500,10916492.68,79729289.00999999,882054,228127
Diltiazem HCl,2014,Diltiazem HCl,heart,4,14935900,14448769.020000001,90707020.59,962481,240177
Diltiazem HCl,2015,Diltiazem HCl,heart,4,20344200,19789818.27,94866832.91,993268,270867
Diltiazem HCl,2016,Diltiazem HCl,heart,4,24117900,23629297.84,96878310.176,986281,269873
Diltiazem HCl,2017,Diltiazem HCl,heart,5,28754400,28770908.209999997,96717601.22999999,961777,269162
Diovan,2013,Valsartan,blood pressure,1,1280000000,1222699086,289458070.7,6376907,1034714
Diovan,2014,Valsartan,blood pressure,1,942000000,911511766.5,189328805.7,4083991,844490
Diovan,2015,Valsartan,blood pressure,1,170000000,165442737.6,30472130,654459,195081
Diovan,2016,Valsartan,blood pressure,1,44900000,43999833.97,6958735.5,130052,33303
Diovan,2017,Valsartan,blood pressure,1,35600000,35615088.15,4877464.7,80553,16020
Diovan HCT,2013,Valsartan/Hydrochlorothiazide,blood pressure,1,105000000,100260291.4,20638806.1,481304,150090
Diovan HCT,2014,Valsartan/Hydrochlorothiazide,blood pressure,1,22000000,21296386.05,3764685,79577,22765
Diovan HCT,2015,Valsartan/Hydrochlorothiazide,blood pressure,1,18000000,17464880.84,2611083.025,51645,11123
Diovan HCT,2016,Valsartan/Hydrochlorothiazide,blood pressure,1,15300000,14985873.63,1931042,35485,7536
Diovan HCT,2017,Valsartan/Hydrochlorothiazide,blood pressure,1,13300000,13292115.53,1486597,26125,5333
Diphenhydramine HCl*,2013,Diphenhydramine HCl,cold/allergies,4,569830,542734.37,616758.754,25564,10232
Diphenhydramine HCl*,2014,Diphenhydramine HCl,cold/allergies,4,567500,549345.52,955436.8620000001,27263,10757
Diphenhydramine HCl*,2015,Diphenhydramine HCl,cold/allergies,4,659000,639431.8099999999,1140161.6300000001,34633,13922
Diphenhydramine HCl*,2016,Diphenhydramine HCl,cold/allergies,4,741600,726368.31,1578353.046,41381,16601
Diphenhydramine HCl*,2017,Diphenhydramine HCl,cold/allergies,7,787540,787503.2999999999,1374472.6600000001,41349,15619
Diphenoxylate-Atropine,2013,Diphenoxylate HCl/Atropine,acid reflux/ulcer/digestive,3,12070000,11481599.67,62673299.885,828204,375599
Diphenoxylate-Atropine,2014,Diphenoxylate HCl/Atropine,acid reflux/ulcer/digestive,3,16755000,16242391.57,64861512.28,849507,384773
Diphenoxylate-Atropine,2015,Diphenoxylate HCl/Atropine,acid reflux/ulcer/digestive,3,26360000,25619771.96,66875430.81,885258,403698
Diphenoxylate-Atropine,2016,Diphenoxylate HCl/Atropine,acid reflux/ulcer/digestive,3,28615000,28048645.58,69196528.21000001,896636,414154
Diphenoxylate-Atropine,2017,Diphenoxylate HCl/Atropine,acid reflux/ulcer/digestive,3,28705000,28742384.599999998,60563578.7,792328,387105
Diphtheria-Tetanus Toxoids-Ped,2013,"Tetanus,Diphtheria Toxd Ped/PF",vaccine,1,25100,23928.77,218,424,422
Diphtheria-Tetanus Toxoids-Ped,2014,"Tetanus,Diphtheria Toxd Ped/PF",vaccine,1,18800,18237.67,177,339,335
Diphtheria-Tetanus Toxoids-Ped,2015,"Tetanus,Diphtheria Toxd Ped/PF",vaccine,1,7130,6926.33,74.5,103,103
Diphtheria-Tetanus Toxoids-Ped,2016,"Tetanus,Diphtheria Toxd Ped/PF",vaccine,1,6280,6152.11,64,101,101
Diphtheria-Tetanus Toxoids-Ped,2017,"Tetanus,Diphtheria Toxd Ped/PF",vaccine,1,10400,10418.87,142.5,171,157
Diprolene,2013,Betamethasone/Propylene Glyc,dermatology,1,33800,32210.96,11105,161,99
Diprolene,2014,Betamethasone/Propylene Glyc,dermatology,1,41700,40354.25,12765,168,83
Diprolene,2015,Betamethasone/Propylene Glyc,dermatology,1,35600,34595.7,10249,163,78
Diprolene,2016,Betamethasone/Propylene Glyc,dermatology,1,23600,23141.19,6873,110,60
Diprolene,2017,Betamethasone/Propylene Glyc,dermatology,1,19400,19381.59,5067.5,83,37
Dipyridamole,2013,Dipyridamole,stroke/blood clot/general circulatory,2,1640000,1560609.1600000001,4679854,46184,12882
Dipyridamole,2014,Dipyridamole,stroke/blood clot/general circulatory,2,1239000,1199380.3,4464982.5,39946,12194
Dipyridamole,2015,Dipyridamole,stroke/blood clot/general circulatory,2,1042000,1011992.19,3832588,32891,9496
Dipyridamole,2016,Dipyridamole,stroke/blood clot/general circulatory,2,540000,528941.55,2197142,18832,6925
Dipyridamole,2017,Dipyridamole,stroke/blood clot/general circulatory,3,2415500,2415892.31,5023972,41354,12720
Disopyramide Phosphate,2013,Disopyramide Phosphate,heart,1,790000,752567.43,1805280,14692,2981
Disopyramide Phosphate,2014,Disopyramide Phosphate,heart,1,843000,816263.5,1975006,15503,3089
Disopyramide Phosphate,2015,Disopyramide Phosphate,heart,1,2010000,1950966.57,2495926,19509,4140
Disopyramide Phosphate,2016,Disopyramide Phosphate,heart,1,2740000,2685810.89,2463317,18400,3709
Disopyramide Phosphate,2017,Disopyramide Phosphate,heart,3,4033700,4030015.82,2583434,18657,4217
Disulfiram,2013,Disulfiram,addiction,3,2984000,2839624.26,866032.5,25140,8378
Disulfiram,2014,Disulfiram,addiction,3,2777000,2683143.12,899477,26035,8577
Disulfiram,2015,Disulfiram,addiction,5,2687800,2610143.94,957759.5,27031,9395
Disulfiram,2016,Disulfiram,addiction,5,2357000,2308992.28,1029738,28813,9946
Disulfiram,2017,Disulfiram,addiction,5,2445000,2445973.15,1093396,30061,10188
Ditropan XL,2013,Oxybutynin Chloride,urinary,1,979000,932704.29,200547,3408,713
Ditropan XL,2014,Oxybutynin Chloride,urinary,1,1080000,1048458.41,201848,3243,743
Ditropan XL,2015,Oxybutynin Chloride,urinary,1,1100000,1070660.95,189516,3105,752
Ditropan XL,2016,Oxybutynin Chloride,urinary,1,985000,964866.97,154938,2422,553
Ditropan XL,2017,Oxybutynin Chloride,urinary,1,872000,871621.26,138553,2080,436
Diuril,2013,Chlorothiazide,blood pressure,1,13100,12508.32,53118,202,46
Diuril,2014,Chlorothiazide,blood pressure,1,10000,9703.04,40919,161,45
Diuril,2015,Chlorothiazide,blood pressure,1,5020,4878.53,21291.037,79,27
Diuril,2016,Chlorothiazide,blood pressure,1,3120,3052.62,12528,64,26
Diuril,2017,Chlorothiazide,blood pressure,1,5080,5082.76,17995,89,27
Divalproex Sodium,2013,Divalproex Sodium,seizure disorder,9,81359000,77462734.75,198770279.98,1925175,397453
Divalproex Sodium,2014,Divalproex Sodium,seizure disorder,10,89770100,86924685.46,218218871.07999998,2220464,545736
Divalproex Sodium,2015,Divalproex Sodium,seizure disorder,11,120129300,116567874.99,239008004.586,2563717,556529
Divalproex Sodium,2016,Divalproex Sodium,seizure disorder,11,132447930,129919688.82,266097547.187,2948313,549163
Divalproex Sodium,2017,Divalproex Sodium,seizure disorder,13,132574540,132637582.83999999,294353831.28,3273652,636827
Divalproex Sodium ER,2013,Divalproex Sodium,seizure disorder,8,189921900,180816352.38,122616184.21000001,1639848,414744
Divalproex Sodium ER,2014,Divalproex Sodium,seizure disorder,10,365734500,354291550.78,145846492.63,1958556,416637
Divalproex Sodium ER,2015,Divalproex Sodium,seizure disorder,11,308927000,299944955.64,147797519.94,2003168,398949
Divalproex Sodium ER,2016,Divalproex Sodium,seizure disorder,11,240634310,235803821.34,139405369.32,1895460,400228
Divalproex Sodium ER,2017,Divalproex Sodium,seizure disorder,13,224336190,224371309.44,145762846.666,1967570,419001
Dobutamine HCl In Dextrose,2013,Dobutamine HCl In Dextrose 5 %,blood pressure,1,44200,42084.38,366082.48,375,39
Dobutamine HCl In Dextrose,2014,Dobutamine HCl In Dextrose 5 %,blood pressure,1,32100,31023.04,327953,328,32
Dobutamine HCl In Dextrose,2015,Dobutamine HCl In Dextrose 5 %,blood pressure,1,75100,72955.42,722078,472,37
Dobutamine HCl In Dextrose,2016,Dobutamine HCl In Dextrose 5 %,blood pressure,1,70900,69444.7,717337.385,289,28
Dobutamine HCl In Dextrose,2017,Dobutamine HCl In Dextrose 5 %,blood pressure,2,51900,51890.520000000004,591348,415,55
Docetaxel,2013,Docetaxel,chemotherapy/cancer,1,3090000,2941628.29,8309,1074,317
Docetaxel,2014,Docetaxel,chemotherapy/cancer,1,2680000,2598578.22,8434.3,1152,320
Docetaxel,2015,Docetaxel,chemotherapy/cancer,1,2150000,2083193.85,8228,1228,345
Docetaxel,2016,Docetaxel,chemotherapy/cancer,1,1870000,1828732.74,7192,1026,285
Docetaxel,2017,Docetaxel,chemotherapy/cancer,2,1520100,1521391.75,7580,991,288
Dolophine HCl,2013,Methadone HCl,pain reliever,1,3200,3047.21,16877,92,22
Dolophine HCl,2014,Methadone HCl,pain reliever,1,6120,5927.88,19936,102,20
Dolophine HCl,2015,Methadone HCl,pain reliever,1,9410,9134.46,15050,75,19
Dolophine HCl,2016,Methadone HCl,pain reliever,1,11100,10908.88,17652,83,16
Donepezil HCl,2013,Donepezil HCl,Alzheimer's disease,12,192601500,183506785.97,231248350.21,6057496,1408498
Donepezil HCl,2014,Donepezil HCl,Alzheimer's disease,14,199656700,193165746.05,299952736.84,7715376,1944237
Donepezil HCl,2015,Donepezil HCl,Alzheimer's disease,17,182326290,177026220.13,333318988.09,8455307,1746617
Donepezil HCl,2016,Donepezil HCl,Alzheimer's disease,17,154447770,151281518.6,341167918.08,8560682,1802899
Donepezil HCl,2017,Donepezil HCl,Alzheimer's disease,23,132056380,132096828.17,349284481.083,8493726,1771837
Donepezil HCl ODT,2013,Donepezil HCl,Alzheimer's disease,3,4299000,4092901.34,2165739.989,63282,16197
Donepezil HCl ODT,2014,Donepezil HCl,Alzheimer's disease,4,3464000,3357755.07,2455355,69465,18905
Donepezil HCl ODT,2015,Donepezil HCl,Alzheimer's disease,4,2695900,2620902.11,2581145.75,67843,19173
Donepezil HCl ODT,2016,Donepezil HCl,Alzheimer's disease,4,2175500,2130472.75,2798760,70531,19345
Donepezil HCl ODT,2017,Donepezil HCl,Alzheimer's disease,4,1839400,1839607.85,2554437.046,61933,21717
Doribax,2013,Doripenem,infection,1,45700,43561.42,3865.5,68,39
Doribax,2014,Doripenem,infection,1,425000,411822.15,143332.25,629,227
Doribax,2015,Doripenem,infection,1,481000,467134.1,338627,781,228
Doribax,2016,Doripenem,infection,1,378000,370716.58,246944.986,568,142
Doribax,2017,Doripenem,infection,1,145000,145105.55,129562,232,47
Dorzolamide HCl,2013,Dorzolamide HCl,eye,4,19630000,18699159.42,6140730,517628,168118
Dorzolamide HCl,2014,Dorzolamide HCl,eye,4,18950000,18340450.29,7396443.691000001,614005,215367
Dorzolamide HCl,2015,Dorzolamide HCl,eye,5,17231080,16733988.49,8190415.017,682081,236987
Dorzolamide HCl,2016,Dorzolamide HCl,eye,5,15862190,15548340.23,8138543.191,673324,203680
Dorzolamide HCl,2017,Dorzolamide HCl,eye,6,22793780,22786150.9,10966610.934,887941,368310
Dorzolamide-Timolol,2013,Dorzolamide HCl/Timolol Maleat,eye,4,69330000,65972866.14,18905373.005,1576297,474801
Dorzolamide-Timolol,2014,Dorzolamide HCl/Timolol Maleat,eye,4,56536000,54814490.78,20493103.508,1690262,489385
Dorzolamide-Timolol,2015,Dorzolamide HCl/Timolol Maleat,eye,5,42422563,41193655.21,19166053.348,1567528,524085
Dorzolamide-Timolol,2016,Dorzolamide HCl/Timolol Maleat,eye,5,35237030,34472021.61,18502242.64,1506993,426330
Dorzolamide-Timolol,2017,Dorzolamide HCl/Timolol Maleat,eye,6,51061910,51085032.26,24692103.291,1968074,695729
Dovonex,2013,Calcipotriene,dermatology,1,5820000,5540072.79,768344,7992,3149
Dovonex,2014,Calcipotriene,dermatology,1,1310000,1265084.61,162090,1468,671
Dovonex,2015,Calcipotriene,dermatology,1,906000,879902.69,99290,807,300
Dovonex,2016,Calcipotriene,dermatology,1,796000,779978.95,81770,595,186
Dovonex,2017,Calcipotriene,dermatology,1,547000,547492.85,55960,409,141
Doxazosin Mesylate,2013,Doxazosin Mesylate,blood pressure,4,35105000,33429054.57,99275814.35,1745434,544430
Doxazosin Mesylate,2014,Doxazosin Mesylate,blood pressure,6,72280000,70018424.61,121206657,2070902,578015
Doxazosin Mesylate,2015,Doxazosin Mesylate,blood pressure,8,72440800,70341198.97,126438328.43,2112754,596947
Doxazosin Mesylate,2016,Doxazosin Mesylate,blood pressure,8,78271400,76668712.96,153061343.2,2444351,677010
Doxazosin Mesylate,2017,Doxazosin Mesylate,blood pressure,10,74656940,74606847.95,155539644.551,2460848,764765
Doxepin HCl*,2013,Doxepin HCl,mental health,4,18390400,17475234.48,56791195.359,974390,201344
Doxepin HCl*,2014,Doxepin HCl,mental health,4,24870300,24063553.279999997,57667186.977000006,970319,199361
Doxepin HCl*,2015,Doxepin HCl,mental health,4,30788400,29920319.24,53962911.502,943753,187322
Doxepin HCl*,2016,Doxepin HCl,mental health,4,34917700,34217898.230000004,54998118.483,966052,193117
Doxepin HCl*,2017,Doxepin HCl,mental health,6,285593100,285633525.8,81198333.315,1110620,266473
Doxorubicin HCl,2013,Doxorubicin HCl,chemotherapy/cancer,2,14950,14245.34,9325,158,58
Doxorubicin HCl,2014,Doxorubicin HCl,chemotherapy/cancer,2,32500,31462.149999999998,22772.3,373,128
Doxorubicin HCl,2015,Doxorubicin HCl,chemotherapy/cancer,2,27900,27077.97,21525,341,131
Doxorubicin HCl,2016,Doxorubicin HCl,chemotherapy/cancer,2,36700,35922.619999999995,28750,453,155
Doxorubicin HCl,2017,Doxorubicin HCl,chemotherapy/cancer,2,39100,39018.93,26850,455,156
Doxorubicin HCl Liposome,2013,Doxorubicin HCl PEG-Liposomal,chemotherapy/cancer,1,136000,129334.82,1400,36,18
Doxorubicin HCl Liposome,2014,Doxorubicin HCl PEG-Liposomal,chemotherapy/cancer,1,364000,351901.55,3820,115,39
Doxorubicin HCl Liposome,2015,Doxorubicin HCl PEG-Liposomal,chemotherapy/cancer,1,465000,451329.36,4660,126,45
Doxorubicin HCl Liposome,2016,Doxorubicin HCl PEG-Liposomal,chemotherapy/cancer,1,467000,457890.22,5440,158,53
Doxorubicin HCl Liposome,2017,Doxorubicin HCl PEG-Liposomal,chemotherapy/cancer,1,334000,333681.08,4280,126,41
Doxy 100,2013,Doxycycline Hyclate,infection,1,186000,177532.23,138858.064,764,246
Doxy 100,2014,Doxycycline Hyclate,infection,2,362700,351372.96,264955.815,1373,422
Doxy 100,2015,Doxycycline Hyclate,infection,3,367700,357488.88,364156,1753,473
Doxy 100,2016,Doxycycline Hyclate,infection,3,446300,437349.82,453724,1879,505
Doxy 100,2017,Doxycycline Hyclate,infection,3,440100,440602.84,365263,1936,576
Doxycycline Hyclate,2013,Doxycycline Hyclate,infection,8,159943300,152334898.88,58158746.019999996,1815937,1252068
Doxycycline Hyclate,2014,Doxycycline Hyclate,infection,10,156657600,151611062.15,57424576.81,1791329,1201456
Doxycycline Hyclate,2015,Doxycycline Hyclate,infection,14,123602337,120081121.21,59941882.29,1947811,1358055
Doxycycline Hyclate,2016,Doxycycline Hyclate,infection,14,93376460,91496295.8,66239285.95,2156181,1532651
Doxycycline Hyclate,2017,Doxycycline Hyclate,infection,22,115793040,115751840.41,105975899.09,3796401,2849476
Doxycycline Monohydrate,2013,Doxycycline Monohydrate,infection,7,12659300,12046278.03,8511639.870000001,267543,195324
Doxycycline Monohydrate,2014,Doxycycline Monohydrate,infection,7,18180000,17596849.82,14957196.8,475377,354832
Doxycycline Monohydrate,2015,Doxycycline Monohydrate,infection,9,18196600,17668444.64,19927850.3,669991,509244
Doxycycline Monohydrate,2016,Doxycycline Monohydrate,infection,9,18121100,17758268.85,24034575.03,817108,622913
Doxycycline Monohydrate,2017,Doxycycline Monohydrate,infection,14,20069979,20072402.54,31856314.4,1125299,867273
Dronabinol,2013,Dronabinol,nausea,3,30075000,28684898.090000004,4023458.6,66466,23558
Dronabinol,2014,Dronabinol,nausea,3,33335000,32224360.53,4884421,82745,28130
Dronabinol,2015,Dronabinol,nausea,4,31779000,30902126.43,5023337,85946,31207
Dronabinol,2016,Dronabinol,nausea,4,29418200,28845968.380000003,5118748,86300,30343
Dronabinol,2017,Dronabinol,nausea,5,46571100,46523087.25,8044752,144356,51116
Drospirenone-Ethinyl Estradiol,2013,Ethinyl Estradiol/Drospirenone,women's health,1,10300,9777.83,5068,123,84
Drospirenone-Ethinyl Estradiol,2014,Ethinyl Estradiol/Drospirenone,women's health,1,85400,82661.77,43820,1121,224
Drospirenone-Ethinyl Estradiol,2015,Ethinyl Estradiol/Drospirenone,women's health,2,82030,79596.59000000001,45794,1134,292
Drospirenone-Ethinyl Estradiol,2016,Ethinyl Estradiol/Drospirenone,women's health,2,255600,250228.71,164500,4121,796
Drospirenone-Ethinyl Estradiol,2017,Ethinyl Estradiol/Drospirenone,women's health,3,492700,492577.25,378660,9106,2181
Droxia,2013,Hydroxyurea,anemia,1,91400,87019.98,107836,1956,387
Droxia,2014,Hydroxyurea,anemia,1,103000,99379.92,122400,2289,486
Droxia,2015,Hydroxyurea,anemia,1,120000,116937.94,146440,2653,549
Droxia,2016,Hydroxyurea,anemia,1,148000,144572.74,181544,3187,693
Droxia,2017,Hydroxyurea,anemia,1,164000,163597.76,206954,3579,734
Duetact,2013,Pioglitazone HCl/Glimepiride,diabetes/insulin,1,1750000,1669594.94,152702,4035,1179
Duetact,2014,Pioglitazone HCl/Glimepiride,diabetes/insulin,1,305000,295304.11,22026,599,173
Duetact,2015,Pioglitazone HCl/Glimepiride,diabetes/insulin,1,160000,155354.89,9668,253,54
Duetact,2016,Pioglitazone HCl/Glimepiride,diabetes/insulin,1,88400,86652.62,4785,131,31
Duetact,2017,Pioglitazone HCl/Glimepiride,diabetes/insulin,1,74300,74327.12,3780,94,19
Duexis,2013,Ibuprofen/FAmotidine,arthritis,1,3500000,3332033.56,587083,7634,4095
Duexis,2014,Ibuprofen/FAmotidine,arthritis,1,8620000,8344728.13,845645,10395,4960
Duexis,2015,Ibuprofen/FAmotidine,arthritis,1,21600000,20948013.92,1303052,15217,6812
Duexis,2016,Ibuprofen/FAmotidine,arthritis,1,24300000,23775066.64,1173726,13562,5907
Duexis,2017,Ibuprofen/FAmotidine,arthritis,1,31300000,31306032.03,1258255,14266,5515
Dulera,2013,Mometasone/Formoterol,asthma/respiratory,1,132000000,125658426.4,7507238.326,465813,153061
Dulera,2014,Mometasone/Formoterol,asthma/respiratory,1,201000000,194567330.3,10843836.9,661825,205470
Dulera,2015,Mometasone/Formoterol,asthma/respiratory,1,237000000,230364258.2,12121211.63,723175,210422
Dulera,2016,Mometasone/Formoterol,asthma/respiratory,1,209000000,204742095.3,11203193.7,633403,193860
Dulera,2017,Mometasone/Formoterol,asthma/respiratory,1,166000000,166436082.2,8509588.43,460278,150806
