Year,Category,num_yrs,first_year,brandlvl_spend,brandlvl_claims,brandlvl_avg_spend_perclaim,num_brands
2016,seizure disorder,4,2014,56305000,58954,955.066662143366,3
2016,seizure disorder,5,2013,2590763674,53953744,48.01823714031782,61
2017,seizure disorder,1,2017,47312600,48295,979.6583497256445,7
2017,seizure disorder,4,2014,81760000,78521,1041.2501114351576,3
2017,seizure disorder,5,2013,2816086819,63765922,44.162880903690215,61
2013,sleep,5,2013,826654500,12985340,63.66059725813879,18
2014,sleep,4,2014,62665100,407982,153.59770774200823,2
2014,sleep,5,2013,700155420,12028725,58.20695210839054,18
2015,sleep,3,2015,14000000,52720,265.5538694992413,1
2015,sleep,4,2014,62241500,485611,128.17152000263584,2
2015,sleep,5,2013,623366590,11484912,54.277001861224534,18
2016,sleep,3,2015,44700000,150697,296.6216978440181,1
2016,sleep,4,2014,69714600,428839,162.56590468684053,2
2016,sleep,5,2013,627483382,11570460,54.23149831553802,18
2017,sleep,1,2017,21255800,161925,131.2694148525552,4
2017,sleep,3,2015,60800000,190070,319.8821486820645,1
2017,sleep,4,2014,80989600,472027,171.57832073165306,2
2017,sleep,5,2013,520312868,12147861,42.83164484677591,18
2013,sterilization,5,2013,7819958,692673,11.289537776122355,16
2014,sterilization,5,2013,14409402.6,931093,15.475793073302022,16
2015,sterilization,5,2013,31234775,1149685,27.168115614276953,16
2016,sterilization,5,2013,42479560,1369517,31.017913614799962,16
2017,sterilization,1,2017,1840000,42670,43.12163112256855,1
2017,sterilization,5,2013,51882241,1445842,35.883755624750144,16
2013,STI,5,2013,122004740,1536637,79.39724215933887,8
2014,STI,5,2013,129880018,1716921,75.64705539742364,8
2015,STI,5,2013,117856820,1803464,65.35024818904064,8
2016,STI,5,2013,103713870,1874131,55.3397121119068,8
2017,STI,5,2013,82594490,1908864,43.26892329678804,8
2013,stroke/blood clot/general circulatory,5,2013,2666029980,20669443,128.98412308449724,33
2014,stroke/blood clot/general circulatory,4,2014,809000,107,7560.747663551402,1
2014,stroke/blood clot/general circulatory,5,2013,3601658240,22213677,162.13696813904335,33
2015,stroke/blood clot/general circulatory,3,2015,55150000,17605,3132.632774779892,4
2015,stroke/blood clot/general circulatory,4,2014,920000,118,7796.610169491525,1
2015,stroke/blood clot/general circulatory,5,2013,4726638750,26312367,179.63563483285256,33
2016,stroke/blood clot/general circulatory,2,2016,969000,227,4268.722466960352,1
2016,stroke/blood clot/general circulatory,3,2015,141070000,40677,3468.0531995968236,4
2016,stroke/blood clot/general circulatory,4,2014,1330000,184,7228.260869565217,1
2016,stroke/blood clot/general circulatory,5,2013,6043691230,27514870,219.65181845307646,33
2017,stroke/blood clot/general circulatory,1,2017,50600000,1060756,47.70182775303651,2
2017,stroke/blood clot/general circulatory,2,2016,985000,226,4358.407079646017,1
2017,stroke/blood clot/general circulatory,3,2015,177730000,48055,3698.4705025491626,4
2017,stroke/blood clot/general circulatory,4,2014,1010000,153,6601.307189542484,1
2017,stroke/blood clot/general circulatory,5,2013,8030233420,28691791,279.87912709945505,33
2013,transplant,5,2013,347013800,923639,375.702844942667,17
2014,transplant,4,2014,14216000,18991,748.5651097888474,4
2014,transplant,5,2013,369978200,1029029,359.5410819325792,17
2015,transplant,4,2014,100068000,72713,1376.2050802469985,4
2015,transplant,5,2013,229442800,1088020,210.8810499806989,17
2016,transplant,4,2014,93568000,83867,1115.6712413702649,4
2016,transplant,5,2013,193188970,1168469,165.33512656304958,17
2017,transplant,1,2017,4706000,2626,1792.079207920792,2
2017,transplant,4,2014,169916000,133722,1270.6660085849749,4
2017,transplant,5,2013,199861060,1171670,170.5779443017232,17
2013,urinary,5,2013,1246584750,9824042,126.89122766372537,35
2014,urinary,4,2014,201265623,836506,240.60272490573888,3
2014,urinary,5,2013,1467754690,11152241,131.61073994007123,35
2015,urinary,3,2015,4899000,24299,201.61323511255608,3
2015,urinary,4,2014,248826400,1020006,243.94601600382742,3
2015,urinary,5,2013,1655609790,11630620,142.34922901788553,35
2016,urinary,3,2015,8155000,41045,198.68437081252284,3
2016,urinary,4,2014,248622800,1114746,223.03089672445563,3
2016,urinary,5,2013,1844252660,11988235,153.8385475426533,35
2017,urinary,1,2017,43427800,85885,505.65057926296794,7
2017,urinary,3,2015,9020000,48193,187.16411097047288,3
2017,urinary,4,2014,235800230,1158243,203.584420540422,3
2017,urinary,5,2013,2123698500,14378210,147.70256520109248,35
2013,vaccine,5,2013,8374490,136629,61.29364922527428,15
2014,vaccine,5,2013,11028470,180394,61.13545905074448,15
2015,vaccine,3,2015,68000,219,310.50228310502285,1
2015,vaccine,5,2013,15388030,244818,62.85497798364499,15
2016,vaccine,3,2015,100000,287,348.4320557491289,1
2016,vaccine,5,2013,21260780,331075,64.21741297289134,15
2017,vaccine,1,2017,2166400,28543,75.89952002242231,5
2017,vaccine,3,2015,91200,283,322.26148409893995,1
2017,vaccine,5,2013,27717600,433689,63.91123593173911,15
2013,weight change,5,2013,94764350,940525,100.75686451715796,7
2014,weight change,5,2013,69508810,766005,90.74197949099549,7
2015,weight change,5,2013,46907950,612792,76.54791511638533,7
2016,weight change,5,2013,44674570,593851,75.22858427450657,7
2017,weight change,1,2017,368000,2018,182.3587710604559,3
2017,weight change,5,2013,48123640,632448,76.09106203197733,7
2013,women's health,5,2013,295553653,5543404,53.31627516233708,106
2014,women's health,4,2014,2071120,17482,118.47157075849445,22
2014,women's health,5,2013,350702470,5611222,62.50019514465833,106
2015,women's health,2,2015,13600,93,146.23655913978496,1
2015,women's health,3,2015,1710080,12305,138.97440065014223,9
2015,women's health,4,2014,10340890,94352,109.59905460403596,22
2015,women's health,5,2013,383433570,5721321,67.01836341642078,106
2016,women's health,2,2015,14400,91,158.24175824175825,1
2016,women's health,3,2015,2378600,20345,116.91324649791103,9
2016,women's health,4,2014,8951080,93913,95.31247005206947,22
2016,women's health,5,2013,429949370,5929673,72.50810795131535,106
2017,women's health,1,2017,461185350,1707702,270.06196045914334,67
2017,women's health,3,2015,2761010,22345,123.56276571940032,9
2017,women's health,4,2014,9662300,103025,93.78597427808785,22
2017,women's health,5,2013,414781980,7067091,58.69203891671977,106
