Brand Name,Year,brandspend,branddose,brandclaims,brandbens,avgspendperclaim,nomchngspend,nomchngdose,nomchngclaims,nomchngbens,nomchngspendperclaim,perchngspend,perchngdose,perchngclaims,perchngbens,perchngspendperclaim,Description
Gammaplex,2013,4710000,122291,1605,288,2934.5794392523367,32990000,795146,11038,1746,47.30777106167125,7.004246284501061,6.502081101634626,6.877258566978193,6.0625,0.016120800966875234,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Gammaplex,2014,10600000,275172,3790,729,2796.833773087071,32990000,795146,11038,1746,47.30777106167125,7.004246284501061,6.502081101634626,6.877258566978193,6.0625,0.016120800966875234,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Gammaplex,2015,9760000,263798,3751,588,2601.9728072513994,32990000,795146,11038,1746,47.30777106167125,7.004246284501061,6.502081101634626,6.877258566978193,6.0625,0.016120800966875234,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Gammaplex,2016,18300000,494996,6866,1316,2665.307311389455,32990000,795146,11038,1746,47.30777106167125,7.004246284501061,6.502081101634626,6.877258566978193,6.0625,0.016120800966875234,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Gammaplex,2017,37700000,917437,12643,2034,2981.887210314008,32990000,795146,11038,1746,47.30777106167125,7.004246284501061,6.502081101634626,6.877258566978193,6.0625,0.016120800966875234,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Hizentra,2013,147000000,9903039,29410,2712,4998.299897993879,-12000000,3676481,6669,786,-1256.5110457529636,-0.08163265306122447,0.3712477553607534,0.22675960557633457,0.2898230088495575,-0.2513876860924807,This medication is used to boost the body's natural defense system against infection in persons with a weakened immune system (primary immune deficiency). Immune globulin contains natural substances called antibodies (a type called IgG) that come from healthy human blood (plasma). These antibodies help protect your body against infections and help you to fight an infection if you get sick.
Hizentra,2014,167000000,11465803,32010,2957,5217.119650109341,-12000000,3676481,6669,786,-1256.5110457529636,-0.08163265306122447,0.3712477553607534,0.22675960557633457,0.2898230088495575,-0.2513876860924807,This medication is used to boost the body's natural defense system against infection in persons with a weakened immune system (primary immune deficiency). Immune globulin contains natural substances called antibodies (a type called IgG) that come from healthy human blood (plasma). These antibodies help protect your body against infections and help you to fight an infection if you get sick.
Hizentra,2015,186000000,12798576,34603,3244,5375.256480651967,-12000000,3676481,6669,786,-1256.5110457529636,-0.08163265306122447,0.3712477553607534,0.22675960557633457,0.2898230088495575,-0.2513876860924807,This medication is used to boost the body's natural defense system against infection in persons with a weakened immune system (primary immune deficiency). Immune globulin contains natural substances called antibodies (a type called IgG) that come from healthy human blood (plasma). These antibodies help protect your body against infections and help you to fight an infection if you get sick.
Hizentra,2016,199000000,13844874,37126,3491,5360.124979798524,-12000000,3676481,6669,786,-1256.5110457529636,-0.08163265306122447,0.3712477553607534,0.22675960557633457,0.2898230088495575,-0.2513876860924807,This medication is used to boost the body's natural defense system against infection in persons with a weakened immune system (primary immune deficiency). Immune globulin contains natural substances called antibodies (a type called IgG) that come from healthy human blood (plasma). These antibodies help protect your body against infections and help you to fight an infection if you get sick.
Hizentra,2017,135000000,13579520,36079,3498,3741.7888522409157,-12000000,3676481,6669,786,-1256.5110457529636,-0.08163265306122447,0.3712477553607534,0.22675960557633457,0.2898230088495575,-0.2513876860924807,This medication is used to boost the body's natural defense system against infection in persons with a weakened immune system (primary immune deficiency). Immune globulin contains natural substances called antibodies (a type called IgG) that come from healthy human blood (plasma). These antibodies help protect your body against infections and help you to fight an infection if you get sick.
Gammaked*,2013,227000000,5607101.5,64395,9280,3525.1184098144267,49000000,2012360.5,17756,2201,-165.45145506037625,0.2158590308370043,0.3588949656074534,0.2757356937650439,0.237176724137931,-0.04693500638155475,"This medication is used in people with a certain type of weakened immune system (primary immune deficiency) to strengthen it and to lower the risk of infection. This medication is made from human blood that has a high level of antibodies which help fight infections. This product is also used to increase the number of certain blood cells (platelets) in people with a certain blood disorder (idiopathic thrombocytopenic purpura-ITP). Platelets are needed to stop bleeding and to form normal blood clots. In addition, this medication is used to treat a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). This disorder causes weakness and numbness/tingling/pain in the arms and legs. This medication helps to improve these symptoms and prevents relapse."
Gammaked*,2014,254000000,6243375,69631,9574,3647.8005486062243,49000000,2012360.5,17756,2201,-165.45145506037625,0.2158590308370043,0.3588949656074534,0.2757356937650439,0.237176724137931,-0.04693500638155475,"This medication is used in people with a certain type of weakened immune system (primary immune deficiency) to strengthen it and to lower the risk of infection. This medication is made from human blood that has a high level of antibodies which help fight infections. This product is also used to increase the number of certain blood cells (platelets) in people with a certain blood disorder (idiopathic thrombocytopenic purpura-ITP). Platelets are needed to stop bleeding and to form normal blood clots. In addition, this medication is used to treat a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). This disorder causes weakness and numbness/tingling/pain in the arms and legs. This medication helps to improve these symptoms and prevents relapse."
Gammaked*,2015,297000000,7303309,79681,10478,3727.362859401865,49000000,2012360.5,17756,2201,-165.45145506037625,0.2158590308370043,0.3588949656074534,0.2757356937650439,0.237176724137931,-0.04693500638155475,"This medication is used in people with a certain type of weakened immune system (primary immune deficiency) to strengthen it and to lower the risk of infection. This medication is made from human blood that has a high level of antibodies which help fight infections. This product is also used to increase the number of certain blood cells (platelets) in people with a certain blood disorder (idiopathic thrombocytopenic purpura-ITP). Platelets are needed to stop bleeding and to form normal blood clots. In addition, this medication is used to treat a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). This disorder causes weakness and numbness/tingling/pain in the arms and legs. This medication helps to improve these symptoms and prevents relapse."
Gammaked*,2016,306000000,7457912,82092,10828,3727.5252156117526,49000000,2012360.5,17756,2201,-165.45145506037625,0.2158590308370043,0.3588949656074534,0.2757356937650439,0.237176724137931,-0.04693500638155475,"This medication is used in people with a certain type of weakened immune system (primary immune deficiency) to strengthen it and to lower the risk of infection. This medication is made from human blood that has a high level of antibodies which help fight infections. This product is also used to increase the number of certain blood cells (platelets) in people with a certain blood disorder (idiopathic thrombocytopenic purpura-ITP). Platelets are needed to stop bleeding and to form normal blood clots. In addition, this medication is used to treat a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). This disorder causes weakness and numbness/tingling/pain in the arms and legs. This medication helps to improve these symptoms and prevents relapse."
Gammaked*,2017,276000000,7619462,82151,11481,3359.6669547540505,49000000,2012360.5,17756,2201,-165.45145506037625,0.2158590308370043,0.3588949656074534,0.2757356937650439,0.237176724137931,-0.04693500638155475,"This medication is used in people with a certain type of weakened immune system (primary immune deficiency) to strengthen it and to lower the risk of infection. This medication is made from human blood that has a high level of antibodies which help fight infections. This product is also used to increase the number of certain blood cells (platelets) in people with a certain blood disorder (idiopathic thrombocytopenic purpura-ITP). Platelets are needed to stop bleeding and to form normal blood clots. In addition, this medication is used to treat a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). This disorder causes weakness and numbness/tingling/pain in the arms and legs. This medication helps to improve these symptoms and prevents relapse."
Carimune NF Nanofiltered*,2013,45900000,1402645,17451,3166,2630.221763795771,16300000,518917,6222,-8,-2.755874385894913,0.355119825708061,0.3699560473248755,0.35654117242564887,-0.0025268477574226234,-0.0010477726341667128,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Carimune NF Nanofiltered*,2014,60400000,1947996.8,23559,3677,2563.776051615094,16300000,518917,6222,-8,-2.755874385894913,0.355119825708061,0.3699560473248755,0.35654117242564887,-0.0025268477574226234,-0.0010477726341667128,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Carimune NF Nanofiltered*,2015,50000000,1639477,19330,2949,2586.6528711846872,16300000,518917,6222,-8,-2.755874385894913,0.355119825708061,0.3699560473248755,0.35654117242564887,-0.0025268477574226234,-0.0010477726341667128,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Carimune NF Nanofiltered*,2016,54700000,1600258,19560,2823,2796.523517382413,16300000,518917,6222,-8,-2.755874385894913,0.355119825708061,0.3699560473248755,0.35654117242564887,-0.0025268477574226234,-0.0010477726341667128,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Carimune NF Nanofiltered*,2017,62200000,1921562,23673,3158,2627.465889409876,16300000,518917,6222,-8,-2.755874385894913,0.355119825708061,0.3699560473248755,0.35654117242564887,-0.0025268477574226234,-0.0010477726341667128,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Octagam,2013,93100000,2848014,39936,6496,2331.229967948718,84900000,2249653,26828,3715,334.87751512599334,0.911922663802363,0.789902367052971,0.6717748397435896,0.5718903940886699,0.14364842582246692,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Octagam,2014,91200000,2749052,37654,6375,2422.053433898125,84900000,2249653,26828,3715,334.87751512599334,0.911922663802363,0.789902367052971,0.6717748397435896,0.5718903940886699,0.14364842582246692,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Octagam,2015,171000000,4225356.6,56113,8144,3047.4221659864916,84900000,2249653,26828,3715,334.87751512599334,0.911922663802363,0.789902367052971,0.6717748397435896,0.5718903940886699,0.14364842582246692,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Octagam,2016,234000000,5694965,73679,10666,3175.9388699629476,84900000,2249653,26828,3715,334.87751512599334,0.911922663802363,0.789902367052971,0.6717748397435896,0.5718903940886699,0.14364842582246692,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Octagam,2017,178000000,5097667,66764,10211,2666.107483074711,84900000,2249653,26828,3715,334.87751512599334,0.911922663802363,0.789902367052971,0.6717748397435896,0.5718903940886699,0.14364842582246692,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
Gammagard Liquid,2013,232000000,5698800,73023,11271,3177.081193596538,122000000,3270837,34871,4155,103.91682297528268,0.5258620689655173,0.5739518846072857,0.4775344754392452,0.3686451956348149,0.03270826794881063,"This medication is used in people with a certain type of weakened immune system (primary immune deficiency) to strengthen it and to lower the risk of infection. This medication is made from human blood that has a high level of antibodies which help fight infections. This product is also used to increase the number of certain blood cells (platelets) in people with a certain blood disorder (idiopathic thrombocytopenic purpura-ITP). Platelets are needed to stop bleeding and to form normal blood clots. In addition, this medication is used to treat a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). This disorder causes weakness and numbness/tingling/pain in the arms and legs. This medication helps to improve these symptoms and prevents relapse."
Gammagard Liquid,2014,261000000,6361121.4,80873,12119,3227.2822820966207,122000000,3270837,34871,4155,103.91682297528268,0.5258620689655173,0.5739518846072857,0.4775344754392452,0.3686451956348149,0.03270826794881063,"This medication is used in people with a certain type of weakened immune system (primary immune deficiency) to strengthen it and to lower the risk of infection. This medication is made from human blood that has a high level of antibodies which help fight infections. This product is also used to increase the number of certain blood cells (platelets) in people with a certain blood disorder (idiopathic thrombocytopenic purpura-ITP). Platelets are needed to stop bleeding and to form normal blood clots. In addition, this medication is used to treat a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). This disorder causes weakness and numbness/tingling/pain in the arms and legs. This medication helps to improve these symptoms and prevents relapse."
Gammagard Liquid,2015,272000000,6684634,82709,11702,3288.6384794883265,122000000,3270837,34871,4155,103.91682297528268,0.5258620689655173,0.5739518846072857,0.4775344754392452,0.3686451956348149,0.03270826794881063,"This medication is used in people with a certain type of weakened immune system (primary immune deficiency) to strengthen it and to lower the risk of infection. This medication is made from human blood that has a high level of antibodies which help fight infections. This product is also used to increase the number of certain blood cells (platelets) in people with a certain blood disorder (idiopathic thrombocytopenic purpura-ITP). Platelets are needed to stop bleeding and to form normal blood clots. In addition, this medication is used to treat a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). This disorder causes weakness and numbness/tingling/pain in the arms and legs. This medication helps to improve these symptoms and prevents relapse."
Gammagard Liquid,2016,288000000,7135887,86488,12021,3329.9417260197947,122000000,3270837,34871,4155,103.91682297528268,0.5258620689655173,0.5739518846072857,0.4775344754392452,0.3686451956348149,0.03270826794881063,"This medication is used in people with a certain type of weakened immune system (primary immune deficiency) to strengthen it and to lower the risk of infection. This medication is made from human blood that has a high level of antibodies which help fight infections. This product is also used to increase the number of certain blood cells (platelets) in people with a certain blood disorder (idiopathic thrombocytopenic purpura-ITP). Platelets are needed to stop bleeding and to form normal blood clots. In addition, this medication is used to treat a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). This disorder causes weakness and numbness/tingling/pain in the arms and legs. This medication helps to improve these symptoms and prevents relapse."
Gammagard Liquid,2017,354000000,8969637,107894,15426,3280.9980165718207,122000000,3270837,34871,4155,103.91682297528268,0.5258620689655173,0.5739518846072857,0.4775344754392452,0.3686451956348149,0.03270826794881063,"This medication is used in people with a certain type of weakened immune system (primary immune deficiency) to strengthen it and to lower the risk of infection. This medication is made from human blood that has a high level of antibodies which help fight infections. This product is also used to increase the number of certain blood cells (platelets) in people with a certain blood disorder (idiopathic thrombocytopenic purpura-ITP). Platelets are needed to stop bleeding and to form normal blood clots. In addition, this medication is used to treat a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). This disorder causes weakness and numbness/tingling/pain in the arms and legs. This medication helps to improve these symptoms and prevents relapse."
Cytovene*,2013,719000,15044,3839,715,187.2883563427976,140000,-2096,-1882,-331,251.64879235418755,0.19471488178025043,-0.1393246477000798,-0.4902318312060432,-0.46293706293706294,1.343643551943986,"Ganciclovir is an anti-viral drug. It is used to prevent disease caused by a virus called cytomegalovirus (CMV) in people who have received organ or bone marrow transplants. CMV disease can lead to serious infections in the body, including an infection in the eye, called CMV retinitis, that can cause blindness. Ganciclovir is also used to treat people with weakened immune systems (including people with AIDS) who have CMV retinitis. Ganciclovir works by slowing the growth of the CMV virus. It helps control CMV retinitis and decrease the risk of blindness. It also helps prevent the spread of infection to other areas of the body. Ganciclovir is not a cure for CMV disease. Some people may have worsening CMV retinitis even with treatment. Therefore, it is important to have your eyes checked regularly by your doctor."
Cytovene*,2014,709000,14718,3823,711,185.45644781585142,140000,-2096,-1882,-331,251.64879235418755,0.19471488178025043,-0.1393246477000798,-0.4902318312060432,-0.46293706293706294,1.343643551943986,"Ganciclovir is an anti-viral drug. It is used to prevent disease caused by a virus called cytomegalovirus (CMV) in people who have received organ or bone marrow transplants. CMV disease can lead to serious infections in the body, including an infection in the eye, called CMV retinitis, that can cause blindness. Ganciclovir is also used to treat people with weakened immune systems (including people with AIDS) who have CMV retinitis. Ganciclovir works by slowing the growth of the CMV virus. It helps control CMV retinitis and decrease the risk of blindness. It also helps prevent the spread of infection to other areas of the body. Ganciclovir is not a cure for CMV disease. Some people may have worsening CMV retinitis even with treatment. Therefore, it is important to have your eyes checked regularly by your doctor."
Cytovene*,2015,377000,9994,1787,361,210.96810296586457,140000,-2096,-1882,-331,251.64879235418755,0.19471488178025043,-0.1393246477000798,-0.4902318312060432,-0.46293706293706294,1.343643551943986,"Ganciclovir is an anti-viral drug. It is used to prevent disease caused by a virus called cytomegalovirus (CMV) in people who have received organ or bone marrow transplants. CMV disease can lead to serious infections in the body, including an infection in the eye, called CMV retinitis, that can cause blindness. Ganciclovir is also used to treat people with weakened immune systems (including people with AIDS) who have CMV retinitis. Ganciclovir works by slowing the growth of the CMV virus. It helps control CMV retinitis and decrease the risk of blindness. It also helps prevent the spread of infection to other areas of the body. Ganciclovir is not a cure for CMV disease. Some people may have worsening CMV retinitis even with treatment. Therefore, it is important to have your eyes checked regularly by your doctor."
Cytovene*,2016,410000,11241.5,1888,373,217.16101694915255,140000,-2096,-1882,-331,251.64879235418755,0.19471488178025043,-0.1393246477000798,-0.4902318312060432,-0.46293706293706294,1.343643551943986,"Ganciclovir is an anti-viral drug. It is used to prevent disease caused by a virus called cytomegalovirus (CMV) in people who have received organ or bone marrow transplants. CMV disease can lead to serious infections in the body, including an infection in the eye, called CMV retinitis, that can cause blindness. Ganciclovir is also used to treat people with weakened immune systems (including people with AIDS) who have CMV retinitis. Ganciclovir works by slowing the growth of the CMV virus. It helps control CMV retinitis and decrease the risk of blindness. It also helps prevent the spread of infection to other areas of the body. Ganciclovir is not a cure for CMV disease. Some people may have worsening CMV retinitis even with treatment. Therefore, it is important to have your eyes checked regularly by your doctor."
Cytovene*,2017,859000,12948,1957,384,438.93714869698516,140000,-2096,-1882,-331,251.64879235418755,0.19471488178025043,-0.1393246477000798,-0.4902318312060432,-0.46293706293706294,1.343643551943986,"Ganciclovir is an anti-viral drug. It is used to prevent disease caused by a virus called cytomegalovirus (CMV) in people who have received organ or bone marrow transplants. CMV disease can lead to serious infections in the body, including an infection in the eye, called CMV retinitis, that can cause blindness. Ganciclovir is also used to treat people with weakened immune systems (including people with AIDS) who have CMV retinitis. Ganciclovir works by slowing the growth of the CMV virus. It helps control CMV retinitis and decrease the risk of blindness. It also helps prevent the spread of infection to other areas of the body. Ganciclovir is not a cure for CMV disease. Some people may have worsening CMV retinitis even with treatment. Therefore, it is important to have your eyes checked regularly by your doctor."
Hepagam B,2013,166000,3129,273,102,608.0586080586081,-94300,-1897,-165,-57,55.8302808302808,-0.5680722891566266,-0.6062639821029083,-0.6043956043956045,-0.5588235294117647,0.09181726907630516,This medication is used to prevent a certain serious virus infection (hepatitis B) in people who have been exposed to this virus under certain conditions (such as direct contact with blood or body fluids containing this virus). Certain brands of this medication may also be given after a liver transplant to prevent return of hepatitis B infection in people with previous infection. Ask your doctor or pharmacist if you have questions about your particular brand. This medication is made from healthy human blood that has high levels of certain defensive substances (antibodies) that help fight hepatitis B.
Hepagam B,2014,97600,1859,175,61,557.7142857142857,-94300,-1897,-165,-57,55.8302808302808,-0.5680722891566266,-0.6062639821029083,-0.6043956043956045,-0.5588235294117647,0.09181726907630516,This medication is used to prevent a certain serious virus infection (hepatitis B) in people who have been exposed to this virus under certain conditions (such as direct contact with blood or body fluids containing this virus). Certain brands of this medication may also be given after a liver transplant to prevent return of hepatitis B infection in people with previous infection. Ask your doctor or pharmacist if you have questions about your particular brand. This medication is made from healthy human blood that has high levels of certain defensive substances (antibodies) that help fight hepatitis B.
Hepagam B,2015,91700,1678,170,60,539.4117647058823,-94300,-1897,-165,-57,55.8302808302808,-0.5680722891566266,-0.6062639821029083,-0.6043956043956045,-0.5588235294117647,0.09181726907630516,This medication is used to prevent a certain serious virus infection (hepatitis B) in people who have been exposed to this virus under certain conditions (such as direct contact with blood or body fluids containing this virus). Certain brands of this medication may also be given after a liver transplant to prevent return of hepatitis B infection in people with previous infection. Ask your doctor or pharmacist if you have questions about your particular brand. This medication is made from healthy human blood that has high levels of certain defensive substances (antibodies) that help fight hepatitis B.
Hepagam B,2016,86700,1557,132,46,656.8181818181819,-94300,-1897,-165,-57,55.8302808302808,-0.5680722891566266,-0.6062639821029083,-0.6043956043956045,-0.5588235294117647,0.09181726907630516,This medication is used to prevent a certain serious virus infection (hepatitis B) in people who have been exposed to this virus under certain conditions (such as direct contact with blood or body fluids containing this virus). Certain brands of this medication may also be given after a liver transplant to prevent return of hepatitis B infection in people with previous infection. Ask your doctor or pharmacist if you have questions about your particular brand. This medication is made from healthy human blood that has high levels of certain defensive substances (antibodies) that help fight hepatitis B.
Hepagam B,2017,71700,1232,108,45,663.8888888888889,-94300,-1897,-165,-57,55.8302808302808,-0.5680722891566266,-0.6062639821029083,-0.6043956043956045,-0.5588235294117647,0.09181726907630516,This medication is used to prevent a certain serious virus infection (hepatitis B) in people who have been exposed to this virus under certain conditions (such as direct contact with blood or body fluids containing this virus). Certain brands of this medication may also be given after a liver transplant to prevent return of hepatitis B infection in people with previous infection. Ask your doctor or pharmacist if you have questions about your particular brand. This medication is made from healthy human blood that has high levels of certain defensive substances (antibodies) that help fight hepatitis B.
Flebogamma Dif,2013,68600000,1855806,22538,3826,3043.7483361434024,-22700000,-315153,-5476,-951,-353.5596126643263,-0.3309037900874635,-0.16982001351434362,-0.2429674327801935,-0.24856246732880294,-0.11615927915785111,"This medication is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system. This medication is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenia purpura-ITP). Platelets are needed to stop bleeding and form blood clots. Some immune globulin products may also be used to treat a certain type of muscle weakness problem (multifocal motor neuropathy) or a certain nerve disorder (chronic inflammatory demyelinating polyneuropathy-CIDP). Some products may also be used to prevent certain blood vessel disorders in people with Kawasaki syndrome."
