Manufacturer,Year,avg_spend_per_claim_status,manufacturer_diff,price_status_drugs
B.Braun,2014,above_average,50407.7,7
B.Braun,2014,at_average,0,2
B.Braun,2014,below_average,-346778.24000000005,7
B.Braun,2015,above_average,29542.9,5
B.Braun,2015,at_average,0,3
B.Braun,2015,below_average,-334330,9
B.Braun,2016,above_average,9516,1
B.Braun,2016,at_average,0,3
B.Braun,2016,below_average,-590504.4500000001,13
B.Braun,2017,above_average,7678.400000000003,2
B.Braun,2017,at_average,0,4
B.Braun,2017,below_average,-586603.7499999999,14
B.F Ascher & Co,2013,at_average,0,1
B.F Ascher & Co,2014,at_average,0,1
B.F Ascher & Co,2015,at_average,0,1
B.F Ascher & Co,2016,at_average,0,1
B.F Ascher & Co,2017,at_average,0,1
Banner Life Sci,2014,below_average,-1390905,1
Banner Life Sci,2015,above_average,275786.33,3
Banner Life Sci,2015,below_average,-1816236,2
Banner Life Sci,2016,above_average,1140566.199999999,3
Banner Life Sci,2016,below_average,-252182.00000000006,2
Banner Life Sci,2017,above_average,206533.09999999995,4
Banner Life Sci,2017,below_average,-109291.52999999997,3
Banner Pharmaca,2013,above_average,181135,1
Banner Pharmaca,2014,above_average,1319175,1
Banner Pharmaca,2014,below_average,-64878,1
Banner Pharmaca,2015,above_average,978731.9999999997,1
Banner Pharmaca,2015,below_average,-132369.60000000018,1
Banner Pharmaca,2016,above_average,24543,1
Banner Pharmaca,2016,below_average,-56317.20000000001,1
Banner Pharmaca,2017,below_average,-56888.90000000002,2
Barr,2013,above_average,423441.2999999999,2
Barr,2013,at_average,0,1
Barr,2013,below_average,-222301,1
Barr,2014,above_average,664770.2000000002,4
Barr,2015,above_average,482451.0000000002,4
Barr,2016,above_average,181805.09999999998,3
Barr,2016,below_average,-33706.79999999998,1
Barr,2017,above_average,38590.05,2
Barr,2017,below_average,-15240,2
Baxalta US Inc.,2013,at_average,0,3
Baxalta US Inc.,2014,at_average,0,5
Baxalta US Inc.,2015,at_average,0,5
Baxalta US Inc.,2016,at_average,0,5
Baxalta US Inc.,2017,at_average,0,5
Baxter Healthca,2013,above_average,1496900.8999999997,13
Baxter Healthca,2013,at_average,0,19
Baxter Healthca,2013,below_average,-127668.49999999999,5
Baxter Healthca,2014,above_average,2045031.2799999996,11
Baxter Healthca,2014,at_average,0,20
Baxter Healthca,2014,below_average,-136327.6,7
Baxter Healthca,2015,above_average,2950760.4000000004,15
Baxter Healthca,2015,at_average,0,18
Baxter Healthca,2015,below_average,-107311.7,5
Baxter Healthca,2016,above_average,3167320.8999999994,19
Baxter Healthca,2016,at_average,0,18
Baxter Healthca,2016,below_average,-82309.5,1
Baxter Healthca,2017,above_average,2793491.500000001,16
Baxter Healthca,2017,at_average,0,23
Baxter Healthca,2017,below_average,-116042.99999999988,7
Baxter/Premierp,2015,below_average,-5883,2
Baxter/Premierp,2016,below_average,-7574.0999999999995,2
Baxter/Premierp,2017,below_average,-8898.6,2
"Bayer,Pharm Div",2013,at_average,0,19
"Bayer,Pharm Div",2014,at_average,0,20
"Bayer,Pharm Div",2015,at_average,0,20
"Bayer,Pharm Div",2016,at_average,0,20
"Bayer,Pharm Div",2017,at_average,0,20
"Bayer,Pharmaceu",2013,at_average,0,1
"Bayer,Pharmaceu",2014,at_average,0,1
"Bayer,Pharmaceu",2015,at_average,0,1
"Bayer,Pharmaceu",2016,at_average,0,1
"Bayer,Pharmaceu",2017,at_average,0,1
Bayer/Covis,2013,at_average,0,2
Bayer/Covis,2014,at_average,0,2
Bayer/Covis,2015,at_average,0,2
Bayer/Covis,2016,at_average,0,2
Bayer/Covis,2017,at_average,0,2
Bayshore Pharma,2014,below_average,-83886.38999999998,2
Bayshore Pharma,2015,above_average,14000,1
Bayshore Pharma,2015,below_average,-257104.4400000001,1
Bayshore Pharma,2016,above_average,20657,1
Bayshore Pharma,2016,below_average,-182586.59999999971,1
Bayshore Pharma,2017,above_average,362587.8800000001,3
Bayshore Pharma,2017,below_average,-458.19999999999976,1
Bd Diabetes,2013,above_average,7100738.700000001,4
Bd Diabetes,2013,at_average,0,4
Bd Diabetes,2014,above_average,6587014.500000002,4
Bd Diabetes,2014,at_average,0,4
Bd Diabetes,2015,above_average,7030782.800000002,4
Bd Diabetes,2015,at_average,0,4
Bd Diabetes,2016,above_average,6035896.799999997,4
Bd Diabetes,2016,at_average,0,4
Bd Diabetes,2017,above_average,5001328.200000007,5
Bd Diabetes,2017,at_average,0,10
Bd Medical Surg,2013,above_average,15707.999999999998,2
Bd Medical Surg,2013,at_average,0,2
Bd Medical Surg,2013,below_average,-3140.1000000000195,2
Bd Medical Surg,2014,above_average,29387.800000000007,3
Bd Medical Surg,2014,at_average,0,2
Bd Medical Surg,2014,below_average,-755.1999999999839,2
Bd Medical Surg,2015,above_average,49373.100000000006,3
Bd Medical Surg,2015,at_average,0,2
Bd Medical Surg,2015,below_average,-2132.400000000005,2
Bd Medical Surg,2016,above_average,48627.19999999999,3
Bd Medical Surg,2016,at_average,0,2
Bd Medical Surg,2016,below_average,-2019.600000000005,2
Bd Medical Surg,2017,above_average,41548,3
Bd Medical Surg,2017,at_average,0,2
Bd Medical Surg,2017,below_average,-1311.5999999999954,2
Beach Products,2013,at_average,0,3
Beach Products,2014,at_average,0,3
Beach Products,2015,at_average,0,3
Beach Products,2016,at_average,0,3
Beach Products,2017,at_average,0,3
Becton Dickinso,2013,above_average,3171.2999999999975,1
Becton Dickinso,2013,at_average,0,5
Becton Dickinso,2013,below_average,-1124.8000000000002,1
Becton Dickinso,2014,above_average,546.5,1
Becton Dickinso,2014,at_average,0,5
Becton Dickinso,2014,below_average,-3773.5999999999995,1
Becton Dickinso,2015,above_average,2075.699999999995,1
Becton Dickinso,2015,at_average,0,6
Becton Dickinso,2015,below_average,-3747.6000000000004,1
Becton Dickinso,2016,above_average,1981.1999999999957,1
Becton Dickinso,2016,at_average,0,6
Becton Dickinso,2016,below_average,-2087.5,1
Becton Dickinso,2017,above_average,1624.4999999999975,1
Becton Dickinso,2017,at_average,0,7
Becton Dickinso,2017,below_average,-1543.999999999998,1
Beiersdorf-Futu,2013,below_average,-199.68,1
Beiersdorf-Futu,2014,below_average,-348.47999999999996,1
Beiersdorf-Futu,2015,below_average,-272.5,1
Beiersdorf-Futu,2016,below_average,-389.3399999999999,1
Beiersdorf-Futu,2017,below_average,-133.65999999999997,1
Bi-Coastal Phar,2017,below_average,-775032.3300000001,4
Bio Products La,2013,at_average,0,1
Bio Products La,2014,at_average,0,1
Bio Products La,2015,at_average,0,1
Bio Products La,2016,at_average,0,1
Bio Products La,2017,at_average,0,1
"Biocomp Pharma,",2013,at_average,0,2
"Biocomp Pharma,",2014,at_average,0,2
"Biocomp Pharma,",2014,below_average,-192137.2,2
"Biocomp Pharma,",2015,at_average,0,2
"Biocomp Pharma,",2015,below_average,-401087.2,3
"Biocomp Pharma,",2016,at_average,0,2
"Biocomp Pharma,",2016,below_average,-442646,3
"Biocomp Pharma,",2017,at_average,0,3
"Biocomp Pharma,",2017,below_average,-14141.200000000004,2
Biodelivery Sci,2015,at_average,0,1
Biodelivery Sci,2016,at_average,0,1
Biodelivery Sci,2017,at_average,0,1
Biogen-Idec,2013,at_average,0,2
Biogen-Idec,2014,at_average,0,3
Biogen-Idec,2015,at_average,0,7
Biogen-Idec,2016,at_average,0,7
Biogen-Idec,2017,at_average,0,7
Biomarin Pharma,2013,at_average,0,1
Biomarin Pharma,2014,at_average,0,1
Biomarin Pharma,2015,at_average,0,1
Biomarin Pharma,2016,at_average,0,1
Biomarin Pharma,2017,at_average,0,2
Biomes Pharmace,2017,below_average,-3570.6400000000003,2
Bionpharma Inc.,2015,below_average,-3390,1
Bionpharma Inc.,2016,below_average,-816606.9000000003,1
Bionpharma Inc.,2017,above_average,125009.6,2
Bionpharma Inc.,2017,below_average,-2362570.1799999997,8
Biotest/Adma,2017,at_average,0,1
Blu Pharmaceuti,2013,below_average,-5144,1
Blu Pharmaceuti,2014,below_average,-58.5,1
Blu Pharmaceuti,2015,above_average,676.5000000000002,1
Blu Pharmaceuti,2016,above_average,352.4999999999998,1
Blu Pharmaceuti,2017,at_average,0,1
Bluepoint Labor,2013,above_average,651209.6000000001,4
Bluepoint Labor,2013,below_average,-216096.7000000001,3
Bluepoint Labor,2014,above_average,5992915.1,7
Bluepoint Labor,2014,below_average,-27197878.71,42
Bluepoint Labor,2015,above_average,5507819.9,4
Bluepoint Labor,2015,at_average,0,1
Bluepoint Labor,2015,below_average,-32727805.740000002,44
Bluepoint Labor,2016,above_average,3709605.5999999996,9
Bluepoint Labor,2016,below_average,-30716132.490000002,40
Bluepoint Labor,2017,above_average,4804896.399999999,6
Bluepoint Labor,2017,at_average,0,1
Bluepoint Labor,2017,below_average,-32176240.01,42
BMS,2013,at_average,0,2
BMS,2014,at_average,0,2
BMS,2015,at_average,0,2
BMS,2016,at_average,0,2
BMS,2017,at_average,0,2
BMS Onco/Immun,2013,at_average,0,5
BMS Onco/Immun,2014,at_average,0,5
BMS Onco/Immun,2015,at_average,0,5
BMS Onco/Immun,2016,at_average,0,5
BMS Onco/Immun,2017,at_average,0,4
BMS Primarycare,2013,at_average,0,16
BMS Primarycare,2014,at_average,0,16
BMS Primarycare,2015,at_average,0,19
BMS Primarycare,2016,at_average,0,19
BMS Primarycare,2017,at_average,0,22
BMS/Gilead,2017,at_average,0,1
Boca Medical,2013,at_average,0,1
Boca Medical,2013,below_average,-2713.2000000000007,1
Boca Medical,2014,at_average,0,1
Boca Medical,2014,below_average,-2657.7999999999997,1
Boca Medical,2015,at_average,0,1
Boca Medical,2015,below_average,-3094.2999999999997,1
Boca Medical,2016,at_average,0,1
Boca Medical,2016,below_average,-1142.3999999999999,1
Boca Medical,2017,at_average,0,1
Boca Medical,2017,below_average,-772.8999999999999,1
Boca Pharmacal/,2013,above_average,19531692,1
Boca Pharmacal/,2013,below_average,-885311.8800000001,3
Boca Pharmacal/,2014,above_average,44514887.39999999,2
Boca Pharmacal/,2014,below_average,-863507,2
Boca Pharmacal/,2015,above_average,26250959.439999998,2
Boca Pharmacal/,2015,below_average,-597205,2
Boca Pharmacal/,2016,above_average,15164567.600000001,1
Boca Pharmacal/,2016,below_average,-349116.0399999999,3
Boca Pharmacal/,2017,above_average,6144493.600000001,1
Boca Pharmacal/,2017,below_average,-111747.22000000002,3
Boehringer Ing.,2013,at_average,0,22
Boehringer Ing.,2014,at_average,0,26
Boehringer Ing.,2015,at_average,0,29
Boehringer Ing.,2016,at_average,0,29
Boehringer Ing.,2017,at_average,0,30
Boehringer Ing.,2017,below_average,-6669,1
Braintree Labs.,2013,at_average,0,3
Braintree Labs.,2014,at_average,0,3
Braintree Labs.,2015,at_average,0,3
Braintree Labs.,2016,at_average,0,3
Braintree Labs.,2017,at_average,0,3
Breckenridge,2013,above_average,5746116.100000001,13
Breckenridge,2013,at_average,0,4
Breckenridge,2013,below_average,-3992366.5999999978,9
Breckenridge,2014,above_average,6354507.400000003,17
Breckenridge,2014,at_average,0,4
Breckenridge,2014,below_average,-8653331.660000006,8
Breckenridge,2015,above_average,5744515.299999999,17
Breckenridge,2015,at_average,0,3
Breckenridge,2015,below_average,-16345911.829999996,12
Breckenridge,2016,above_average,3966725.9000000022,14
Breckenridge,2016,at_average,0,4
Breckenridge,2016,below_average,-35145075.6,14
Breckenridge,2017,above_average,5850356.8100000005,16
Breckenridge,2017,at_average,0,2
Breckenridge,2017,below_average,-33278348.369999997,15
Burel Pharmaceu,2017,below_average,-1637.7000000000003,1
Camber Pharmace,2013,above_average,16959955.65,12
Camber Pharmace,2013,below_average,-34991946.699999996,18
Camber Pharmace,2014,above_average,9467102.52,8
Camber Pharmace,2014,below_average,-33073917.360000003,31
Camber Pharmace,2015,above_average,32782993.82,18
Camber Pharmace,2015,below_average,-38881393.970000006,31
Camber Pharmace,2016,above_average,49412926.19,19
Camber Pharmace,2016,below_average,-32872912.80000001,30
Camber Pharmace,2017,above_average,23126652.419999983,15
Camber Pharmace,2017,at_average,0,1
Camber Pharmace,2017,below_average,-22299852.299999997,47
Can-Am/Access C,2013,above_average,158932.80000000002,3
Can-Am/Access C,2013,below_average,-59779.500000000015,3
Can-Am/Access C,2014,above_average,201029.39999999994,3
Can-Am/Access C,2014,below_average,-66963.6,3
Can-Am/Access C,2015,above_average,196168.59999999998,3
Can-Am/Access C,2015,below_average,-58930.70000000001,3
Can-Am/Access C,2016,above_average,120469.79999999996,3
Can-Am/Access C,2016,below_average,-42484.8,3
Can-Am/Access C,2017,above_average,98049.00000000001,3
Can-Am/Access C,2017,below_average,-23634.600000000006,3
Caraco Pharm,2013,below_average,-253672.70000000013,2
Caraco Pharm,2014,above_average,885.6800000000597,1
Caraco Pharm,2014,below_average,-133675.09999999998,1
Caraco Pharm,2015,below_average,-137554.63999999998,3
Caraco Pharm,2016,below_average,-63849.96,3
Caraco Pharm,2017,below_average,-18799.399999999998,3
Caraco Pharma I,2013,at_average,0,1
Caraco Pharma I,2014,at_average,0,2
Caraco Pharma I,2015,at_average,0,2
Caraco Pharma I,2016,at_average,0,2
Caraco Pharma I,2017,at_average,0,2
Caraco Pharmace,2013,above_average,514833.60000000003,1
Caraco Pharmace,2013,at_average,0,1
Caraco Pharmace,2013,below_average,-88195.80000000002,1
Caraco Pharmace,2014,above_average,727927.2,1
Caraco Pharmace,2014,at_average,0,1
Caraco Pharmace,2014,below_average,-75986.89000000003,1
Caraco Pharmace,2015,above_average,428371.8,1
Caraco Pharmace,2015,at_average,0,1
Caraco Pharmace,2015,below_average,-61408.38000000002,1
Caraco Pharmace,2016,above_average,231338.8,1
Caraco Pharmace,2016,at_average,0,1
Caraco Pharmace,2016,below_average,-59089.24,1
Caraco Pharmace,2017,above_average,50167.8,1
Caraco Pharmace,2017,at_average,0,1
Caraco Pharmace,2017,below_average,-7178.080000000002,1
Caraco/Sun Phar,2013,above_average,2901037.4799999944,6
Caraco/Sun Phar,2013,below_average,-10347564.569999998,13
Caraco/Sun Phar,2014,above_average,8731407.46,6
Caraco/Sun Phar,2014,at_average,0,1
Caraco/Sun Phar,2014,below_average,-11416295.189999996,15
Caraco/Sun Phar,2015,above_average,3477044.369999999,6
Caraco/Sun Phar,2015,at_average,0,1
Caraco/Sun Phar,2015,below_average,-13566182.129999999,15
Caraco/Sun Phar,2016,above_average,2907184.6199999996,5
Caraco/Sun Phar,2016,at_average,0,1
Caraco/Sun Phar,2016,below_average,-13039299.3,16
Caraco/Sun Phar,2017,above_average,802804.85,4
Caraco/Sun Phar,2017,at_average,0,2
Caraco/Sun Phar,2017,below_average,-8971570.994999997,17
Carlsbad Tech,2013,above_average,1469231.8300000003,4
Carlsbad Tech,2013,below_average,-4910617.7700000005,5
Carlsbad Tech,2014,above_average,568361.0099999998,2
Carlsbad Tech,2014,below_average,-21816131.71,9
Carlsbad Tech,2015,above_average,2212.599999999998,1
Carlsbad Tech,2015,at_average,0,1
Carlsbad Tech,2015,below_average,-32725326.48,9
Carlsbad Tech,2016,above_average,7630.399999999973,1
Carlsbad Tech,2016,below_average,-16827886.38,10
Carlsbad Tech,2017,above_average,10982.200000000012,2
Carlsbad Tech,2017,at_average,0,1
Carlsbad Tech,2017,below_average,-25875500.36,10
Carwin Associat,2017,at_average,0,1
Celgene,2013,at_average,0,4
Celgene,2014,at_average,0,5
Celgene,2015,at_average,0,5
Celgene,2016,at_average,0,5
Celgene,2017,at_average,0,5
Centurion Labs,2015,at_average,0,1
Centurion Labs,2016,at_average,0,1
Centurion Labs,2017,at_average,0,1
"Cephalon,Inc.-T",2013,above_average,216079,1
"Cephalon,Inc.-T",2013,at_average,0,6
"Cephalon,Inc.-T",2013,below_average,-11464163,1
"Cephalon,Inc.-T",2014,above_average,67137,1
"Cephalon,Inc.-T",2014,at_average,0,7
"Cephalon,Inc.-T",2014,below_average,-4568346,1
"Cephalon,Inc.-T",2015,above_average,62754,1
"Cephalon,Inc.-T",2015,at_average,0,7
"Cephalon,Inc.-T",2015,below_average,-2252344,1
"Cephalon,Inc.-T",2016,above_average,69845,1
"Cephalon,Inc.-T",2016,at_average,0,7
"Cephalon,Inc.-T",2016,below_average,-1268680,1
"Cephalon,Inc.-T",2017,at_average,0,8
"Cephalon,Inc.-T",2017,below_average,-1076326,2
Chain Drug,2013,above_average,91.83999999999979,1
Chain Drug,2013,below_average,-53.5,1
Chain Drug,2014,below_average,-290.22000000000094,2
Chain Drug,2015,above_average,1024,1
Chain Drug,2015,below_average,-768.8099999999996,1
Chain Drug,2016,above_average,595,1
Chain Drug,2016,below_average,-1037.27,1
Chain Drug,2017,below_average,-792.8799999999999,2
Chain Drug Cons,2013,below_average,-85360.40000000001,7
Chain Drug Cons,2014,below_average,-109212.15,7
Chain Drug Cons,2015,below_average,-186263.88,7
Chain Drug Cons,2016,below_average,-133912.33000000002,7
Chain Drug Cons,2017,above_average,5670,1
Chain Drug Cons,2017,below_average,-110116.17000000001,6
"Chiesi USA, Inc",2013,at_average,0,2
"Chiesi USA, Inc",2014,at_average,0,2
"Chiesi USA, Inc",2015,at_average,0,2
"Chiesi USA, Inc",2016,at_average,0,2
"Chiesi USA, Inc",2017,at_average,0,2
Cintex Services,2017,below_average,-25800,1
"Cipla USA, Inc.",2015,above_average,279326.3299999995,3
"Cipla USA, Inc.",2015,below_average,-904838.6499999998,7
"Cipla USA, Inc.",2016,above_average,6902361.65,5
"Cipla USA, Inc.",2016,below_average,-2117349.4599999995,5
"Cipla USA, Inc.",2017,above_average,17006510.76,15
"Cipla USA, Inc.",2017,at_average,0,1
"Cipla USA, Inc.",2017,below_average,-26939454.48,22
Citron Pharma L,2013,above_average,3325.2000000000003,1
Citron Pharma L,2013,below_average,-537636,1
Citron Pharma L,2014,above_average,1421164.7000000002,6
Citron Pharma L,2014,below_average,-17036647.99,10
Citron Pharma L,2015,above_average,2529702.68,10
Citron Pharma L,2015,below_average,-26483035.08,15
Citron Pharma L,2016,above_average,5247197.95,8
Citron Pharma L,2016,below_average,-40029585.599999994,17
Citron Pharma L,2017,above_average,5678325.750000001,13
Citron Pharma L,2017,below_average,-40786854.930000015,27
Claris/Baxter,2017,above_average,89760.32,4
Claris/Baxter,2017,below_average,-12096.800000000003,2
Claris/Renaissa,2017,below_average,-7546.899999999999,1
Clover Pharmace,2015,at_average,0,1
Clover Pharmace,2016,at_average,0,1
Clover Pharmace,2017,at_average,0,1
"Cmp Pharma, Inc",2013,above_average,131393.2,2
"Cmp Pharma, Inc",2013,at_average,0,1
"Cmp Pharma, Inc",2014,above_average,97955.3,2
"Cmp Pharma, Inc",2014,at_average,0,1
"Cmp Pharma, Inc",2015,above_average,42596.15000000001,2
"Cmp Pharma, Inc",2015,at_average,0,1
"Cmp Pharma, Inc",2016,above_average,83994.60999999996,2
"Cmp Pharma, Inc",2016,at_average,0,1
"Cmp Pharma, Inc",2017,above_average,135171.44000000003,2
"Cmp Pharma, Inc",2017,at_average,0,2
"Cmp Pharma, Inc*",2013,at_average,0,1
"Cmp Pharma, Inc*",2014,at_average,0,1
"Cmp Pharma, Inc*",2015,at_average,0,1
"Cmp Pharma, Inc*",2016,at_average,0,1
"Cmp Pharma, Inc*",2017,at_average,0,1
Colgate Oral Ph,2013,at_average,0,3
Colgate Oral Ph,2014,at_average,0,3
Colgate Oral Ph,2015,at_average,0,3
Colgate Oral Ph,2016,at_average,0,3
Colgate Oral Ph,2017,at_average,0,6
Collegium Pharm,2017,at_average,0,1
Concordia Pharm,2013,at_average,0,1
Concordia Pharm,2014,at_average,0,1
Concordia Pharm,2015,above_average,1218,1
Concordia Pharm,2015,at_average,0,3
Concordia Pharm,2016,above_average,445602,1
Concordia Pharm,2016,at_average,0,3
Concordia Pharm,2017,above_average,706777,3
Concordia Pharm,2017,at_average,0,4
Corcept Therape,2013,at_average,0,1
Corcept Therape,2014,at_average,0,1
Corcept Therape,2015,at_average,0,1
Corcept Therape,2016,at_average,0,1
Corcept Therape,2017,at_average,0,1
Corepharma LLC,2013,above_average,572121.5999999996,3
Corepharma LLC,2013,below_average,-6635.200000000001,1
Corepharma LLC,2014,above_average,2174175.4999999995,4
Corepharma LLC,2014,below_average,-6632.000000000001,2
Corepharma LLC,2015,above_average,1235412.9000000013,4
Corepharma LLC,2015,at_average,0,1
Corepharma LLC,2015,below_average,-270566.99999999994,3
Corepharma LLC,2016,above_average,886693.4999999992,4
Corepharma LLC,2016,below_average,-315812.2999999996,4
Corepharma LLC,2017,above_average,808163.9000000003,3
Corepharma LLC,2017,at_average,0,1
Corepharma LLC,2017,below_average,-1148251.6999999993,6
Corepharma/Impa,2017,above_average,42159.60000000001,1
County Line Pha,2013,at_average,0,1
County Line Pha,2013,below_average,-432792,1
County Line Pha,2014,above_average,211603.49999999985,1
County Line Pha,2014,at_average,0,1
County Line Pha,2014,below_average,-827464,1
County Line Pha,2015,at_average,0,2
County Line Pha,2015,below_average,-528250.8,2
County Line Pha,2016,above_average,88041,1
County Line Pha,2016,at_average,0,1
County Line Pha,2016,below_average,-2133950.6000000006,2
County Line Pha,2017,above_average,1224706.3999999994,1
County Line Pha,2017,at_average,0,1
County Line Pha,2017,below_average,-6716477.2,4
County Line Pha*,2013,below_average,-12077.799999999927,1
County Line Pha*,2014,above_average,41548,1
County Line Pha*,2015,above_average,39330.89999999989,1
County Line Pha*,2016,above_average,55630,1
County Line Pha*,2017,above_average,27671.199999999903,1
Covidien/Kendal,2013,above_average,210.9699999999999,1
Covidien/Kendal,2013,at_average,0,3
Covidien/Kendal,2014,above_average,354.96000000000004,1
Covidien/Kendal,2014,at_average,0,4
Covidien/Kendal,2015,above_average,264.7399999999994,1
Covidien/Kendal,2015,at_average,0,4
Covidien/Kendal,2016,above_average,395.75,1
Covidien/Kendal,2016,at_average,0,4
Covidien/Kendal,2017,above_average,159.65000000000015,1
Covidien/Kendal,2017,at_average,0,5
Covis Pharmaceu,2013,below_average,-9486.75,1
Covis Pharmaceu,2014,below_average,-117768.42,1
Covis Pharmaceu,2015,below_average,-203018.4,1
Covis Pharmaceu,2016,below_average,-114033.3,1
Covis Pharmaceu,2017,below_average,-65156.4,1
Covis/Concordia,2013,above_average,10372.200000000148,1
Covis/Concordia,2013,at_average,0,2
Covis/Concordia,2014,above_average,115960.00000000038,1
Covis/Concordia,2014,at_average,0,4
Covis/Concordia,2015,above_average,212926,1
Covis/Concordia,2015,at_average,0,4
Covis/Concordia,2016,at_average,0,4
Covis/Concordia,2016,below_average,-330300,1
Covis/Concordia,2017,at_average,0,2
Covis/Concordia,2017,below_average,-641667,3
Covis/Teligent,2013,at_average,0,1
Covis/Teligent,2014,at_average,0,1
Covis/Teligent,2015,at_average,0,1
Covis/Teligent,2016,at_average,0,1
Covis/Teligent,2017,at_average,0,1
Crealta Pharma/,2014,at_average,0,1
Crealta Pharma/,2015,at_average,0,1
Crealta Pharma/,2016,at_average,0,1
Crealta Pharma/,2017,at_average,0,2
Crown Laborator,2013,at_average,0,1
Crown Laborator,2014,at_average,0,2
Crown Laborator,2015,at_average,0,2
Crown Laborator,2016,at_average,0,2
Crown Laborator,2017,at_average,0,2
CSL Behring LLC,2013,at_average,0,5
CSL Behring LLC,2014,at_average,0,5
CSL Behring LLC,2015,at_average,0,5
CSL Behring LLC,2016,at_average,0,5
CSL Behring LLC,2017,at_average,0,5
"CSL Behring, Ll",2013,at_average,0,1
"CSL Behring, Ll",2014,at_average,0,1
"CSL Behring, Ll",2015,at_average,0,1
"CSL Behring, Ll",2016,at_average,0,1
"CSL Behring, Ll",2017,at_average,0,1
Cumberland Phar,2013,at_average,0,2
Cumberland Phar,2014,at_average,0,2
Cumberland Phar,2015,at_average,0,2
Cumberland Phar,2016,at_average,0,2
Cumberland Phar,2017,at_average,0,2
CVS,2013,below_average,-5011.44,1
CVS,2014,below_average,-5869.150000000002,1
CVS,2015,below_average,-7888.799999999999,1
CVS,2016,below_average,-5309.999999999999,1
CVS,2017,below_average,-293488.11000000004,2
Cypress Pharm.,2013,at_average,0,1
Cypress Pharm.,2014,at_average,0,1
Cypress Pharm.,2015,at_average,0,1
Cypress Pharm.,2016,at_average,0,1
Cypress Pharm.,2017,at_average,0,4
"Daiichi Sankyo,",2013,at_average,0,6
"Daiichi Sankyo,",2014,at_average,0,6
"Daiichi Sankyo,",2015,at_average,0,7
"Daiichi Sankyo,",2016,at_average,0,7
"Daiichi Sankyo,",2017,at_average,0,7
Dava Pharmaceut,2013,below_average,-659221.4599999998,2
Dava Pharmaceut,2014,below_average,-398655.6000000008,2
Dava Pharmaceut,2015,above_average,291870.0000000016,1
Dava Pharmaceut,2015,below_average,-43305.76000000001,2
Dava Pharmaceut,2016,above_average,991389.0999999992,1
Dava Pharmaceut,2016,below_average,-493408.3700000003,2
Dava Pharmaceut,2017,above_average,2653364.6400000015,1
Dava Pharmaceut,2017,below_average,-35865.300000000105,3
Delta Hi-Tech,2013,at_average,0,7
Delta Hi-Tech,2014,at_average,0,7
Delta Hi-Tech,2015,at_average,0,7
Delta Hi-Tech,2016,at_average,0,7
Delta Hi-Tech,2017,at_average,0,7
"Depomed, Inc.",2013,at_average,0,2
"Depomed, Inc.",2014,at_average,0,4
"Depomed, Inc.",2015,at_average,0,4
"Depomed, Inc.",2016,at_average,0,4
"Depomed, Inc.",2017,at_average,0,4
Depomed/Collegi,2017,above_average,8505,1
Diabetic Supply,2013,at_average,0,4
Diabetic Supply,2014,at_average,0,4
Diabetic Supply,2015,at_average,0,4
Diabetic Supply,2016,at_average,0,4
Diabetic Supply,2017,at_average,0,4
Digestive Care,2013,at_average,0,1
Digestive Care,2014,at_average,0,1
Digestive Care,2015,at_average,0,1
Digestive Care,2016,at_average,0,1
Digestive Care,2017,at_average,0,1
Dista Labs,2013,at_average,0,1
Dista Labs,2014,at_average,0,1
Dista Labs,2015,at_average,0,1
Dista Labs,2016,at_average,0,1
Dista Labs,2017,at_average,0,1
Doak Derm.,2013,at_average,0,1
Doak Derm.,2014,at_average,0,1
Doak Derm.,2015,at_average,0,1
Doak Derm.,2016,at_average,0,1
Doak Derm.,2017,at_average,0,1
Dr.Reddy'S Lab,2013,above_average,102702734.77999999,32
Dr.Reddy'S Lab,2013,at_average,0,5
Dr.Reddy'S Lab,2013,below_average,-59864770.40999999,30
Dr.Reddy'S Lab,2014,above_average,111364800.17,36
Dr.Reddy'S Lab,2014,at_average,0,10
Dr.Reddy'S Lab,2014,below_average,-55636080.42999999,32
Dr.Reddy'S Lab,2015,above_average,93647560.05,33
Dr.Reddy'S Lab,2015,at_average,0,9
Dr.Reddy'S Lab,2015,below_average,-55867835.059999995,40
Dr.Reddy'S Lab,2016,above_average,66961896.4,29
Dr.Reddy'S Lab,2016,at_average,0,8
Dr.Reddy'S Lab,2016,below_average,-61168253.37000001,45
Dr.Reddy'S Lab,2017,above_average,67002846.72000002,30
Dr.Reddy'S Lab,2017,at_average,0,7
Dr.Reddy'S Lab,2017,below_average,-77876671.58999999,55
Dr.Reddy'S Lab*,2013,below_average,-9099317.500000002,1
Dr.Reddy'S Lab*,2014,below_average,-9908593.200000001,1
Dr.Reddy'S Lab*,2015,below_average,-7785632.800000001,1
Dr.Reddy'S Lab*,2016,below_average,-3625633.2000000016,1
Dr.Reddy'S Lab*,2017,below_average,-8244335.000000001,1
Durata/Allergan,2015,at_average,0,1
Durata/Allergan,2016,at_average,0,1
Durata/Allergan,2017,at_average,0,1
Dusa/Sun Pharma,2013,at_average,0,1
Dusa/Sun Pharma,2014,at_average,0,1
Dusa/Sun Pharma,2015,at_average,0,1
Dusa/Sun Pharma,2016,at_average,0,1
Dusa/Sun Pharma,2017,at_average,0,1
Dyax Corp./Shir,2013,at_average,0,1
Dyax Corp./Shir,2014,at_average,0,1
Dyax Corp./Shir,2015,at_average,0,1
